location subarea coord_x coord_y
135 23 4008990.1972203944 2400599.176333745
136 23 4015667.5260024737 2409543.0751980953
137 23 4012386.7224792214 2411886.337642367
138 23 4006431.3856885247 2405103.920647103
139 23 4006874.993638106 2410077.5123081505
140 23 4013500.5475300257 2402812.925520725
141 23 4010978.2971416987 2399673.6008306528
142 1 4019822.031633901 2400603.1695323517
143 23 4004655.311951481 2413526.604528915
144 22 4006195.919768803 2417365.7999335714
145 22 4014774.12943955 2420142.444900515
146 120 4002638.119143047 2418442.336150311
147 121 4002881.369542044 2411052.4702679776
148 120 4002328.429859813 2415508.668541019
149 22 4018801.4942335007 2419555.9173597684
150 27 4023135.0353168002 2420106.83104675
151 22 4007318.739821895 2415051.335632211
152 22 4012791.8164023086 2418481.9288056856
153 50 4093455.898186576 2290125.8101801937
154 49 4098281.17056917 2306543.0541407247
155 49 4098722.925445333 2311511.0207754252
156 49 4097839.519305315 2301575.395503251
157 50 4098441.2429338153 2300209.3307163287
158 50 4096828.2606996763 2298595.882974627
159 135 4101950.915197763 2313397.843770602
160 49 4095561.965535878 2306871.9853835097
161 49 4098047.802247418 2304887.4227242786
162 49 4095180.540191076 2304977.35414261
163 135 4100327.046222191 2301776.950070748
164 134 4105039.883664145 2325965.025087721
165 133 4105475.649753552 2330637.5743225226
166 134 4109973.822353515 2324923.751808786
167 133 4110854.4194188076 2330602.346882375
168 49 4093290.264271611 2306994.8553707567
169 49 4094107.511675901 2309890.448872772
170 109 4082560.449296354 2346891.245150302
171 20 4086844.7453098292 2347652.0389096267
172 130 4091835.8175594616 2347199.4913517693
173 16 4070899.121771475 2360203.1740858075
174 15 4068208.4746637787 2364377.031552773
175 16 4071929.7805843777 2350425.7905410393
176 20 4075795.338421669 2349533.770738596
177 16 4072314.2067105514 2353981.604829487
178 20 4075997.2899206574 2352565.161965485
179 131 4101335.6387121286 2336500.653528873
180 131 4100490.9716508198 2331385.894465317
181 110 4086007.2975652283 2328531.039752219
182 109 4081411.33153665 2343134.6664976813
183 132 4095788.3833432086 2326412.1830997253
184 131 4090508.864045896 2332290.0786965564
185 131 4090518.0082206866 2333240.5391731355
186 109 4085960.050587239 2337712.0774050225
187 131 4095377.6065331763 2332455.576523042
188 131 4090699.879835349 2339920.33173214
189 132 4091729.846881558 2329420.4844733756
190 132 4098890.630599415 2316414.8462432246
191 135 4101002.54791124 2315412.848786014
192 134 4101035.8435294675 2317668.633674147
193 134 4104502.625818222 2321157.754648637
194 134 4109588.868103713 2320544.749717192
195 50 4091965.747893259 2292092.709667419
196 50 4092407.1468249853 2297059.77785464
197 50 4086840.6261776406 2297607.642487471
198 132 4095910.6735787485 2321690.125825899
199 132 4093788.6423773933 2317020.3264110386
200 132 4089331.5767375473 2323195.8127157614
201 136 4107379.720041422 2295705.279883998
202 136 4105276.536593838 2290370.6444456666
203 136 4105460.990924134 2292685.4575938275
204 136 4110957.25313045 2294138.705784023
205 136 4104637.7288628565 2293247.3921121894
206 136 4102388.830173503 2296156.5491977017
207 136 4106509.63128525 2296575.5433274903
208 136 4100263.9171428997 2297712.6917981915
209 49 4092848.6524399905 2302027.1609668145
210 50 4092379.044648784 2299337.7849889803
211 49 4092638.2530511953 2304889.5386111494
212 50 4090771.8542988775 2289160.6568239587
213 50 4096956.529492592 2291641.0167594953
214 136 4101947.343638967 2291189.553306136
215 50 4097397.9721234827 2296608.0484986543
216 11 4054121.4206520533 2375682.445414294
217 11 4054292.6901366827 2379951.3515682397
218 10 4059555.2631789134 2380199.993278971
219 11 4046654.4891239237 2371099.2864048923
220 10 4059998.3620241475 2385172.186505281
221 14 4069445.040772047 2391970.5438831775
222 11 4048687.7590738675 2371165.320283178
223 11 4050107.481579227 2373733.842227752
224 11 4053678.5649019615 2370710.72628622
225 11 4058226.6674154387 2365284.950507028
226 11 4058669.4154144335 2370256.3715974847
227 11 4055973.766159652 2372902.6046557147
228 15 4063660.309712533 2369802.2561633545
229 11 4060420.678158086 2373147.5002220417
230 15 4064640.8378792005 2372425.362836037
231 15 4070113.1780432034 2375850.623703281
232 14 4064546.1750088283 2379745.8054955113
233 12 4052740.4745615427 2362463.5782443397
234 12 4057895.8690271187 2362332.4405928934
235 16 4062825.364466895 2361951.5906674895
236 11 4048245.034536962 2366193.8239426995
237 11 4053235.8287294502 2365739.267887865
238 7 4039044.592299696 2368249.838072572
239 7 4039708.7951415284 2367587.3984879074
240 7 4043696.998828393 2371620.1536397804
241 3 4024177.233367841 2378413.835984947
242 7 4033715.618675746 2372530.538626586
243 7 4038706.2850632737 2372075.2264052415
244 7 4034158.437687631 2377502.412031301
245 7 4036712.043100986 2376065.610943448
246 3 4029167.8108521565 2377958.0039170575
247 178 3988490.5330241397 2316536.201943697
248 178 3988931.5113154 2321505.088943538
249 178 3983500.5904051554 2316993.1040257877
250 179 4004342.980233352 2325104.6752368854
251 179 4004784.3466846137 2330074.011992149
252 180 3998911.6231433256 2320591.885518827
253 178 3993921.5408666693 2321048.3708161856
254 179 3999352.814520556 2325560.9744708017
255 73 3981738.3434810294 2297120.4033856164
256 73 3982178.6744165183 2302088.1148115657
257 178 3990121.456991597 2322863.9683135883
258 181 3997588.926851728 2305686.4206304867
259 181 4002578.9531700634 2305230.3101872634
260 181 3997148.322115981 2300718.5451483037
261 181 4007569.0298819183 2304774.4306812678
262 180 4008009.8582140612 2309742.520307574
263 180 4003019.7432696396 2310198.446854008
264 180 4008450.8291312116 2314710.915734278
265 181 4002138.308225159 2300262.4826598265
266 181 4003620.2728993013 2298678.2689388413
267 178 3988049.7054757793 2311567.6158884917
268 178 3993039.665979067 2311110.9946200927
269 180 3998029.67888409 2310654.6049496965
270 178 3993480.5291251177 2316079.5320961648
271 180 3998470.5777894314 2315623.0944616166
272 180 4003460.6780979782 2315166.8890162893
273 73 3987168.504286471 2301631.361202868
274 73 3987609.0290901945 2306599.3344264124
275 73 3992598.951850668 2306142.7620359273
276 181 3994852.0821638927 2305301.9361935914
277 69 3977728.6521607004 2304318.3726714347
278 73 3980053.6895655794 2306523.8023141846
279 102 3973080.147581838 2312938.8694822234
280 69 3977629.343982062 2307513.1722431188
281 73 3982619.15949318 2307056.1378226345
282 102 3978069.945357048 2312481.5533016566
283 178 3983059.798294996 2312024.4687760225
284 178 3983941.535406063 2321962.039922916
285 101 3979392.680546069 2327388.5058859587
286 177 3984382.63287933 2326931.2728152466
287 177 3989813.918443174 2331443.7511675805
288 101 3977570.2397704357 2329912.2782081338
289 178 3987235.269516153 2322962.5369415893
290 178 3986646.4430626566 2325700.519868931
291 177 3989372.639928896 2326474.273236395
292 101 3974843.9758674637 2332815.5971676707
293 101 3979833.9012434008 2332358.0810413733
294 177 3990255.346435989 2336413.5190792773
295 177 3985265.2835654477 2336870.6149614844
296 125 3985706.835937578 2341840.716895647
297 101 3975285.3238361673 2337785.5109586697
298 119 3980716.8035846166 2342298.095844673
299 177 3984823.88240578 2331900.799047545
300 101 3980275.2757290755 2337327.9455815977
301 177 3982968.747848464 2332127.4798516287
302 32 4054454.0905412585 2435817.125947625
303 32 4059000.594621619 2430387.508952132
304 32 4063991.4172329046 2429932.7325391965
305 28 4047895.7108162255 2443123.027519101
306 28 4049907.7861932255 2441247.2706200443
307 31 4054898.47782385 2440791.931750908
308 28 4046428.599236859 2445700.586004565
309 31 4055342.9804083854 2445766.9461360816
310 25 4034936.0096444627 2442614.7785748113
311 25 4024955.0825561527 2443527.6938484074
312 25 4029875.4694365268 2444566.6374613238
313 29 4049019.0913184355 2431297.803080718
314 32 4054009.819026142 2430842.5324467304
315 29 4044472.717955978 2436727.9836424845
316 29 4049463.379772373 2436272.430866349
317 28 4039926.5512373224 2442158.6939788694
318 33 4063103.2767673777 2419984.3325001085
319 33 4063047.305535526 2423921.2207844146
320 32 4053565.6637432314 2425868.154965806
321 29 4049326.1782733295 2426514.2042544005
322 32 4058556.4538853904 2425413.1654297663
323 2 4025063.2328917175 2388358.506350293
324 2 4025506.4297776697 2393331.2149657216
325 2 4030053.8209346705 2387902.59363449
326 6 4040478.348743745 2391964.083574529
327 6 4045469.0858235443 2391508.8572118976
328 10 4050352.6984945433 2392351.488752866
329 10 4050264.065698956 2387050.3320897487
330 6 4042088.5765745314 2384106.485601285
331 6 4041283.582735421 2395757.6276333285
332 5 4045912.4139605598 2396481.655644951
333 6 4039592.066533654 2382019.1502305306
334 6 4040035.145272252 2386991.492556921
335 6 4045226.975481436 2381712.277846857
336 6 4045025.8797869175 2386536.30410473
337 6 4031526.946988617 2383001.268424094
338 2 4030497.019833008 2392875.2624057136
339 2 4029592.0142453643 2395671.034567294
340 6 4035044.4586914266 2387446.9223847324
341 2 4029610.7511251597 2382930.172908143
342 6 4035487.659784217 2392419.55195685
343 6 4037538.0817680038 2389508.638316728
344 2 4030972.250608373 2389922.363993847
345 33 4052233.899923127 2410946.355774758
346 33 4051453.2355863545 2416664.6103436877
347 30 4049108.6721529774 2421441.210822759
348 5 4040162.1041653575 2409564.755166743
349 5 4044188.7392783873 2410546.6501650806
350 5 4046559.135211965 2410584.244154347
351 30 4048115.919460238 2416012.860459472
352 5 4042046.6414786833 2407330.1886960836
353 5 4047099.755276068 2406021.92509812
354 29 4039370.3692223825 2427569.7079049083
355 29 4043584.2274109637 2426778.8735312982
356 30 4042853.959127855 2416932.26495209
357 30 4043140.1635384257 2421804.64522351
358 30 4046827.9877248756 2418904.516725939
359 33 4053758.725429696 2422016.6218124223
360 55 3905141.4829839924 2284127.5398115455
361 155 3900591.7694418966 2289555.0096622733
362 54 3905580.4544230644 2289094.809887916
363 155 3901030.8826547395 2294522.6623790325
364 54 3906019.613687634 2294062.401927285
365 54 3911008.412096698 2293602.370058497
366 155 3901470.185455005 2299490.6331592947
367 54 3906458.9603990642 2299030.3122919616
368 146 3864357.7841385356 2277880.4399711927
369 146 3869345.8238496003 2277418.8413612815
370 146 3864795.962367617 2282847.5638392256
371 146 3869784.0537401345 2282385.899532295
372 151 3884748.765235748 2281002.2662349287
373 146 3865234.3462562887 2287815.0149093303
374 146 3870222.4871541983 2287353.28515167
375 151 3875135.076833267 2288518.0889299694
376 151 3886170.3720458336 2288259.504339572
377 154 3892371.852555941 2310349.0873706634
378 154 3892811.6472672555 2315318.111591264
379 153 3893251.6343532894 2320287.438770018
380 153 3890815.3947918233 2321153.4294884754
381 157 3898399.060333818 2264721.6442560595
382 157 3888860.465178484 2270608.2376393005
383 157 3893848.8082631263 2270147.8321364145
384 156 3889298.707461504 2275574.7069989014
385 156 3894287.104899458 2275114.238571294
386 156 3889737.1450965144 2280541.508441807
387 156 3894725.5947556733 2280080.9773454126
388 156 3899714.113283086 2279620.672968762
389 55 3904702.699748271 2279160.5953327254
390 156 3890175.7777140928 2285508.6383384494
391 156 3895164.277460058 2285048.0448296485
392 156 3900152.846192823 2284587.6786471736
393 150 3875649.3857478425 2291859.427425192
394 150 3880637.7205724427 2291398.088098347
395 150 3885626.1272796 2290936.9766331054
396 155 3890614.6049440317 2290476.0930560776
397 155 3895603.152640117 2290015.4373917026
398 150 3876088.270480214 2296827.3926901617
399 150 3881076.650770811 2296365.9896309557
400 150 3886065.103056917 2295904.8150450853
401 155 3891053.626415345 2295443.868958779
402 155 3896042.219922574 2294983.1513961195
403 150 3876527.3555080416 2301795.6747400514
404 150 3881515.7791223493 2301334.208200154
405 150 3886504.274845451 2300872.9707473307
406 155 3891492.841756264 2300411.9624074595
407 155 3896481.4789333697 2299951.1832042662
408 149 3886943.642274945 2305841.440097153
409 153 3898680.6367656616 2324795.981728312
410 153 3903229.284975952 2319365.6240415964
411 94 3908218.2141132625 2318905.0641391273
412 153 3898240.4247514103 2319826.415591195
413 153 3903669.530040731 2324335.1304565766
414 94 3908658.4923520517 2323874.51145445
415 94 3910561.636907187 2320240.3842670256
416 94 3913207.2112493333 2318444.735899507
417 53 3917316.1296424465 2308046.8828966753
418 53 3912767.083101216 2313475.6474174587
419 53 3917756.111743051 2313015.608978272
420 53 3913934.4678581823 2316250.9019962233
421 53 3911568.1418674686 2317330.7545663286
422 154 3900420.4866058994 2316010.755694679
423 160 3981894.181496397 2242041.047767473
424 158 3971915.8599887667 2242953.5374899516
425 160 3976904.994699901 2242497.1810151753
426 158 3972354.4030218474 2247917.635842485
427 160 3977343.6028508353 2247461.2254792885
428 158 3971477.478141721 2237989.793902845
429 160 3982332.8549164804 2247005.0389310117
430 160 3987322.158271481 2246549.076184411
431 76 3977782.3696670905 2252425.6213913867
432 76 3982771.6848858786 2251969.381832367
433 76 3987761.05154779 2251513.366664404
434 76 3975823.834884119 2254292.79513586
435 160 3981455.665034455 2237077.4119460294
436 160 3986883.4194289153 2241585.13773405
437 160 3976466.54562084 2237533.4916038313
438 161 3974473.756126475 2236376.3919577394
439 163 4001851.430542852 2240218.746759884
440 163 3996862.0449025435 2240673.9872483118
441 163 3995672.94972614 2238344.983039768
442 163 3995550.6191353076 2245240.5522638033
443 163 3998415.3914972097 2237002.554359928
444 186 3994507.8105544327 2270917.981520143
445 186 3994947.522658397 2275883.927624836
446 186 4000104.065699156 2275221.9291621814
447 162 3999321.907499346 2260868.5059805224
448 186 3998521.0346468003 2265508.0209350735
449 186 4004047.5875007715 2265041.159014129
450 162 4003608.061606965 2260075.9851603284
451 81 4008007.476898596 2259707.229792309
452 162 3993628.837483631 2260987.0957083087
453 76 3988639.2997533097 2261442.9892823203
454 75 3989078.653856382 2266408.3141967608
455 186 3993885.5715454295 2265753.1069019847
456 80 4008709.8493680763 2264968.0358535675
457 186 4000670.2079937113 2268014.3421586547
458 80 4009477.057364463 2269551.3562966846
459 80 4014466.9022950837 2269096.2679083967
460 186 3999497.5105551495 2270462.213077574
461 186 4004453.001842431 2270280.502770565
462 186 4004927.078097039 2274972.518533059
463 80 4009916.9289962105 2274517.154923822
464 80 4014906.827432569 2274062.018571071
465 80 4007151.403003662 2271694.1291195676
466 76 3983210.6709949775 2256934.072864065
467 76 3988200.0988459582 2256478.005567097
468 163 3992311.5119681135 2246093.337224148
469 162 3992750.4687071447 2251057.575871718
470 162 4002729.450733325 2250146.6673385194
471 162 4003168.6825443916 2255111.153397888
472 162 3998179.105564941 2255566.545853395
473 162 3997739.935417836 2250602.009436426
474 162 3993189.5773506323 2256022.1632363107
475 81 4005932.635544693 2255415.4517929964
476 76 3978660.3776654024 2262355.4531242917
477 75 3980347.446033862 2277242.9101979416
478 75 3983943.288179266 2276674.6063894257
479 72 3973231.9710282017 2257846.882419367
480 76 3978221.294741323 2257390.365143456
481 75 3979492.7336695697 2269779.4328646287
482 75 3979385.8480035327 2272063.861931201
483 71 3974278.830803048 2272916.9796395926
484 71 3974989.023432137 2277709.473909633
485 76 3983649.8128333744 2261899.108415427
486 75 3984089.109989876 2266864.4848725824
487 75 3984528.562052502 2271830.198618477
488 75 3989518.160740921 2271373.9766938863
489 79 4015787.1012135977 2283994.5118086184
490 39 4040297.32575657 2276755.597758035
491 85 4035747.5575080654 2282175.870286555
492 39 4041178.3678827845 2286688.289832464
493 39 4045287.542133048 2276301.780193663
494 39 4040737.7819174593 2281721.7807172597
495 39 4045728.048590288 2281267.91939524
496 85 4031390.741812935 2287942.309565971
497 85 4036248.132459414 2286686.836129408
498 39 4044881.4899188476 2282927.969464002
499 38 4042059.927462396 2296622.2720207595
500 84 4037069.5654862546 2297076.492758538
501 38 4047050.332243838 2296168.2813367527
502 38 4049397.7962106834 2300070.6763568684
503 80 4019896.7724685166 2273607.1094461656
504 40 4039856.9998402116 2271789.7445783946
505 85 4025767.2392222816 2283084.73432565
506 85 4030262.552366646 2282388.866183756
507 85 4026207.681756704 2288051.3773624343
508 84 4026648.2600501217 2293018.341984413
509 85 4030317.020192897 2277663.91587382
510 85 4035307.1514638993 2277209.6429715184
511 85 4025326.9328809474 2278118.4165025316
512 86 4034866.8777910615 2272243.7451205407
513 86 4034426.736926589 2267278.1803546334
514 40 4039416.8046076847 2266824.224798781
515 86 4029436.7119135098 2267732.362407958
516 86 4024088.1037678984 2268425.0564797972
517 86 4024886.7631660015 2273152.4275183813
518 86 4029876.798586509 2272697.972754835
519 86 4028996.760607879 2262767.08845162
520 86 4033986.7293067263 2262312.9522916535
521 40 4038976.7404974964 2261859.042036464
522 79 4015346.8938813983 2279028.1010789075
523 79 4010356.9440662335 2279483.2850911366
524 40 4044847.163794037 2271335.971089185
525 89 4038536.8079473614 2256894.1999055706
526 87 4032667.510265344 2247419.3244514195
527 89 4037657.3392741387 2246965.551978671
528 90 4037217.8040225133 2242001.753395025
529 87 4027677.7232231135 2247873.3210627045
530 87 4033107.115541842 2252383.520730114
531 89 4038097.0073941993 2251929.702017046
532 87 4033546.855366925 2257348.064546308
533 89 4043086.9404396378 2251476.107992008
534 89 4048076.9137295648 2251022.738615595
535 89 4043526.801898039 2256440.560541113
536 89 4048516.8362724073 2255987.146413068
537 40 4043966.7932361597 2261405.357647787
538 90 4042207.6089147516 2241548.250992065
539 90 4036778.4020738634 2237038.3098674873
540 88 4031788.705089601 2237491.9889239827
541 88 4032228.039970504 2242455.479315389
542 90 4046757.917081316 2236131.620521686
543 90 4047197.453694562 2241094.9720680816
544 89 4047637.1193903317 2246058.679299457
545 90 4042173.4018343003 2238975.562596528
546 90 4033419.1756023206 2235171.1623928696
547 81 4013587.477662084 2259165.7765958947
548 81 4018137.696622087 2253746.325359806
549 87 4023127.4592083693 2253291.8323673583
550 81 4017698.2788366275 2248781.9868376246
551 81 4008158.307344055 2254655.9858472478
552 81 4013147.979018559 2254201.04317681
553 80 4014027.1188961254 2264130.8527110135
554 81 4012708.6233903584 2249236.6560643744
555 81 4007719.013706638 2249691.549555906
556 80 4019456.7936569517 2268641.406151382
557 87 4028117.2658306826 2252837.56416849
558 87 4028556.945102805 2257802.1545010963
559 86 4024006.835344513 2263221.450552499
560 81 4018325.395340725 2258768.9833203284
561 87 4023567.0781006087 2258256.469805607
562 80 4019016.954459719 2263676.038628325
563 87 4024902.1088442253 2251336.419913344
564 98 3948572.5666449657 2320197.922527027
565 100 3958551.711662923 2319281.0985588077
566 100 3953121.5264915833 2314770.4510143213
567 100 3958029.8249171493 2314667.097629822
568 99 3959433.4366407297 2329219.773417853
569 100 3958992.492537067 2324250.2882199497
570 100 3953562.1092036227 2319739.394380402
571 98 3944023.769084062 2325626.0323602557
572 98 3949013.28291386 2325167.2180314776
573 97 3949454.1667180927 2330136.8085036045
574 100 3963541.373107166 2318823.035055831
575 100 3963982.186503722 2323792.172725696
576 100 3954002.857702587 2324708.636652933
577 99 3954443.771583773 2329678.1741766627
578 100 3959840.6047886587 2317223.6095776963
579 98 3946979.0055067264 2321520.0636159945
580 100 3960639.2115109437 2323976.3739753403
581 98 3948132.0183138284 2315228.9256460257
582 61 3937712.877538154 2311177.7659914577
583 61 3942702.227204961 2310718.8829689194
584 98 3943142.5708094337 2315687.6319881096
585 61 3939148.134610139 2314254.431886798
586 65 3951443.717952215 2312958.389670495
587 97 3944464.6229547355 2330595.676403786
588 97 3939475.1412043483 2331054.7778801
589 98 3938153.1848954153 2316146.570042229
590 98 3938593.664890374 2321115.675810204
591 98 3939034.317125968 2326085.0796417533
592 98 3943583.0849022497 2320656.6830029367
593 98 3935893.306253871 2319906.576614011
594 100 3963100.721197111 2313854.1968645705
595 102 3968090.4058888415 2313396.417332364
596 174 3921282.4744713935 2352776.064382118
597 174 3920841.0502451574 2347805.0065325894
598 176 3926271.794464806 2352315.8045673273
599 176 3924418.145675453 2351547.3024762752
600 176 3925854.4917329336 2350486.5983632654
601 174 3918516.331743765 2351031.0029906807
602 93 3920399.8049187018 2342834.2273269324
603 176 3925830.3496348616 2347344.802320716
604 93 3915410.595120059 2343294.6104777255
605 174 3915851.817809906 2348265.4461910455
606 93 3922201.647737333 2345320.6429109946
607 176 3928664.756112367 2346912.486679463
608 95 3929937.3080499303 2336943.78025499
609 95 3930378.4240796864 2341914.165477468
610 176 3931261.1806446635 2351855.780839244
611 176 3936692.290560324 2356367.1619391143
612 176 3928828.8088099756 2351007.954589314
613 176 3937736.779269877 2353899.924951082
614 176 3935809.145668112 2346425.1002618205
615 187 3940798.6405059467 2345965.6024218444
616 176 3936250.632110455 2351395.9932020786
617 187 3941240.1479612845 2350936.4416578542
618 187 3946229.7272958653 2350477.126206376
619 176 3930819.715076735 2346884.833562257
620 176 3932432.91767421 2346631.481217724
621 97 3940755.0921079433 2343677.195051325
622 95 3931605.325014127 2344055.8816966712
623 95 3929496.3673830954 2331973.68156185
624 95 3934485.7223771815 2331514.1129332744
625 95 3927268.2882200973 2331926.583257851
626 95 3928082.12248357 2335099.6630092263
627 95 3925389.0815400556 2342374.078991112
628 174 3909136.380822324 2360053.0262155933
629 174 3911745.602899253 2358668.7376294704
630 173 3912187.351607816 2363640.453765602
631 174 3911304.0366440495 2353697.2922439044
632 171 3906756.468818715 2359129.7628947957
633 174 3916293.221564556 2353236.5602771826
634 174 3913111.054527117 2356105.116631964
635 174 3908574.4109642142 2356723.1503261933
636 171 3901325.8743592016 2354619.4643467497
637 171 3906314.920609258 2354158.2602714365
638 93 3910421.4530481864 2343755.2284340644
639 174 3910862.6532310178 2348726.1212870697
640 171 3900884.531248128 2349648.177744694
641 172 3905432.379606775 2344216.081184335
642 171 3905873.557410033 2349187.0318094264
643 94 3908499.6629372775 2331735.5113934306
644 94 3911234.85791423 2331814.447555225
645 93 3914528.6944921496 2333353.788852645
646 94 3913647.5227877405 2323414.1247372804
647 94 3914456.0665609185 2329059.273572637
648 94 3914139.3796374346 2330530.8737571365
649 96 3921195.699963734 2330232.6427852167
650 94 3911729.590072181 2328388.177056877
651 153 3904109.9624184174 2329304.9330400014
652 94 3909098.9557494447 2328844.255202802
653 153 3904934.835239854 2333205.4047928196
654 96 3933163.8614883977 2316605.7398078633
655 61 3942262.0544873937 2305750.4395954097
656 61 3947251.42707057 2305291.842361884
657 61 3947691.6383220814 2310260.2310411343
658 57 3932283.4941738388 2306668.3254996603
659 61 3937272.743214867 2306209.267308442
660 61 3945051.7625378356 2305030.8478283715
661 65 3950546.7128661727 2308468.504499281
662 94 3918196.275469798 2317984.639336288
663 96 3923185.4058599262 2317524.7744608345
