customer weight coord_x coord_y identif
45 15.0 4065802.966770343 2284404.893364084 386
46 1609.0 4068554.4459779873 2288630.901427396 1422
47 37542.5 4068674.645533799 2285907.052365625 1421
48 1749.5 4066875.419277928 2288189.793949292 1423
49 3221.0 4074050.742035543 2280015.099865971 1420
50 163.5 4071561.855198052 2288934.8743359484 423
51 11288.5 4017549.330788915 2303863.3643702334 494
52 1.0 4026917.504584708 2298213.24157332 496
53 266.0 4010797.102148826 2284449.7431747625 328
54 6.0 4016227.4490004014 2288961.247133765 371
55 284.5 4007128.344562965 2299806.6504985727 450
56 1133.0 4016667.936812255 2293928.3034247505 417
57 1.0 4012118.4302030974 2299351.0486378567 451
58 2416.0 4017108.564218807 2298895.67704886 452
59 1.0 4021217.5422907528 2288506.197749388 372
60 1202.0 4015111.9752652026 2303628.676144244 1479
61 1.0 4047491.346742478 2301135.70466523 501
62 9139.0 4037510.4966294905 2302044.0016566734 499
63 92.0 4042500.900192525 2301589.7378309746 500
64 1145.0 4032079.2472449774 2297530.9435917805 454
65 6101.0 4032905.653812447 2302859.2548088864 498
66 13469.0 4046441.0895369137 2304248.277080512 1477
67 14012.0 4020777.147216055 2283539.508869479 330
68 9595.0 4020336.890464965 2278573.14489311 290
69 1.0 4006687.802684592 2294839.1833995907 415
70 8.0 4011237.402817491 2289416.5255477144 370
71 817.0 4011677.8456449434 2294383.6285798447 416
72 10329.0 3979707.288484876 2387499.7415580447 1063
73 6.0 3980457.436502462 2385456.3873437103 1298
74 65516.0 3985140.42485397 2392014.505414344 1084
75 7774.0 3985716.717212666 2396647.1224089097 1106
76 41.5 3975757.27929574 2392493.8197953454 1082
77 41.0 3980369.5557579 2392457.2650429346 1083
78 122.0 3973112.820445749 2394503.3492991487 1297
79 1.0 3975493.739816836 2397703.1480022534 1091
80 1.0 3980429.0086151273 2397683.5044917488 1105
81 1133.0 3976046.807366733 2402877.448487204 1121
82 79.0 4000747.250096647 2394759.5388586526 1092
83 1285.0 4000111.0694907326 2390641.6933084284 1087
84 3.0 4004514.937203564 2395793.0172061888 1093
85 3839.0 3995298.899895289 2402760.68872246 1124
86 87.0 3996811.688970768 2406402.5418192963 1146
87 77.0 3999901.6312269857 2405763.536319034 1148
88 18.0 3996721.005363983 2410665.4421237856 1162
89 47.5 3991124.159676214 2401179.6031622887 1123
90 11.0 3991854.530092908 2406657.763742674 1144
91 4932.5 3989687.542032191 2386583.8995632897 1065
92 670.0 3989244.647812143 2381611.3887157897 1045
93 1.0 3984254.4972667377 2382069.1435267935 1044
94 1.0 3994677.75422526 2386126.3402157286 1066
95 2440.5 3992732.2032718863 2389662.5233250586 1296
96 1.0 3995120.7983879694 2391099.0556223947 1086
97 691.0 3991142.972041729 2396080.9522738727 1107
98 1.0 3995610.0655606175 2396378.5326907397 1108
99 1.0 3984697.3864894975 2387041.7000028575 1064
100 5054.0 3989653.9961397895 2391472.0188003248 1085
101 231.5 4020515.890505265 2393787.409679268 1111
102 662.5 4015082.2095037177 2389271.0563453985 1094
103 4926.5 4020072.695451813 2388814.660574045 1095
104 97.5 4013057.042999559 2389650.00706722 1279
105 13.0 4015525.402902369 2394243.8465865143 1110
106 125.5 4015545.677699982 2385310.5391637767 1280
107 7.0 4014639.1517315097 2384298.51319536 1070
108 354.5 4017623.998941369 2387720.1494425144 1278
109 242.5 4018743.9127436657 2373897.91246294 1029
110 14810.5 4021119.647225544 2383925.500322991 1282
111 977.0 4015043.283039517 2381165.298368335 1281
112 1.0 4019186.7061282825 2378869.9082758566 1051
113 5739.0 4024620.167273306 2383386.045459722 1072
114 173.0 4019629.6338451095 2383842.1588757355 1071
115 1.0 4009205.805955416 2379782.7736792574 1049
116 555.5 4014196.2300265953 2379326.2208284773 1050
117 145.5 4021402.67917594 2403733.6353294146 1152
118 56.0 4026393.215566612 2403277.360592358 1153
119 501.0 4030616.164890318 2403565.906703384 1154
120 6268.0 4031497.4441134287 2408035.7449256284 1171
121 13919.0 4023507.5115677216 2410585.1528518447 1167
122 4226.0 4024198.3114581527 2408356.682541914 1169
123 1.0 4011421.763355428 2404646.915318987 1150
124 3305.0 4003868.254337823 2407389.642003648 1266
125 452.5 4016412.194811643 2404190.1535586533 1151
126 80.0 4020959.218561545 2398760.4024968906 1128
127 85.0 4025949.757484965 2398304.16761205 1129
128 2324.5 4009772.933242052 2407326.353541727 1267
129 1290.0 4014862.9871903104 2401930.9925471446 1272
130 523.0 4015968.731485822 2399216.8802236174 1127
131 115.0 4007285.444901074 2412569.1631593006 1265
132 1511.5 4008120.439532137 2403385.0949823647 1269
133 1615.5 4014173.724632064 2399119.505451418 1273
134 215.0 4011477.455189215 2408329.400244232 1165
135 1.0 4008990.1972203935 2400599.176333745 1270
136 4.0 4015667.5260024737 2409543.0751980958 1166
137 93.0 4012386.722479221 2411886.337642367 1185
138 1.0 4006431.3856885247 2405103.920647103 1149
139 155910.5 4006874.9936381066 2410077.5123081505 1164
140 1297.0 4013500.5475300257 2402812.9255207246 1271
141 27.0 4010978.2971416977 2399673.6008306528 1126
142 2586.5 4019822.031633901 2400603.169532352 1274
143 196.0 4004655.311951481 2413526.604528915 1264
144 372.0 4006195.9197688033 2417365.7999335714 1263
145 2095.5 4014774.1294395495 2420142.444900515 1262
146 1098.0 4002638.119143048 2418442.336150311 1198
147 14919.5 4002881.369542044 2411052.4702679776 1163
148 41.5 4002328.429859813 2415508.668541019 1183
149 231.0 4018801.4942335007 2419555.9173597684 1201
150 242.0 4023135.0353168 2420106.8310467494 1202
151 13671.0 4007318.739821895 2415051.335632211 1184
152 1.0 4012791.8164023086 2418481.9288056856 1200
153 1.0 4093455.898186576 2290125.8101801937 1427
154 5950.5 4098281.17056917 2306543.0541407247 600
155 79.0 4098722.9254453327 2311511.020775425 644
156 9325.0 4097839.5193053153 2301575.395503251 555
157 4302.0 4098441.2429338153 2300209.3307163287 1442
158 543.0 4096828.260699676 2298595.8829746274 1443
159 40.0 4101950.915197763 2313397.843770602 1456
160 6072.5 4095561.965535878 2306871.9853835097 1448
161 1.0 4098047.8022474186 2304887.422724278 1449
162 25877.5 4095180.540191076 2304977.35414261 1447
163 3.0 4100327.0462221913 2301776.950070748 1440
164 2328.5 4105039.8836641447 2325965.0250877207 780
165 9.0 4105475.649753552 2330637.5743225226 826
166 4436.5 4109973.8223535153 2324923.7518087854 781
167 1.0 4110854.419418808 2330602.3468823754 827
168 1098.5 4093290.2642716113 2306994.8553707567 599
169 279.0 4094107.511675901 2309890.448872772 1457
170 352.0 4082560.4492963534 2346891.245150302 943
171 1586.5 4086844.7453098297 2347652.0389096267 944
172 562.5 4091835.8175594616 2347199.4913517693 945
173 29.0 4070899.1217714753 2360203.1740858075 991
174 912.0 4068208.4746637777 2364377.031552773 1015
175 7366.5 4071929.7805843777 2350425.79054104 941
176 3819.0 4075795.338421669 2349533.770738596 942
177 180.0 4072314.206710552 2353981.604829487 970
178 10.0 4075997.2899206574 2352565.1619654847 971
179 3055.5 4101335.6387121286 2336500.653528873 870
180 1719.5 4100490.97165082 2331385.894465317 825
181 1.0 4086007.297565228 2328531.039752219 777
182 90.0 4081411.3315366497 2343134.6664976813 865
183 1.0 4095788.3833432086 2326412.1830997253 778
184 1.0 4090508.864045896 2332290.0786965564 823
185 200.0 4090518.008220687 2333240.5391731355 868
186 16.0 4085960.050587239 2337712.0774050225 867
187 17.0 4095377.606533176 2332455.576523042 824
188 1.0 4090699.8798353486 2339920.33173214 909
189 2216.5 4091729.846881558 2329420.484473376 1470
190 1.0 4098890.630599416 2316414.8462432246 690
191 1.0 4101002.54791124 2315412.848786014 691
192 1.0 4101035.843529467 2317668.633674147 737
193 25.0 4104502.625818222 2321157.754648637 738
194 1.0 4109588.868103713 2320544.749717192 739
195 1.0 4091965.7478932594 2292092.709667419 466
196 1746.5 4092407.1468249857 2297059.77785464 510
197 470.0 4086840.6261776406 2297607.642487471 509
198 1488.5 4095910.673578749 2321690.125825899 736
199 7463.5 4093788.642377394 2317020.326411038 689
200 1.0 4089331.5767375473 2323195.8127157614 734
201 1.0 4107379.720041422 2295705.279883998 513
202 80.0 4105276.536593839 2290370.6444456666 1429
203 1.0 4105460.9909241335 2292685.4575938275 1430
204 137.0 4110957.2531304494 2294138.705784023 1432
205 190.5 4104637.728862857 2293247.392112189 1431
206 1.0 4102388.830173503 2296156.5491977017 512
207 161.5 4106509.6312852497 2296575.5433274903 1435
208 6290.0 4100263.9171429 2297712.6917981915 1441
209 1120.5 4092848.652439991 2302027.1609668145 554
210 172.5 4092379.044648784 2299337.7849889803 1444
211 1.0 4092638.2530511953 2304889.5386111494 1446
212 489.5 4090771.8542988775 2289160.6568239587 1426
213 1.0 4096956.529492592 2291641.0167594957 467
214 130.0 4101947.3436389663 2291189.553306136 468
215 793.5 4097397.972123482 2296608.0484986543 511
216 1195.0 4054121.420652054 2375682.445414294 1058
217 179.5 4054292.690136682 2379951.35156824 1078
218 72.0 4059555.2631789134 2380199.993278971 1079
219 15072.5 4046654.489123924 2371099.2864048923 1288
220 1278.0 4059998.362024147 2385172.186505281 1103
221 4164.0 4069445.040772048 2391970.543883177 1141
222 225.5 4048687.759073867 2371165.320283178 1035
223 8950.5 4050107.4815792274 2373733.842227752 1057
224 77061.0 4053678.5649019615 2370710.72628622 1036
225 164.5 4058226.667415438 2365284.950507028 1013
226 2761.0 4058669.4154144335 2370256.3715974847 1037
227 1.0 4055973.766159652 2372902.6046557147 1287
228 75941.5 4063660.309712533 2369802.2561633545 1038
229 1.0 4060420.678158086 2373147.5002220417 1059
230 2468.5 4064640.837879201 2372425.362836037 1060
231 44.0 4070113.1780432034 2375850.623703281 1061
232 7.0 4064546.175008828 2379745.8054955117 1080
233 1013.5 4052740.4745615423 2362463.57824434 987
234 72.5 4057895.869027118 2362332.4405928934 988
235 750.0 4062825.3644668953 2361951.590667489 989
236 4422.0 4048245.0345369615 2366193.8239426995 1011
237 556.5 4053235.82872945 2365739.2678878647 1012
238 1.0 4039044.592299696 2368249.838072572 1008
239 448.5 4039708.795141528 2367587.3984879074 1010
240 1.0 4043696.998828393 2371620.1536397804 1034
241 1.0 4024177.2333678417 2378413.835984947 1052
242 1.0 4033715.6186757465 2372530.538626586 1032
243 8344.0 4038706.2850632737 2372075.226405241 1033
244 1.0 4034158.437687631 2377502.412031301 1054
245 183.5 4036712.0431009866 2376065.610943448 1055
246 965.5 4029167.810852157 2377958.003917057 1053
247 98.0 3988490.53302414 2316536.201943697 578
248 263.5 3988931.5113154 2321505.088943538 622
249 1.0 3983500.590405155 2316993.104025788 577
250 5809.0 4004342.980233352 2325104.675236885 670
251 16348.0 4004784.3466846137 2330074.0119921486 715
252 1.0 3998911.6231433256 2320591.885518827 624
253 14960.0 3993921.5408666697 2321048.3708161856 623
254 1.0 3999352.814520556 2325560.9744708017 669
255 1.0 3981738.343481029 2297120.4033856164 410
256 275.0 3982178.6744165183 2302088.1148115657 445
257 170.5 3990121.4569915966 2322863.9683135883 1512
258 1.0 3997588.926851728 2305686.4206304867 490
259 1.0 4002578.953170063 2305230.3101872634 491
260 4342.5 3997148.322115981 2300718.545148304 448
261 313.0 4007569.0298819183 2304774.430681268 492
262 1.0 4008009.8582140617 2309742.520307574 537
263 687.5 4003019.743269639 2310198.446854008 536
264 44.0 4008450.829131212 2314710.915734278 582
265 2367.0 4002138.308225159 2300262.4826598265 449
266 77.0 4003620.2728993017 2298678.2689388413 1480
267 2.0 3988049.7054757793 2311567.615888492 533
268 4124.0 3993039.6659790673 2311110.9946200927 534
269 33958.5 3998029.6788840895 2310654.6049496965 535
270 1.0 3993480.5291251177 2316079.5320961648 579
271 7191.0 3998470.577789431 2315623.0944616166 580
272 1.0 4003460.678097978 2315166.8890162893 581
273 66.0 3987168.5042864713 2301631.361202868 446
274 153.0 3987609.0290901945 2306599.3344264124 488
275 1.0 3992598.951850668 2306142.7620359277 489
276 11661.0 3994852.0821638927 2305301.9361935914 1489
277 6.0 3977728.652160701 2304318.3726714347 1490
278 1.0 3980053.6895655794 2306523.8023141846 1488
279 59.0 3973080.147581839 2312938.8694822234 530
280 2214.5 3977629.343982061 2307513.1722431188 486
281 1.0 3982619.15949318 2307056.1378226345 487
282 57.0 3978069.945357048 2312481.5533016566 531
283 276459.0 3983059.798294996 2312024.4687760225 532
284 5239.0 3983941.5354060633 2321962.039922916 621
285 1411.0 3979392.6805460686 2327388.5058859587 665
286 9735.5 3984382.6328793294 2326931.2728152466 666
287 1.0 3989813.918443175 2331443.7511675805 712
288 7271.5 3977570.239770436 2329912.2782081338 1516
289 1.0 3987235.269516153 2322962.5369415893 1513
290 583.5 3986646.443062657 2325700.519868931 1514
291 211.0 3989372.639928896 2326474.273236395 667
292 307.0 3974843.975867464 2332815.5971676707 709
293 1.0 3979833.9012434008 2332358.0810413733 710
294 16.0 3990255.346435989 2336413.5190792773 760
295 38.5 3985265.283565448 2336870.6149614844 758
296 42075.5 3985706.8359375778 2341840.716895647 759
297 1995.5 3975285.3238361673 2337785.5109586697 756
298 61.0 3980716.8035846166 2342298.095844673 804
299 2734.5 3984823.88240578 2331900.7990475446 711
300 3021.5 3980275.275729075 2337327.9455815977 757
301 112.0 3982968.747848464 2332127.4798516287 1515
302 1.0 4054454.0905412585 2435817.125947625 1244
303 31.0 4059000.594621619 2430387.508952132 1239
304 2625.0 4063991.4172329046 2429932.7325391965 1240
305 7302.5 4047895.7108162255 2443123.027519101 1254
306 19.0 4049907.7861932255 2441247.2706200443 1255
307 688.0 4054898.47782385 2440791.931750908 1256
308 68.0 4046428.599236859 2445700.586004565 1257
309 47.0 4055342.9804083854 2445766.9461360816 1260
310 1.0 4034936.0096444623 2442614.7785748118 1251
311 1300.0 4024955.0825561527 2443527.693848408 1246
312 142.0 4029875.4694365263 2444566.637461324 1248
313 967.5 4049019.091318435 2431297.803080718 1237
314 984.5 4054009.819026141 2430842.5324467304 1238
315 36.0 4044472.7179559786 2436727.9836424845 1242
316 1814.5 4049463.379772373 2436272.430866349 1243
317 14107.5 4039926.5512373215 2442158.6939788694 1253
318 1002.5 4063103.2767673777 2419984.3325001085 1221
319 179.0 4063047.3055355274 2423921.2207844146 1236
320 800.5 4053565.663743231 2425868.154965806 1234
321 7106.5 4049326.1782733295 2426514.2042544005 1233
322 1284.0 4058556.4538853904 2425413.1654297663 1235
323 496.0 4025063.2328917175 2388358.506350293 1096
324 1.0 4025506.4297776697 2393331.2149657216 1112
325 1.0 4030053.820934671 2387902.5936344895 1097
326 1043.5 4040478.3487437447 2391964.083574529 1115
327 360.5 4045469.085823544 2391508.8572118976 1116
328 6376.0 4050352.6984945433 2392351.4887528666 1117
329 62.0 4050264.065698956 2387050.3320897487 1101
330 139.5 4042088.5765745314 2384106.485601285 1277
331 4.0 4041283.5827354207 2395757.6276333285 1132
332 16470.0 4045912.41396056 2396481.655644951 1134
333 1.0 4039592.0665336535 2382019.15023053 1075
334 127.5 4040035.145272252 2386991.4925569207 1099
335 1.0 4045226.975481436 2381712.277846857 1076
336 31409.0 4045025.8797869175 2386536.30410473 1100
337 1.0 4031526.9469886166 2383001.268424094 1283
338 267.5 4030497.019833008 2392875.2624057136 1113
339 1.0 4029592.014245364 2395671.034567294 1130
340 1.0 4035044.4586914266 2387446.9223847324 1098
341 4.0 4029610.75112516 2382930.172908143 1073
342 236.0 4035487.659784217 2392419.55195685 1114
343 1.0 4037538.081768004 2389508.638316728 1276
344 702.5 4030972.250608373 2389922.363993847 1275
345 24931.5 4052233.899923127 2410946.3557747575 1189
346 1.0 4051453.2355863545 2416664.610343688 1209
347 6294.0 4049108.6721529774 2421441.210822759 1218
348 932.5 4040162.1041653575 2409564.7551667434 1173
349 1787.0 4044188.7392783873 2410546.650165081 1187
350 45.0 4046559.1352119646 2410584.244154347 1188
351 540.0 4048115.9194602375 2416012.860459472 1208
352 1994.0 4042046.6414786833 2407330.188696084 1174
353 1977.5 4047099.755276068 2406021.92509812 1176
354 304.0 4039370.369222383 2427569.7079049083 1228
355 6.0 4043584.227410964 2426778.8735312982 1231
356 77.5 4042853.959127855 2416932.26495209 1207
357 234.0 4043140.1635384257 2421804.64522351 1217
358 105.5 4046827.987724875 2418904.516725939 1261
359 5468.0 4053758.725429696 2422016.6218124223 1219
360 378.0 3905141.482983993 2284127.539811545 227
361 7338.0 3900591.7694418966 2289555.0096622733 266
362 17149.5 3905580.454423064 2289094.809887916 267
363 482.5 3901030.882654739 2294522.6623790325 306
364 75.0 3906019.6136876345 2294062.401927285 307
365 158.0 3911008.4120966974 2293602.370058497 308
366 1244.0 3901470.1854550047 2299490.6331592947 348
367 14.0 3906458.960399064 2299030.3122919616 349
368 1.0 3864357.784138536 2277880.4399711927 144
369 660.0 3869345.8238496 2277418.841361281 145
370 2828.0 3864795.9623676166 2282847.5638392256 178
371 1304.0 3869784.0537401354 2282385.899532295 179
372 72.0 3884748.765235748 2281002.2662349287 184
373 7.0 3865234.3462562887 2287815.0149093303 219
374 955.5 3870222.4871541983 2287353.28515167 220
375 472.5 3875135.076833267 2288518.0889299694 221
376 1.0 3886170.3720458336 2288259.504339572 223
377 2009.0 3892371.852555941 2310349.0873706634 427
378 476.5 3892811.647267255 2315318.111591264 469
379 93.5 3893251.6343532894 2320287.438770018 514
380 1470.5 3890815.3947918233 2321153.4294884754 1367
381 22.0 3898399.0603338177 2264721.6442560595 83
382 67.5 3888860.465178484 2270608.2376393005 111
383 350.5 3893848.8082631263 2270147.8321364145 113
384 1.0 3889298.707461504 2275574.706998901 146
385 40.0 3894287.1048994586 2275114.238571294 147
386 221.0 3889737.1450965134 2280541.508441807 185
387 1.0 3894725.594755674 2280080.9773454126 186
388 3419.5 3899714.113283087 2279620.672968762 187
389 96.0 3904702.699748271 2279160.595332725 188
390 14538.5 3890175.7777140928 2285508.6383384494 224
391 4824.0 3895164.2774600578 2285048.0448296485 225
392 16296.5 3900152.8461928223 2284587.6786471736 226
393 1503.0 3875649.3857478425 2291859.427425192 261
394 76941.0 3880637.720572442 2291398.088098347 262
395 105.0 3885626.1272796 2290936.9766331054 263
396 372.0 3890614.604944032 2290476.0930560776 264
397 46.5 3895603.152640117 2290015.4373917026 265
398 1064.5 3876088.270480215 2296827.3926901617 301
399 41.0 3881076.6507708114 2296365.989630956 302
400 2010.5 3886065.103056917 2295904.8150450853 303
401 3430.5 3891053.626415345 2295443.868958779 304
402 1.0 3896042.219922574 2294983.1513961195 305
403 11.0 3876527.3555080416 2301795.6747400514 343
404 2.0 3881515.77912235 2301334.2082001534 344
405 680.0 3886504.274845451 2300872.9707473307 345
406 7275.0 3891492.841756264 2300411.9624074595 346
407 1061.5 3896481.4789333697 2299951.1832042662 347
408 1011.5 3886943.6422749446 2305841.4400971527 391
409 409.0 3898680.6367656616 2324795.981728312 560
410 265.0 3903229.284975952 2319365.6240415964 516
411 523.0 3908218.2141132634 2318905.0641391277 517
412 7159.0 3898240.42475141 2319826.415591195 515
413 909.0 3903669.530040731 2324335.1304565766 561
414 8.0 3908658.492352052 2323874.51145445 562
415 2703.0 3910561.6369071873 2320240.3842670256 1375
416 1.0 3913207.211249334 2318444.735899507 518
417 26.0 3917316.129642447 2308046.8828966757 432
418 6765.5 3912767.083101216 2313475.6474174587 473
419 1227.0 3917756.111743051 2313015.608978272 474
420 150.0 3913934.4678581823 2316250.9019962237 1373
421 111.0 3911568.1418674686 2317330.7545663286 1374
422 2650.0 3900420.4866058994 2316010.755694679 1368
423 585.5 3981894.1814963967 2242041.047767473 26
424 221.0 3971915.8599887663 2242953.537489952 24
425 1.0 3976904.994699901 2242497.181015176 25
426 87.5 3972354.403021848 2247917.635842485 43
427 49.0 3977343.6028508353 2247461.2254792885 44
428 689.0 3971477.478141721 2237989.7939028447 7
429 240.0 3982332.85491648 2247005.038931012 45
430 2656.0 3987322.158271481 2246549.076184411 46
431 1.0 3977782.3696670905 2252425.6213913867 65
432 591.5 3982771.684885879 2251969.381832367 66
433 7289.5 3987761.0515477895 2251513.366664404 67
434 45.0 3975823.834884119 2254292.79513586 1395
435 51.0 3981455.6650344543 2237077.4119460294 9
436 20172.5 3986883.4194289153 2241585.1377340495 27
437 15814.0 3976466.54562084 2237533.4916038318 8
438 5446.0 3974473.756126475 2236376.3919577394 1400
439 780.5 4001851.430542852 2240218.746759884 30
440 992.0 3996862.044902543 2240673.987248312 29
441 965.5 3995672.94972614 2238344.983039768 1406
442 2204.5 3995550.619135308 2245240.552263804 1407
443 8748.5 3998415.3914972097 2237002.554359928 1405
444 3797.0 3994507.8105544327 2270917.981520143 204
445 386.0 3994947.522658397 2275883.927624836 245
446 1787.0 4000104.065699156 2275221.929162181 246
447 8.0 3999321.9074993455 2260868.5059805224 132
448 473.0 3998521.0346468 2265508.020935073 165
449 1.0 4004047.587500771 2265041.1590141286 166
450 1.0 4003608.061606965 2260075.9851603284 133
451 241.0 4008007.476898596 2259707.229792309 134
452 22.0 3993628.837483631 2260987.0957083087 131
453 3.0 3988639.2997533097 2261442.9892823203 130
454 181.5 3989078.653856382 2266408.3141967608 163
455 1.0 3993885.5715454295 2265753.1069019847 164
456 3315.5 4008709.849368076 2264968.0358535675 167
457 1.0 4000670.2079937113 2268014.3421586547 1485
458 61.0 4009477.0573644633 2269551.3562966846 207
459 28.0 4014466.902295084 2269096.2679083967 208
460 1.0 3999497.5105551495 2270462.213077574 205
461 1.0 4004453.0018424303 2270280.502770565 206
462 24.0 4004927.07809704 2274972.518533059 247
463 45.0 4009916.9289962105 2274517.154923822 248
464 74.0 4014906.8274325687 2274062.018571071 249
465 4553.0 4007151.403003661 2271694.129119568 1486
466 1.0 3983210.6709949775 2256934.072864065 97
467 1889.0 3988200.0988459582 2256478.0055670966 98
468 1.0 3992311.5119681135 2246093.337224148 47
469 9.0 3992750.4687071447 2251057.575871718 68
470 312.5 4002729.450733325 2250146.66733852 70
471 1.0 4003168.682544392 2255111.153397888 101
472 482.5 3998179.1055649407 2255566.545853395 100
473 4487.0 3997739.935417836 2250602.009436426 69
474 5854.5 3993189.577350632 2256022.1632363107 99
475 18668.5 4005932.6355446926 2255415.4517929964 1408
476 328.0 3978660.3776654014 2262355.453124292 127
477 50.5 3980347.4460338615 2277242.9101979416 242
478 1.0 3983943.288179266 2276674.6063894257 243
479 360.0 3973231.9710282017 2257846.882419367 95
480 778.5 3978221.294741323 2257390.365143456 96
481 1.0 3979492.7336695697 2269779.4328646287 162
482 1.0 3979385.8480035327 2272063.8619312006 201
483 156.0 3974278.830803048 2272916.9796395926 200
484 2129.5 3974989.023432137 2277709.473909633 241
485 149.0 3983649.8128333744 2261899.108415427 128
486 462.0 3984089.109989876 2266864.4848725824 129
487 1.0 3984528.562052502 2271830.1986184767 202
488 1511.5 3989518.160740921 2271373.9766938863 203
489 1.0 4015787.1012135977 2283994.5118086184 329
490 5396.0 4040297.3257565694 2276755.597758035 294
491 8118.5 4035747.557508066 2282175.870286555 333
492 356.0 4041178.367882785 2286688.289832464 379
493 104.5 4045287.542133048 2276301.780193663 295
494 305.5 4040737.7819174593 2281721.78071726 334
495 406.0 4045728.048590288 2281267.91939524 335
496 5892.5 4031390.741812935 2287942.309565971 375
497 1.0 4036248.132459414 2286686.836129408 377
498 1.0 4044881.489918847 2282927.969464002 1474
499 707.5 4042059.927462396 2296622.2720207595 456
500 47.0 4037069.565486254 2297076.492758538 455
501 1381.0 4047050.332243837 2296168.2813367527 457
502 122.0 4049397.7962106834 2300070.6763568684 1475
503 81.0 4019896.7724685166 2273607.1094461656 250
504 633.0 4039856.999840211 2271789.7445783946 254
505 3.0 4025767.2392222816 2283084.73432565 331
506 509.0 4030262.5523666474 2282388.866183756 332
507 164.0 4026207.681756704 2288051.3773624343 373
508 807.5 4026648.2600501217 2293018.3419844126 374
509 1.0 4030317.020192897 2277663.91587382 292
510 51.0 4035307.1514638993 2277209.6429715184 293
511 201.0 4025326.9328809474 2278118.416502532 291
512 1.0 4034866.8777910615 2272243.7451205407 253
513 1.0 4034426.7369265887 2267278.1803546334 212
514 5960.0 4039416.8046076847 2266824.224798781 213
515 85.0 4029436.7119135098 2267732.362407958 211
516 12017.0 4024088.1037678975 2268425.056479797 210
517 4543.5 4024886.7631660015 2273152.4275183813 251
518 5958.0 4029876.7985865087 2272697.972754835 252
519 935.5 4028996.760607879 2262767.08845162 171
520 1672.5 4033986.7293067263 2262312.952291653 172
521 7901.5 4038976.740497497 2261859.042036464 173
522 1.0 4015346.8938813983 2279028.1010789075 289
523 1.0 4010356.9440662335 2279483.2850911366 288
524 2021.0 4044847.163794037 2271335.9710891847 255
525 1420.5 4038536.8079473614 2256894.1999055706 140
526 5074.0 4032667.510265344 2247419.3244514195 76
527 254.0 4037657.3392741377 2246965.551978671 77
528 32.0 4037217.804022514 2242001.7533950247 56
529 6057.0 4027677.7232231135 2247873.3210627045 75
530 367.0 4033107.1155418414 2252383.520730114 107
531 270.0 4038097.0073941993 2251929.702017046 108
532 248.0 4033546.855366925 2257348.064546308 139
533 1.0 4043086.9404396378 2251476.107992008 109
534 1.0 4048076.9137295648 2251022.738615595 110
535 1.0 4043526.80189804 2256440.560541113 141
536 83.5 4048516.8362724073 2255987.146413068 142
537 4.0 4043966.79323616 2261405.357647787 174
538 398.0 4042207.608914751 2241548.250992065 57
539 603.5 4036778.402073864 2237038.3098674878 37
540 1.0 4031788.7050896017 2237491.9889239827 36
541 167.5 4032228.039970504 2242455.479315389 55
542 1.0 4046757.917081316 2236131.620521686 38
543 11545.0 4047197.4536945615 2241094.9720680816 58
