location subarea coord_x coord_y
77 552 3980369.5557579 2392457.2650429346
78 533 3973112.82044575 2394503.3492991487
79 541 3975493.739816836 2397703.148002254
80 541 3980429.008615127 2397683.504491749
81 540 3976046.8073667334 2402877.4484872036
82 587 4000747.2500966475 2394759.538858653
83 588 4000111.069490733 2390641.6933084284
84 587 4004514.937203564 2395793.0172061888
85 573 3995298.8998952885 2402760.6887224596
86 572 3996811.688970767 2406402.5418192963
87 572 3999901.631226986 2405763.5363190346
88 571 3996721.005363983 2410665.4421237856
89 561 3991124.159676214 2401179.6031622887
90 560 3991854.530092908 2406657.763742674
91 563 3989687.5420321915 2386583.8995632897
92 564 3989244.647812142 2381611.3887157897
93 553 3984254.497266738 2382069.143526794
94 575 3994677.7542252596 2386126.3402157286
95 575 3992732.2032718863 2389662.523325058
96 575 3995120.7983879694 2391099.0556223947
97 562 3991142.972041729 2396080.9522738727
98 574 3995610.0655606184 2396378.5326907393
99 552 3984697.3864894975 2387041.700002858
100 563 3989653.9961397895 2391472.0188003248
101 3 4020515.890505265 2393787.409679268
102 608 4015082.2095037173 2389271.0563453985
103 4 4020072.695451813 2388814.660574045
104 608 4013057.0429995595 2389650.0070672194
105 88 4015525.4029023685 2394243.8465865143
106 608 4015545.677699982 2385310.5391637767
107 608 4014639.1517315097 2384298.5131953596
108 608 4017623.998941369 2387720.1494425144
109 6 4018743.912743666 2373897.91246294
110 4 4021119.647225543 2383925.500322991
111 609 4015043.283039517 2381165.298368335
112 5 4019186.7061282825 2378869.9082758566
113 12 4024620.1672733063 2383386.045459722
114 4 4019629.6338451095 2383842.1588757355
115 602 4009205.805955416 2379782.773679258
116 609 4014196.230026595 2379326.2208284773
117 1 4021402.6791759403 2403733.635329414
118 9 4026393.215566612 2403277.360592358
119 9 4030616.164890318 2403565.9067033837
120 103 4031497.444113429 2408035.7449256284
121 95 4023507.5115677216 2410585.152851845
122 95 4024198.311458153 2408356.682541914
123 598 4011421.7633554284 2404646.915318987
124 585 4003868.254337822 2407389.642003648
125 86 4016412.1948116436 2404190.1535586533
126 2 4020959.218561545 2398760.4024968906
127 10 4025949.757484965 2398304.16761205
128 598 4009772.933242052 2407326.353541727
129 87 4014862.9871903104 2401930.992547145
130 87 4015968.7314858213 2399216.8802236174
131 584 4007285.4449010734 2412569.1631593006
132 598 4008120.4395321365 2403385.0949823647
133 87 4014173.724632063 2399119.505451418
134 598 4011477.4551892155 2408329.400244232
135 599 4008990.1972203944 2400599.176333745
136 85 4015667.5260024737 2409543.0751980953
137 597 4012386.7224792214 2411886.337642367
138 585 4006431.3856885247 2405103.920647103
139 584 4006874.993638106 2410077.5123081505
140 86 4013500.5475300257 2402812.925520725
141 599 4010978.2971416987 2399673.6008306528
142 2 4019822.031633901 2400603.1695323517
143 584 4004655.311951481 2413526.604528915
144 583 4006195.919768803 2417365.7999335714
145 84 4014774.12943955 2420142.444900515
146 583 4002638.119143047 2418442.336150311
147 584 4002881.369542044 2411052.4702679776
148 584 4002328.429859813 2415508.668541019
149 84 4018801.4942335007 2419555.9173597684
150 94 4023135.0353168002 2420106.83104675
151 584 4007318.739821895 2415051.335632211
152 596 4012791.8164023086 2418481.9288056856
153 221 4093455.898186576 2290125.8101801937
154 218 4098281.17056917 2306543.0541407247
155 218 4098722.925445333 2311511.0207754252
156 219 4097839.519305315 2301575.395503251
157 219 4098441.2429338153 2300209.3307163287
158 220 4096828.2606996763 2298595.882974627
159 639 4101950.915197763 2313397.843770602
160 218 4095561.965535878 2306871.9853835097
161 219 4098047.802247418 2304887.4227242786
162 219 4095180.540191076 2304977.35414261
163 641 4100327.046222191 2301776.950070748
164 637 4105039.883664145 2325965.025087721
165 637 4105475.649753552 2330637.5743225226
166 646 4109973.822353515 2324923.751808786
167 645 4110854.4194188076 2330602.346882375
168 218 4093290.264271611 2306994.8553707567
169 218 4094107.511675901 2309890.448872772
170 519 4082560.449296354 2346891.245150302
171 620 4086844.7453098292 2347652.0389096267
172 625 4091835.8175594616 2347199.4913517693
173 71 4070899.121771475 2360203.1740858075
174 71 4068208.4746637787 2364377.031552773
175 513 4071929.7805843777 2350425.7905410393
176 513 4075795.338421669 2349533.770738596
177 80 4072314.2067105514 2353981.604829487
178 80 4075997.2899206574 2352565.161965485
179 632 4101335.6387121286 2336500.653528873
180 632 4100490.9716508198 2331385.894465317
181 623 4086007.2975652283 2328531.039752219
182 520 4081411.33153665 2343134.6664976813
183 633 4095788.3833432086 2326412.1830997253
184 627 4090508.864045896 2332290.0786965564
185 627 4090518.0082206866 2333240.5391731355
186 622 4085960.050587239 2337712.0774050225
187 632 4095377.6065331763 2332455.576523042
188 626 4090699.879835349 2339920.33173214
189 628 4091729.846881558 2329420.4844733756
190 217 4098890.630599415 2316414.8462432246
191 639 4101002.54791124 2315412.848786014
192 639 4101035.8435294675 2317668.633674147
193 638 4104502.625818222 2321157.754648637
194 647 4109588.868103713 2320544.749717192
195 221 4091965.747893259 2292092.709667419
196 220 4092407.1468249853 2297059.77785464
197 212 4086840.6261776406 2297607.642487471
198 634 4095910.6735787485 2321690.125825899
199 209 4093788.6423773933 2317020.3264110386
200 629 4089331.5767375473 2323195.8127157614
201 651 4107379.720041422 2295705.279883998
202 652 4105276.536593838 2290370.6444456666
203 652 4105460.990924134 2292685.4575938275
204 660 4110957.25313045 2294138.705784023
205 651 4104637.7288628565 2293247.3921121894
206 642 4102388.830173503 2296156.5491977017
207 651 4106509.63128525 2296575.5433274903
208 642 4100263.9171428997 2297712.6917981915
209 219 4092848.6524399905 2302027.1609668145
210 212 4092379.044648784 2299337.7849889803
211 211 4092638.2530511953 2304889.5386111494
212 213 4090771.8542988775 2289160.6568239587
213 221 4096956.529492592 2291641.0167594953
214 643 4101947.343638967 2291189.553306136
215 220 4097397.9721234827 2296608.0484986543
216 45 4054121.4206520533 2375682.445414294
217 44 4054292.6901366827 2379951.3515682397
218 52 4059555.2631789134 2380199.993278971
219 38 4046654.4891239237 2371099.2864048923
220 52 4059998.3620241475 2385172.186505281
221 66 4069445.040772047 2391970.5438831775
222 46 4048687.7590738675 2371165.320283178
223 46 4050107.481579227 2373733.842227752
224 46 4053678.5649019615 2370710.72628622
225 55 4058226.6674154387 2365284.950507028
226 54 4058669.4154144335 2370256.3715974847
227 54 4055973.766159652 2372902.6046557147
228 62 4063660.309712533 2369802.2561633545
229 53 4060420.678158086 2373147.5002220417
230 62 4064640.8378792005 2372425.362836037
231 69 4070113.1780432034 2375850.623703281
232 60 4064546.1750088283 2379745.8054955113
233 47 4052740.4745615427 2362463.5782443397
234 55 4057895.8690271187 2362332.4405928934
235 63 4062825.364466895 2361951.5906674895
236 47 4048245.034536962 2366193.8239426995
237 47 4053235.8287294502 2365739.267887865
238 31 4039044.592299696 2368249.838072572
239 31 4039708.7951415284 2367587.3984879074
240 38 4043696.998828393 2371620.1536397804
241 13 4024177.233367841 2378413.835984947
242 22 4033715.618675746 2372530.538626586
243 30 4038706.2850632737 2372075.2264052415
244 21 4034158.437687631 2377502.412031301
245 29 4036712.043100986 2376065.610943448
246 13 4029167.8108521565 2377958.0039170575
247 827 3988490.5330241397 2316536.201943697
248 827 3988931.5113154 2321505.088943538
249 467 3983500.5904051554 2316993.1040257877
250 844 4004342.980233352 2325104.6752368854
251 843 4004784.3466846137 2330074.011992149
252 836 3998911.6231433256 2320591.885518827
253 836 3993921.5408666693 2321048.3708161856
254 835 3999352.814520556 2325560.9744708017
255 312 3981738.3434810294 2297120.4033856164
256 311 3982178.6744165183 2302088.1148115657
257 826 3990121.456991597 2322863.9683135883
258 838 3997588.926851728 2305686.4206304867
259 847 4002578.9531700634 2305230.3101872634
260 839 3997148.322115981 2300718.5451483037
261 856 4007569.0298819183 2304774.4306812678
262 855 4008009.8582140612 2309742.520307574
263 846 4003019.7432696396 2310198.446854008
264 854 4008450.8291312116 2314710.915734278
265 848 4002138.308225159 2300262.4826598265
266 857 4003620.2728993013 2298678.2689388413
267 828 3988049.7054757793 2311567.6158884917
268 837 3993039.665979067 2311110.9946200927
269 837 3998029.67888409 2310654.6049496965
270 836 3993480.5291251177 2316079.5320961648
271 836 3998470.5777894314 2315623.0944616166
272 845 4003460.6780979782 2315166.8890162893
273 830 3987168.504286471 2301631.361202868
274 829 3987609.0290901945 2306599.3344264124
275 838 3992598.951850668 2306142.7620359273
276 838 3994852.0821638927 2305301.9361935914
277 303 3977728.6521607004 2304318.3726714347
278 469 3980053.6895655794 2306523.8023141846
279 458 3973080.147581838 2312938.8694822234
280 464 3977629.343982062 2307513.1722431188
281 469 3982619.15949318 2307056.1378226345
282 463 3978069.945357048 2312481.5533016566
283 468 3983059.798294996 2312024.4687760225
284 467 3983941.535406063 2321962.039922916
285 461 3979392.680546069 2327388.5058859587
286 466 3984382.63287933 2326931.2728152466
287 825 3989813.918443174 2331443.7511675805
288 460 3977570.2397704357 2329912.2782081338
289 826 3987235.269516153 2322962.5369415893
290 466 3986646.4430626566 2325700.519868931
291 826 3989372.639928896 2326474.273236395
292 455 3974843.9758674637 2332815.5971676707
293 460 3979833.9012434008 2332358.0810413733
294 824 3990255.346435989 2336413.5190792773
295 822 3985265.2835654477 2336870.6149614844
296 821 3985706.835937578 2341840.716895647
297 917 3975285.3238361673 2337785.5109586697
298 918 3980716.8035846166 2342298.095844673
299 465 3984823.88240578 2331900.799047545
300 919 3980275.2757290755 2337327.9455815977
301 465 3982968.747848464 2332127.4798516287
302 130 4054454.0905412585 2435817.125947625
303 130 4059000.594621619 2430387.508952132
304 136 4063991.4172329046 2429932.7325391965
305 113 4047895.7108162255 2443123.027519101
306 121 4049907.7861932255 2441247.2706200443
307 129 4054898.47782385 2440791.931750908
308 112 4046428.599236859 2445700.586004565
309 128 4055342.9804083854 2445766.9461360816
310 98 4034936.0096444627 2442614.7785748113
311 91 4024955.0825561527 2443527.6938484074
312 98 4029875.4694365268 2444566.6374613238
313 122 4049019.0913184355 2431297.803080718
314 130 4054009.819026142 2430842.5324467304
315 114 4044472.717955978 2436727.9836424845
316 122 4049463.379772373 2436272.430866349
317 105 4039926.5512373224 2442158.6939788694
318 138 4063103.2767673777 2419984.3325001085
319 137 4063047.305535526 2423921.2207844146
320 131 4053565.6637432314 2425868.154965806
321 123 4049326.1782733295 2426514.2042544005
322 131 4058556.4538853904 2425413.1654297663
323 12 4025063.2328917175 2388358.506350293
324 11 4025506.4297776697 2393331.2149657216
325 12 4030053.8209346705 2387902.59363449
326 27 4040478.348743745 2391964.083574529
327 35 4045469.0858235443 2391508.8572118976
328 43 4050352.6984945433 2392351.488752866
329 43 4050264.065698956 2387050.3320897487
330 28 4042088.5765745314 2384106.485601285
331 26 4041283.582735421 2395757.6276333285
332 34 4045912.4139605598 2396481.655644951
333 28 4039592.066533654 2382019.1502305306
334 28 4040035.145272252 2386991.492556921
335 36 4045226.975481436 2381712.277846857
336 36 4045025.8797869175 2386536.30410473
337 20 4031526.946988617 2383001.268424094
338 11 4030497.019833008 2392875.2624057136
339 10 4029592.0142453643 2395671.034567294
340 20 4035044.4586914266 2387446.9223847324
341 12 4029610.7511251597 2382930.172908143
342 19 4035487.659784217 2392419.55195685
343 27 4037538.0817680038 2389508.638316728
344 19 4030972.250608373 2389922.363993847
345 134 4052233.899923127 2410946.355774758
346 125 4051453.2355863545 2416664.6103436877
347 124 4049108.6721529774 2421441.210822759
348 118 4040162.1041653575 2409564.755166743
349 118 4044188.7392783873 2410546.6501650806
350 126 4046559.135211965 2410584.244154347
351 125 4048115.919460238 2416012.860459472
352 118 4042046.6414786833 2407330.1886960836
353 126 4047099.755276068 2406021.92509812
354 107 4039370.3692223825 2427569.7079049083
355 115 4043584.2274109637 2426778.8735312982
356 117 4042853.959127855 2416932.26495209
357 116 4043140.1635384257 2421804.64522351
358 124 4046827.9877248756 2418904.516725939
359 132 4053758.725429696 2422016.6218124223
360 736 3905141.4829839924 2284127.5398115455
361 724 3900591.7694418966 2289555.0096622733
362 735 3905580.4544230644 2289094.809887916
363 723 3901030.8826547395 2294522.6623790325
364 734 3906019.613687634 2294062.401927285
365 225 3911008.412096698 2293602.370058497
366 722 3901470.185455005 2299490.6331592947
367 733 3906458.9603990642 2299030.3122919616
368 683 3864357.7841385356 2277880.4399711927
369 689 3869345.8238496003 2277418.8413612815
370 683 3864795.962367617 2282847.5638392256
371 689 3869784.0537401345 2282385.899532295
372 704 3884748.765235748 2281002.2662349287
373 682 3865234.3462562887 2287815.0149093303
374 688 3870222.4871541983 2287353.28515167
375 688 3875135.076833267 2288518.0889299694
376 702 3886170.3720458336 2288259.504339572
377 710 3892371.852555941 2310349.0873706634
378 709 3892811.6472672555 2315318.111591264
379 708 3893251.6343532894 2320287.438770018
380 697 3890815.3947918233 2321153.4294884754
381 728 3898399.060333818 2264721.6442560595
382 716 3888860.465178484 2270608.2376393005
383 727 3893848.8082631263 2270147.8321364145
384 715 3889298.707461504 2275574.7069989014
385 726 3894287.104899458 2275114.238571294
386 715 3889737.1450965144 2280541.508441807
387 726 3894725.5947556733 2280080.9773454126
388 726 3899714.113283086 2279620.672968762
389 737 3904702.699748271 2279160.5953327254
390 714 3890175.7777140928 2285508.6383384494
391 725 3895164.277460058 2285048.0448296485
392 725 3900152.846192823 2284587.6786471736
393 687 3875649.3857478425 2291859.427425192
394 692 3880637.7205724427 2291398.088098347
395 702 3885626.1272796 2290936.9766331054
396 713 3890614.6049440317 2290476.0930560776
397 724 3895603.152640117 2290015.4373917026
398 686 3876088.270480214 2296827.3926901617
399 691 3881076.650770811 2296365.9896309557
400 701 3886065.103056917 2295904.8150450853
401 712 3891053.626415345 2295443.868958779
402 723 3896042.219922574 2294983.1513961195
403 685 3876527.3555080416 2301795.6747400514
404 690 3881515.7791223493 2301334.208200154
405 700 3886504.274845451 2300872.9707473307
406 711 3891492.841756264 2300411.9624074595
407 722 3896481.4789333697 2299951.1832042662
408 700 3886943.642274945 2305841.440097153
409 718 3898680.6367656616 2324795.981728312
410 719 3903229.284975952 2319365.6240415964
411 730 3908218.2141132625 2318905.0641391273
412 719 3898240.4247514103 2319826.415591195
413 718 3903669.530040731 2324335.1304565766
414 729 3908658.4923520517 2323874.51145445
415 413 3910561.636907187 2320240.3842670256
416 413 3913207.2112493333 2318444.735899507
417 231 3917316.1296424465 2308046.8828966753
418 414 3912767.083101216 2313475.6474174587
419 419 3917756.111743051 2313015.608978272
420 414 3913934.4678581823 2316250.9019962233
421 413 3911568.1418674686 2317330.7545663286
422 720 3900420.4866058994 2316010.755694679
423 751 3981894.181496397 2242041.047767473
424 741 3971915.8599887667 2242953.5374899516
425 745 3976904.994699901 2242497.1810151753
426 741 3972354.4030218474 2247917.635842485
427 745 3977343.6028508353 2247461.2254792885
428 742 3971477.478141721 2237989.793902845
429 751 3982332.8549164804 2247005.0389310117
430 757 3987322.158271481 2246549.076184411
431 744 3977782.3696670905 2252425.6213913867
432 750 3982771.6848858786 2251969.381832367
433 756 3987761.05154779 2251513.366664404
434 744 3975823.834884119 2254292.79513586
435 752 3981455.665034455 2237077.4119460294
436 757 3986883.4194289153 2241585.13773405
437 746 3976466.54562084 2237533.4916038313
438 746 3974473.756126475 2236376.3919577394
439 768 4001851.430542852 2240218.746759884
440 763 3996862.0449025435 2240673.9872483118
441 764 3995672.94972614 2238344.983039768
442 763 3995550.6191353076 2245240.5522638033
443 769 3998415.3914972097 2237002.554359928
444 891 3994507.8105544327 2270917.981520143
445 890 3994947.522658397 2275883.927624836
446 895 4000104.065699156 2275221.9291621814
447 897 3999321.907499346 2260868.5059805224
448 896 3998521.0346468003 2265508.0209350735
449 901 4004047.5875007715 2265041.159014129
450 902 4003608.061606965 2260075.9851603284
451 327 4008007.476898596 2259707.229792309
452 892 3993628.837483631 2260987.0957083087
453 892 3988639.2997533097 2261442.9892823203
454 891 3989078.653856382 2266408.3141967608
455 891 3993885.5715454295 2265753.1069019847
456 326 4008709.8493680763 2264968.0358535675
457 896 4000670.2079937113 2268014.3421586547
458 326 4009477.057364463 2269551.3562966846
459 339 4014466.9022950837 2269096.2679083967
460 896 3999497.5105551495 2270462.213077574
461 901 4004453.001842431 2270280.502770565
462 900 4004927.078097039 2274972.518533059
463 325 4009916.9289962105 2274517.154923822
464 338 4014906.827432569 2274062.018571071
465 900 4007151.403003662 2271694.1291195676
466 749 3983210.6709949775 2256934.072864065
467 755 3988200.0988459582 2256478.005567097
468 757 3992311.5119681135 2246093.337224148
469 756 3992750.4687071447 2251057.575871718
470 767 4002729.450733325 2250146.6673385194
471 766 4003168.6825443916 2255111.153397888
472 761 3998179.105564941 2255566.545853395
473 762 3997739.935417836 2250602.009436426
474 755 3993189.5773506323 2256022.1632363107
475 766 4005932.635544693 2255415.4517929964
476 317 3978660.3776654024 2262355.4531242917
477 315 3980347.446033862 2277242.9101979416
478 885 3983943.288179266 2276674.6063894257
479 310 3973231.9710282017 2257846.882419367
480 318 3978221.294741323 2257390.365143456
481 316 3979492.7336695697 2269779.4328646287
482 316 3979385.8480035327 2272063.861931201
483 308 3974278.830803048 2272916.9796395926
484 307 3974989.023432137 2277709.473909633
485 887 3983649.8128333744 2261899.108415427
486 886 3984089.109989876 2266864.4848725824
487 886 3984528.562052502 2271830.198618477
488 891 3989518.160740921 2271373.9766938863
489 336 4015787.1012135977 2283994.5118086184
490 389 4040297.32575657 2276755.597758035
491 375 4035747.5575080654 2282175.870286555
492 387 4041178.3678827845 2286688.289832464
493 389 4045287.542133048 2276301.780193663
494 388 4040737.7819174593 2281721.7807172597
495 388 4045728.048590288 2281267.91939524
496 361 4031390.741812935 2287942.309565971
497 374 4036248.132459414 2286686.836129408
498 388 4044881.4899188476 2282927.969464002
499 386 4042059.927462396 2296622.2720207595
500 373 4037069.5654862546 2297076.492758538
501 386 4047050.332243838 2296168.2813367527
502 159 4049397.7962106834 2300070.6763568684
503 338 4019896.7724685166 2273607.1094461656
504 390 4039856.9998402116 2271789.7445783946
505 349 4025767.2392222816 2283084.73432565
506 362 4030262.552366646 2282388.866183756
507 348 4026207.681756704 2288051.3773624343
508 348 4026648.2600501217 2293018.341984413
509 363 4030317.020192897 2277663.91587382
510 376 4035307.1514638993 2277209.6429715184
511 350 4025326.9328809474 2278118.4165025316
512 377 4034866.8777910615 2272243.7451205407
513 378 4034426.736926589 2267278.1803546334
514 391 4039416.8046076847 2266824.224798781
515 365 4029436.7119135098 2267732.362407958
516 352 4024088.1037678984 2268425.0564797972
517 351 4024886.7631660015 2273152.4275183813
518 364 4029876.798586509 2272697.972754835
519 365 4028996.760607879 2262767.08845162
520 378 4033986.7293067263 2262312.9522916535
521 391 4038976.7404974964 2261859.042036464
522 337 4015346.8938813983 2279028.1010789075
523 324 4010356.9440662335 2279483.2850911366
524 390 4044847.163794037 2271335.971089185
525 392 4038536.8079473614 2256894.1999055706
526 381 4032667.510265344 2247419.3244514195
527 394 4037657.3392741387 2246965.551978671
528 395 4037217.8040225133 2242001.753395025
529 368 4027677.7232231135 2247873.3210627045
530 380 4033107.115541842 2252383.520730114
531 393 4038097.0073941993 2251929.702017046
532 379 4033546.855366925 2257348.064546308
533 393 4043086.9404396378 2251476.107992008
534 399 4048076.9137295648 2251022.738615595
535 392 4043526.801898039 2256440.560541113
536 398 4048516.8362724073 2255987.146413068
537 391 4043966.7932361597 2261405.357647787
538 395 4042207.6089147516 2241548.250992065
539 395 4036778.4020738634 2237038.3098674873
540 382 4031788.705089601 2237491.9889239827
541 382 4032228.039970504 2242455.479315389
542 401 4046757.917081316 2236131.620521686
543 401 4047197.453694562 2241094.9720680816
544 400 4047637.1193903317 2246058.679299457
545 395 4042173.4018343003 2238975.562596528
546 383 4033419.1756023206 2235171.1623928696
547 340 4013587.477662084 2259165.7765958947
548 341 4018137.696622087 2253746.325359806
549 354 4023127.4592083693 2253291.8323673583
550 342 4017698.2788366275 2248781.9868376246
551 328 4008158.307344055 2254655.9858472478
552 341 4013147.979018559 2254201.04317681
553 339 4014027.1188961254 2264130.8527110135
554 342 4012708.6233903584 2249236.6560643744
555 329 4007719.013706638 2249691.549555906
556 339 4019456.7936569517 2268641.406151382
557 367 4028117.2658306826 2252837.56416849
558 366 4028556.945102805 2257802.1545010963
559 352 4024006.835344513 2263221.450552499
560 340 4018325.395340725 2258768.9833203284
561 353 4023567.0781006087 2258256.469805607
562 339 4019016.954459719 2263676.038628325
563 367 4024902.1088442253 2251336.419913344
564 442 3948572.5666449657 2320197.922527027
565 447 3958551.711662923 2319281.0985588077
566 443 3953121.5264915833 2314770.4510143213
567 448 3958029.8249171493 2314667.097629822
568 446 3959433.4366407297 2329219.773417853
569 447 3958992.492537067 2324250.2882199497
570 442 3953562.1092036227 2319739.394380402
571 437 3944023.769084062 2325626.0323602557
572 442 3949013.28291386 2325167.2180314776
573 441 3949454.1667180927 2330136.8085036045
574 452 3963541.373107166 2318823.035055831
575 452 3963982.186503722 2323792.172725696
576 442 3954002.857702587 2324708.636652933
577 441 3954443.771583773 2329678.1741766627
578 448 3959840.6047886587 2317223.6095776963
579 437 3946979.0055067264 2321520.0636159945
580 447 3960639.2115109437 2323976.3739753403
581 443 3948132.0183138284 2315228.9256460257
582 434 3937712.877538154 2311177.7659914577
583 439 3942702.227204961 2310718.8829689194
584 438 3943142.5708094337 2315687.6319881096
585 434 3939148.134610139 2314254.431886798
586 444 3951443.717952215 2312958.389670495
587 436 3944464.6229547355 2330595.676403786
588 431 3939475.1412043483 2331054.7778801
589 433 3938153.1848954153 2316146.570042229
590 432 3938593.664890374 2321115.675810204
591 432 3939034.317125968 2326085.0796417533
592 437 3943583.0849022497 2320656.6830029367
593 433 3935893.306253871 2319906.576614011
594 453 3963100.721197111 2313854.1968645705
595 458 3968090.4058888415 2313396.417332364
596 809 3921282.4744713935 2352776.064382118
597 809 3920841.0502451574 2347805.0065325894
598 814 3926271.794464806 2352315.8045673273
599 809 3924418.145675453 2351547.3024762752
600 814 3925854.4917329336 2350486.5983632654
601 804 3918516.331743765 2351031.0029906807
602 810 3920399.8049187018 2342834.2273269324
603 814 3925830.3496348616 2347344.802320716
604 805 3915410.595120059 2343294.6104777255
605 804 3915851.817809906 2348265.4461910455
606 810 3922201.647737333 2345320.6429109946
607 815 3928664.756112367 2346912.486679463
608 420 3929937.3080499303 2336943.78025499
609 815 3930378.4240796864 2341914.165477468
610 814 3931261.1806446635 2351855.780839244
611 818 3936692.290560324 2356367.1619391143
612 814 3928828.8088099756 2351007.954589314
613 818 3937736.779269877 2353899.924951082
614 819 3935809.145668112 2346425.1002618205
615 905 3940798.6405059467 2345965.6024218444
616 819 3936250.632110455 2351395.9932020786
617 905 3941240.1479612845 2350936.4416578542
618 908 3946229.7272958653 2350477.126206376
619 814 3930819.715076735 2346884.833562257
620 820 3932432.91767421 2346631.481217724
621 906 3940755.0921079433 2343677.195051325
622 820 3931605.325014127 2344055.8816966712
623 421 3929496.3673830954 2331973.68156185
624 426 3934485.7223771815 2331514.1129332744
625 421 3927268.2882200973 2331926.583257851
626 420 3928082.12248357 2335099.6630092263
627 815 3925389.0815400556 2342374.078991112
628 797 3909136.380822324 2360053.0262155933
629 797 3911745.602899253 2358668.7376294704
630 796 3912187.351607816 2363640.453765602
631 798 3911304.0366440495 2353697.2922439044
632 791 3906756.468818715 2359129.7628947957
633 804 3916293.221564556 2353236.5602771826
634 797 3913111.054527117 2356105.116631964
635 797 3908574.4109642142 2356723.1503261933
636 792 3901325.8743592016 2354619.4643467497
637 792 3906314.920609258 2354158.2602714365
638 799 3910421.4530481864 2343755.2284340644
639 798 3910862.6532310178 2348726.1212870697
640 792 3900884.531248128 2349648.177744694
641 793 3905432.379606775 2344216.081184335
642 792 3905873.557410033 2349187.0318094264
643 801 3908499.6629372775 2331735.5113934306
644 801 3911234.85791423 2331814.447555225
645 411 3914528.6944921496 2333353.788852645
646 412 3913647.5227877405 2323414.1247372804
647 412 3914456.0665609185 2329059.273572637
648 411 3914139.3796374346 2330530.8737571365
649 416 3921195.699963734 2330232.6427852167
650 412 3911729.590072181 2328388.177056877
651 718 3904109.9624184174 2329304.9330400014
652 729 3909098.9557494447 2328844.255202802
653 795 3904934.835239854 2333205.4047928196
654 428 3933163.8614883977 2316605.7398078633
655 263 3942262.0544873937 2305750.4395954097
656 271 3947251.42707057 2305291.842361884
657 444 3947691.6383220814 2310260.2310411343
658 247 3932283.4941738388 2306668.3254996603
659 255 3937272.743214867 2306209.267308442
660 263 3945051.7625378356 2305030.8478283715
661 444 3950546.7128661727 2308468.504499281
662 418 3918196.275469798 2317984.639336288
663 423 3923185.4058599262 2317524.7744608345
