customer weight coord_x coord_y identif
74 1747.820209886866 3985140.42485397 2392014.505414344 1084
75 3259.591858965332 3985716.717212666 2396647.1224089097 1106
76 2402.194414130241 3975757.27929574 2392493.8197953454 1082
77 4689.60960567597 3980369.5557579 2392457.2650429346 1083
78 772.0974447428905 3973112.820445749 2394503.3492991487 1297
79 2063.9045571193274 3975493.739816836 2397703.1480022534 1091
80 2514.2866959516236 3980429.0086151273 2397683.5044917488 1105
81 2484.0106212263277 3976046.807366733 2402877.448487204 1121
82 5460.456596684413 4000747.250096647 2394759.5388586526 1092
83 3516.4604022297654 4000111.0694907326 2390641.6933084284 1087
84 5982.2758672965065 4004514.937203564 2395793.0172061888 1093
85 2127.325832490429 3995298.899895289 2402760.68872246 1124
86 6148.741127697893 3996811.688970768 2406402.5418192963 1146
87 3030.771667786898 3999901.6312269857 2405763.536319034 1148
88 1799.4436238314804 3996721.005363983 2410665.4421237856 1162
89 344.65119255148494 3991124.159676214 2401179.6031622887 1123
90 3382.136856487492 3991854.530092908 2406657.763742674 1144
91 2037.1392579001888 3989687.542032191 2386583.8995632897 1065
92 4493.682633836018 3989244.647812143 2381611.3887157897 1045
93 4763.209419484822 3984254.4972667377 2382069.1435267935 1044
94 4538.009604082466 3994677.75422526 2386126.3402157286 1066
95 1985.775341507974 3992732.2032718863 2389662.5233250586 1296
96 4811.285594414119 3995120.7983879694 2391099.0556223947 1086
97 3732.5102518379845 3991142.972041729 2396080.9522738727 1107
98 3510.7862115204007 3995610.0655606175 2396378.5326907397 1108
99 205.30118220952355 3984697.3864894975 2387041.7000028575 1064
100 3891.576218794703 3989653.9961397895 2391472.0188003248 1085
101 4874.29254665678 4020515.890505265 2393787.409679268 1111
102 2958.2552884214797 4015082.2095037177 2389271.0563453985 1094
103 23.60840418881433 4020072.695451813 2388814.660574045 1095
104 2125.2700911632496 4013057.042999559 2389650.00706722 1279
105 5940.9256941830845 4015525.402902369 2394243.8465865143 1110
106 6010.46062147335 4015545.677699982 2385310.5391637767 1280
107 3162.471442238343 4014639.1517315097 2384298.51319536 1070
108 3753.8317256348573 4017623.998941369 2387720.1494425144 1278
109 2839.58485442636 4018743.9127436657 2373897.91246294 1029
110 1413.6986021528537 4021119.647225544 2383925.500322991 1282
111 884.6411728293224 4015043.283039517 2381165.298368335 1281
112 3389.410848168379 4019186.7061282825 2378869.9082758566 1051
113 4504.895936203231 4024620.167273306 2383386.045459722 1072
114 5267.123961114725 4019629.6338451095 2383842.1588757355 1071
115 3152.4197032127227 4009205.805955416 2379782.7736792574 1049
116 1586.3779468999296 4014196.2300265953 2379326.2208284773 1050
117 131.68723754890408 4021402.67917594 2403733.6353294146 1152
118 3118.057143318327 4026393.215566612 2403277.360592358 1153
119 2538.649804973197 4030616.164890318 2403565.906703384 1154
120 4618.397387633594 4031497.4441134287 2408035.7449256284 1171
121 1780.1000821827465 4023507.5115677216 2410585.1528518447 1167
122 3761.0284393213565 4024198.3114581527 2408356.682541914 1169
123 3113.21825708618 4011421.763355428 2404646.915318987 1150
124 4124.742890839084 4003868.254337823 2407389.642003648 1266
125 6091.749900129499 4016412.194811643 2404190.1535586533 1151
126 3273.907471955831 4020959.218561545 2398760.4024968906 1128
127 739.4874141856459 4025949.757484965 2398304.16761205 1129
128 4353.287308673086 4009772.933242052 2407326.353541727 1267
129 2924.118175072387 4014862.9871903104 2401930.9925471446 1272
130 5545.19443987479 4015968.731485822 2399216.8802236174 1127
131 4518.6843205104 4007285.444901074 2412569.1631593006 1265
132 742.6893612317422 4008120.439532137 2403385.0949823647 1269
133 6091.545223118492 4014173.724632064 2399119.505451418 1273
134 5724.499044675631 4011477.455189215 2408329.400244232 1165
135 5948.405748928086 4008990.1972203935 2400599.176333745 1270
136 5357.381404205545 4015667.5260024737 2409543.0751980958 1166
137 1098.972253691709 4012386.722479221 2411886.337642367 1185
138 4100.0811482811505 4006431.3856885247 2405103.920647103 1149
139 5229.73159053253 4006874.9936381066 2410077.5123081505 1164
140 248.6988917447694 4013500.5475300257 2402812.9255207246 1271
141 4725.641411280977 4010978.2971416977 2399673.6008306528 1126
142 6324.867535313296 4019822.031633901 2400603.169532352 1274
143 1315.2556982151505 4004655.311951481 2413526.604528915 1264
144 36.24973489287813 4006195.9197688033 2417365.7999335714 1263
145 4158.227477237644 4014774.1294395495 2420142.444900515 1262
146 966.990696818257 4002638.119143048 2418442.336150311 1198
147 329.96177260886344 4002881.369542044 2411052.4702679776 1163
148 4601.28662201514 4002328.429859813 2415508.668541019 1183
149 1765.165849486069 4018801.4942335007 2419555.9173597684 1201
150 4394.572039161798 4023135.0353168 2420106.8310467494 1202
151 5084.737443270281 4007318.739821895 2415051.335632211 1184
152 2694.040342437433 4012791.8164023086 2418481.9288056856 1200
153 6311.577616009016 4093455.898186576 2290125.8101801937 1427
154 3204.6505276249914 4098281.17056917 2306543.0541407247 600
155 4820.181001216843 4098722.9254453327 2311511.020775425 644
156 3406.3809344788688 4097839.5193053153 2301575.395503251 555
157 1772.3527195796428 4098441.2429338153 2300209.3307163287 1442
158 2006.8889985900737 4096828.260699676 2298595.8829746274 1443
159 2107.039714977019 4101950.915197763 2313397.843770602 1456
160 4417.132457105442 4095561.965535878 2306871.9853835097 1448
161 3610.785796288266 4098047.8022474186 2304887.422724278 1449
162 4152.510157972616 4095180.540191076 2304977.35414261 1447
163 2169.5802947242537 4100327.0462221913 2301776.950070748 1440
164 3825.601396325818 4105039.8836641447 2325965.0250877207 780
165 3453.2971971104057 4105475.649753552 2330637.5743225226 826
166 5250.738840412664 4109973.8223535153 2324923.7518087854 781
167 4400.721644748633 4110854.419418808 2330602.3468823754 827
168 1657.6269003305636 4093290.2642716113 2306994.8553707567 599
169 6219.2184443058695 4094107.511675901 2309890.448872772 1457
170 5416.099974061942 4082560.4492963534 2346891.245150302 943
171 2340.961475745618 4086844.7453098297 2347652.0389096267 944
172 3750.77325190668 4091835.8175594616 2347199.4913517693 945
173 6056.973829549264 4070899.1217714753 2360203.1740858075 991
174 1543.1237513247993 4068208.4746637777 2364377.031552773 1015
175 5957.386044148462 4071929.7805843777 2350425.79054104 941
176 3736.7517452834118 4075795.338421669 2349533.770738596 942
177 5418.091238512097 4072314.206710552 2353981.604829487 970
178 2856.740577684354 4075997.2899206574 2352565.1619654847 971
179 1519.1509188792438 4101335.6387121286 2336500.653528873 870
180 4131.64068052299 4100490.97165082 2331385.894465317 825
181 3737.9739025385575 4086007.297565228 2328531.039752219 777
182 6123.076153895095 4081411.3315366497 2343134.6664976813 865
183 425.07299467680986 4095788.3833432086 2326412.1830997253 778
184 5958.804477403585 4090508.864045896 2332290.0786965564 823
185 4720.300743902702 4090518.008220687 2333240.5391731355 868
186 401.10079230497956 4085960.050587239 2337712.0774050225 867
187 2152.491224615569 4095377.606533176 2332455.576523042 824
188 461.5384821405215 4090699.8798353486 2339920.33173214 909
189 5070.821680466252 4091729.846881558 2329420.484473376 1470
190 3120.068407891335 4098890.630599416 2316414.8462432246 690
191 2041.9848526951107 4101002.54791124 2315412.848786014 691
192 3215.2724673023563 4101035.843529467 2317668.633674147 737
193 98.41768979503037 4104502.625818222 2321157.754648637 738
194 1495.0991835765544 4109588.868103713 2320544.749717192 739
195 5883.288096048166 4091965.7478932594 2292092.709667419 466
196 2850.8907428185153 4092407.1468249857 2297059.77785464 510
197 1108.5222866980478 4086840.6261776406 2297607.642487471 509
198 602.4724108709038 4095910.673578749 2321690.125825899 736
199 3239.0874864896655 4093788.642377394 2317020.326411038 689
200 6222.404013712014 4089331.5767375473 2323195.8127157614 734
201 347.33021509793434 4107379.720041422 2295705.279883998 513
202 982.2608942526914 4105276.536593839 2290370.6444456666 1429
203 1254.1251211954445 4105460.9909241335 2292685.4575938275 1430
204 1834.2338219061978 4110957.2531304494 2294138.705784023 1432
205 2860.050628107772 4104637.728862857 2293247.392112189 1431
206 1666.8332110367587 4102388.830173503 2296156.5491977017 512
207 2908.4854167603394 4106509.6312852497 2296575.5433274903 1435
208 6184.123790557786 4100263.9171429 2297712.6917981915 1441
209 375.5226448192106 4092848.652439991 2302027.1609668145 554
210 0.04794938516296854 4092379.044648784 2299337.7849889803 1444
211 4076.6433784694555 4092638.2530511953 2304889.5386111494 1446
212 2394.563779649334 4090771.8542988775 2289160.6568239587 1426
213 4629.692845720025 4096956.529492592 2291641.0167594957 467
214 1371.7489774747814 4101947.3436389663 2291189.553306136 468
215 5580.429670001063 4097397.972123482 2296608.0484986543 511
216 3852.7158950198295 4054121.420652054 2375682.445414294 1058
217 5063.838918952285 4054292.690136682 2379951.35156824 1078
218 1301.40770077106 4059555.2631789134 2380199.993278971 1079
219 3049.492851870842 4046654.489123924 2371099.2864048923 1288
220 5032.72103189236 4059998.362024147 2385172.186505281 1103
221 1845.2248210737007 4069445.040772048 2391970.543883177 1141
222 5617.9935136600625 4048687.759073867 2371165.320283178 1035
223 2323.2506784811753 4050107.4815792274 2373733.842227752 1057
224 4746.605307383534 4053678.5649019615 2370710.72628622 1036
225 1701.8952654845755 4058226.667415438 2365284.950507028 1013
226 5373.210046353269 4058669.4154144335 2370256.3715974847 1037
227 4923.86037207059 4055973.766159652 2372902.6046557147 1287
228 4394.514917631886 4063660.309712533 2369802.2561633545 1038
229 3925.955131149698 4060420.678158086 2373147.5002220417 1059
230 434.6285217523032 4064640.837879201 2372425.362836037 1060
231 1156.6421512210752 4070113.1780432034 2375850.623703281 1061
232 4174.6327018392685 4064546.175008828 2379745.8054955117 1080
233 2315.14220709914 4052740.4745615423 2362463.57824434 987
234 4052.8215237574714 4057895.869027118 2362332.4405928934 988
235 5474.616245183868 4062825.3644668953 2361951.590667489 989
236 6000.2108841537065 4048245.0345369615 2366193.8239426995 1011
237 1558.6861128188614 4053235.82872945 2365739.2678878647 1012
238 2607.0002084880903 4039044.592299696 2368249.838072572 1008
239 5298.29898122018 4039708.795141528 2367587.3984879074 1010
240 5133.998439828831 4043696.998828393 2371620.1536397804 1034
241 2723.3675427579515 4024177.2333678417 2378413.835984947 1052
242 4013.6879225653634 4033715.6186757465 2372530.538626586 1032
243 244.92763823496054 4038706.2850632737 2372075.226405241 1033
244 3691.1926017391206 4034158.437687631 2377502.412031301 1054
245 3760.8659632946687 4036712.0431009866 2376065.610943448 1055
246 86.91913718424136 4029167.810852157 2377958.003917057 1053
247 6212.8174408713185 3988490.53302414 2316536.201943697 578
248 4755.240760645102 3988931.5113154 2321505.088943538 622
249 512.6540734131527 3983500.590405155 2316993.104025788 577
250 1700.4228997903695 4004342.980233352 2325104.675236885 670
251 3300.425883341473 4004784.3466846137 2330074.0119921486 715
252 8.761848100156731 3998911.6231433256 2320591.885518827 624
253 3603.8620613271987 3993921.5408666697 2321048.3708161856 623
254 3537.087251072808 3999352.814520556 2325560.9744708017 669
255 3829.2128469639947 3981738.343481029 2297120.4033856164 410
256 1744.2031707402666 3982178.6744165183 2302088.1148115657 445
257 5429.794651602909 3990121.4569915966 2322863.9683135883 1512
258 1625.5024556744143 3997588.926851728 2305686.4206304867 490
259 5612.082748152537 4002578.953170063 2305230.3101872634 491
260 2985.7396061609843 3997148.322115981 2300718.545148304 448
261 3192.031679027297 4007569.0298819183 2304774.430681268 492
262 2097.4065828907683 4008009.8582140617 2309742.520307574 537
263 5085.273178189642 4003019.743269639 2310198.446854008 536
264 4433.36347512061 4008450.829131212 2314710.915734278 582
265 1425.7718561096074 4002138.308225159 2300262.4826598265 449
266 1407.0853966116686 4003620.2728993017 2298678.2689388413 1480
267 3588.473196098317 3988049.7054757793 2311567.615888492 533
268 3852.554355528549 3993039.6659790673 2311110.9946200927 534
269 1990.6334878251282 3998029.6788840895 2310654.6049496965 535
270 198.89028041292812 3993480.5291251177 2316079.5320961648 579
271 5863.231211324757 3998470.577789431 2315623.0944616166 580
272 3287.7067532918873 4003460.678097978 2315166.8890162893 581
273 931.4232395872083 3987168.5042864713 2301631.361202868 446
274 15.100722582020069 3987609.0290901945 2306599.3344264124 488
275 3439.702854049428 3992598.951850668 2306142.7620359277 489
276 5516.11414352946 3994852.0821638927 2305301.9361935914 1489
277 5861.353734569288 3977728.652160701 2304318.3726714347 1490
278 3416.2198849297024 3980053.6895655794 2306523.8023141846 1488
279 740.6326949583729 3973080.147581839 2312938.8694822234 530
280 1881.642102770744 3977629.343982061 2307513.1722431188 486
281 702.9560064635536 3982619.15949318 2307056.1378226345 487
282 5608.354404174226 3978069.945357048 2312481.5533016566 531
283 5983.9917425408885 3983059.798294996 2312024.4687760225 532
284 966.2662665067583 3983941.5354060633 2321962.039922916 621
285 973.5647659321489 3979392.6805460686 2327388.5058859587 665
286 1558.8317629009819 3984382.6328793294 2326931.2728152466 666
287 5225.592317721367 3989813.918443175 2331443.7511675805 712
288 15.26695704022921 3977570.239770436 2329912.2782081338 1516
289 3642.310077687813 3987235.269516153 2322962.5369415893 1513
290 3048.6216767934193 3986646.443062657 2325700.519868931 1514
291 3764.8594879633715 3989372.639928896 2326474.273236395 667
292 5138.975348408721 3974843.975867464 2332815.5971676707 709
293 1603.9355663816687 3979833.9012434008 2332358.0810413733 710
294 5288.632753003242 3990255.346435989 2336413.5190792773 760
295 4744.978487631028 3985265.283565448 2336870.6149614844 758
296 1444.7015783309507 3985706.8359375778 2341840.716895647 759
297 6131.742126873993 3975285.3238361673 2337785.5109586697 756
298 3568.6056880287747 3980716.8035846166 2342298.095844673 804
299 459.60906158483294 3984823.88240578 2331900.7990475446 711
300 2077.454671517604 3980275.275729075 2337327.9455815977 757
301 569.8840293503473 3982968.747848464 2332127.4798516287 1515
302 5664.035498133289 4054454.0905412585 2435817.125947625 1244
303 1407.678850338242 4059000.594621619 2430387.508952132 1239
304 3169.1505336862956 4063991.4172329046 2429932.7325391965 1240
305 1241.4303864688438 4047895.7108162255 2443123.027519101 1254
306 2598.456043002997 4049907.7861932255 2441247.2706200443 1255
307 6236.898737883814 4054898.47782385 2440791.931750908 1256
308 1809.4111865307086 4046428.599236859 2445700.586004565 1257
309 5633.714252406812 4055342.9804083854 2445766.9461360816 1260
310 1483.9029877304345 4034936.0096444623 2442614.7785748118 1251
311 2709.9241442704056 4024955.0825561527 2443527.693848408 1246
312 400.1102790115444 4029875.4694365263 2444566.637461324 1248
313 3816.6310135537387 4049019.091318435 2431297.803080718 1237
314 839.7488689935576 4054009.819026141 2430842.5324467304 1238
315 4185.004968396591 4044472.7179559786 2436727.9836424845 1242
316 3537.5129993984865 4049463.379772373 2436272.430866349 1243
317 1901.8827341735973 4039926.5512373215 2442158.6939788694 1253
318 4950.081525518074 4063103.2767673777 2419984.3325001085 1221
319 2585.7780269987297 4063047.3055355274 2423921.2207844146 1236
320 3845.7704660761888 4053565.663743231 2425868.154965806 1234
321 5535.853536737644 4049326.1782733295 2426514.2042544005 1233
322 185.21435731106592 4058556.4538853904 2425413.1654297663 1235
323 5758.929291174892 4025063.2328917175 2388358.506350293 1096
324 4243.61947225611 4025506.4297776697 2393331.2149657216 1112
325 2697.2889899396387 4030053.820934671 2387902.5936344895 1097
326 4312.048533608597 4040478.3487437447 2391964.083574529 1115
327 3347.0636552597525 4045469.085823544 2391508.8572118976 1116
328 2952.4248489887486 4050352.6984945433 2392351.4887528666 1117
329 3811.947238803146 4050264.065698956 2387050.3320897487 1101
330 6071.239811611057 4042088.5765745314 2384106.485601285 1277
331 4444.2171215079725 4041283.5827354207 2395757.6276333285 1132
332 3148.231113783007 4045912.41396056 2396481.655644951 1134
333 976.5124632823388 4039592.0665336535 2382019.15023053 1075
334 5908.927337730712 4040035.145272252 2386991.4925569207 1099
335 696.9310978031663 4045226.975481436 2381712.277846857 1076
336 1056.1215223306708 4045025.8797869175 2386536.30410473 1100
337 4379.617499696815 4031526.9469886166 2383001.268424094 1283
338 4408.068208556429 4030497.019833008 2392875.2624057136 1113
339 5255.539188580376 4029592.014245364 2395671.034567294 1130
340 4351.637493748068 4035044.4586914266 2387446.9223847324 1098
341 4124.97047131457 4029610.75112516 2382930.172908143 1073
342 5097.633018704527 4035487.659784217 2392419.55195685 1114
343 2982.3244668152047 4037538.081768004 2389508.638316728 1276
344 3436.9517011470343 4030972.250608373 2389922.363993847 1275
345 923.8568783791347 4052233.899923127 2410946.3557747575 1189
346 1133.5177811271092 4051453.2355863545 2416664.610343688 1209
347 4905.848522064246 4049108.6721529774 2421441.210822759 1218
348 2469.8548429246753 4040162.1041653575 2409564.7551667434 1173
349 5639.603532628237 4044188.7392783873 2410546.650165081 1187
350 1176.5626561884237 4046559.1352119646 2410584.244154347 1188
351 5716.399161457499 4048115.9194602375 2416012.860459472 1208
352 2525.7901068950305 4042046.6414786833 2407330.188696084 1174
353 1323.5171761867073 4047099.755276068 2406021.92509812 1176
354 2940.4195803967023 4039370.369222383 2427569.7079049083 1228
355 3062.17831862829 4043584.227410964 2426778.8735312982 1231
356 2925.2263175469766 4042853.959127855 2416932.26495209 1207
357 4106.952654150499 4043140.1635384257 2421804.64522351 1217
358 1757.0351266243385 4046827.987724875 2418904.516725939 1261
359 3728.7137497676445 4053758.725429696 2422016.6218124223 1219
360 3114.7345336881417 3905141.482983993 2284127.539811545 227
361 3253.602769320628 3900591.7694418966 2289555.0096622733 266
362 1427.907811980852 3905580.454423064 2289094.809887916 267
363 1333.8035851191175 3901030.882654739 2294522.6623790325 306
364 5765.934891442411 3906019.6136876345 2294062.401927285 307
365 1068.5213312204842 3911008.4120966974 2293602.370058497 308
366 211.09395028072228 3901470.1854550047 2299490.6331592947 348
367 5263.083704372315 3906458.960399064 2299030.3122919616 349
368 4548.354668954597 3864357.784138536 2277880.4399711927 144
369 4663.40412410525 3869345.8238496 2277418.841361281 145
370 767.2082949920612 3864795.9623676166 2282847.5638392256 178
371 239.53521730033262 3869784.0537401354 2282385.899532295 179
372 5845.127329595279 3884748.765235748 2281002.2662349287 184
373 6249.443605961195 3865234.3462562887 2287815.0149093303 219
374 3393.7997311706968 3870222.4871541983 2287353.28515167 220
375 928.31462734304 3875135.076833267 2288518.0889299694 221
376 3865.92092912171 3886170.3720458336 2288259.504339572 223
377 2993.44270780353 3892371.852555941 2310349.0873706634 427
378 3962.3581177818783 3892811.647267255 2315318.111591264 469
379 2336.4937990954822 3893251.6343532894 2320287.438770018 514
380 563.8874515430324 3890815.3947918233 2321153.4294884754 1367
381 5857.615785105816 3898399.0603338177 2264721.6442560595 83
382 2683.510078569003 3888860.465178484 2270608.2376393005 111
383 1959.3425044490189 3893848.8082631263 2270147.8321364145 113
384 3921.6120419688114 3889298.707461504 2275574.706998901 146
385 1332.1472546754298 3894287.1048994586 2275114.238571294 147
386 5635.114819418608 3889737.1450965134 2280541.508441807 185
387 5331.855606415791 3894725.594755674 2280080.9773454126 186
388 886.3537045654948 3899714.113283087 2279620.672968762 187
389 3320.6950382950104 3904702.699748271 2279160.595332725 188
390 1729.1586994269726 3890175.7777140928 2285508.6383384494 224
391 3734.8090388377864 3895164.2774600578 2285048.0448296485 225
392 4303.975807355818 3900152.8461928223 2284587.6786471736 226
393 1330.360393978269 3875649.3857478425 2291859.427425192 261
394 5375.388367998988 3880637.720572442 2291398.088098347 262
395 197.72080995474758 3885626.1272796 2290936.9766331054 263
396 4184.975743969031 3890614.604944032 2290476.0930560776 264
397 4363.753564127236 3895603.152640117 2290015.4373917026 265
398 2957.8043689670967 3876088.270480215 2296827.3926901617 301
399 5324.116560132683 3881076.6507708114 2296365.989630956 302
400 2873.5364500222004 3886065.103056917 2295904.8150450853 303
401 132.30067783876441 3891053.626415345 2295443.868958779 304
402 5532.838992202441 3896042.219922574 2294983.1513961195 305
403 1595.1040544712866 3876527.3555080416 2301795.6747400514 343
404 4346.641512959813 3881515.77912235 2301334.2082001534 344
405 3995.2843348467 3886504.274845451 2300872.9707473307 345
406 3870.757755863619 3891492.841756264 2300411.9624074595 346
407 4645.254184740488 3896481.4789333697 2299951.1832042662 347
408 4622.625117391199 3886943.6422749446 2305841.4400971527 391
409 5557.030981349865 3898680.6367656616 2324795.981728312 560
410 4568.891129776761 3903229.284975952 2319365.6240415964 516
411 159.1561298591394 3908218.2141132634 2318905.0641391277 517
412 5617.931104773376 3898240.42475141 2319826.415591195 515
413 4179.844664513625 3903669.530040731 2324335.1304565766 561
414 2166.2436946686144 3908658.492352052 2323874.51145445 562
415 5720.996075950675 3910561.6369071873 2320240.3842670256 1375
416 5365.558069804729 3913207.211249334 2318444.735899507 518
417 4310.235512889178 3917316.129642447 2308046.8828966757 432
418 2256.382620775861 3912767.083101216 2313475.6474174587 473
419 2165.693218473337 3917756.111743051 2313015.608978272 474
420 5475.987558155629 3913934.4678581823 2316250.9019962237 1373
421 813.2634017738553 3911568.1418674686 2317330.7545663286 1374
422 4973.675332012988 3900420.4866058994 2316010.755694679 1368
423 3536.454019841846 3981894.1814963967 2242041.047767473 26
424 322.05780012368 3971915.8599887663 2242953.537489952 24
425 403.0924416942143 3976904.994699901 2242497.181015176 25
426 2018.8834624645158 3972354.403021848 2247917.635842485 43
427 1416.7511693349386 3977343.6028508353 2247461.2254792885 44
428 1642.8787503417793 3971477.478141721 2237989.7939028447 7
429 308.6544807962233 3982332.85491648 2247005.038931012 45
430 5542.533263660554 3987322.158271481 2246549.076184411 46
431 5391.3826314856315 3977782.3696670905 2252425.6213913867 65
432 937.9172882636279 3982771.684885879 2251969.381832367 66
433 3709.0541312183873 3987761.0515477895 2251513.366664404 67
434 5360.70408030889 3975823.834884119 2254292.79513586 1395
435 6298.264326760071 3981455.6650344543 2237077.4119460294 9
436 4650.6675416606395 3986883.4194289153 2241585.1377340495 27
437 1448.9155040558237 3976466.54562084 2237533.4916038318 8
438 4762.4023726898085 3974473.756126475 2236376.3919577394 1400
439 4722.988313480926 4001851.430542852 2240218.746759884 30
440 4729.588917540434 3996862.044902543 2240673.987248312 29
441 1663.4411491659384 3995672.94972614 2238344.983039768 1406
442 5267.3528137192025 3995550.619135308 2245240.552263804 1407
443 630.4099312106083 3998415.3914972097 2237002.554359928 1405
444 2056.328320573451 3994507.8105544327 2270917.981520143 204
445 3984.264672836421 3994947.522658397 2275883.927624836 245
446 4661.57943397794 4000104.065699156 2275221.929162181 246
447 2574.6291425080162 3999321.9074993455 2260868.5059805224 132
448 3231.0362099934127 3998521.0346468 2265508.020935073 165
449 4324.276086725309 4004047.587500771 2265041.1590141286 166
450 5312.877783307148 4003608.061606965 2260075.9851603284 133
451 5352.170497488728 4008007.476898596 2259707.229792309 134
452 3556.5271320135407 3993628.837483631 2260987.0957083087 131
453 574.8272503199317 3988639.2997533097 2261442.9892823203 130
454 5112.239814941975 3989078.653856382 2266408.3141967608 163
455 1274.046176713151 3993885.5715454295 2265753.1069019847 164
456 6162.283386976991 4008709.849368076 2264968.0358535675 167
457 4025.5079580214588 4000670.2079937113 2268014.3421586547 1485
458 4793.599831306977 4009477.0573644633 2269551.3562966846 207
459 1191.6126105175565 4014466.902295084 2269096.2679083967 208
460 3750.8389623389635 3999497.5105551495 2270462.213077574 205
461 5495.176531103057 4004453.0018424303 2270280.502770565 206
462 4393.931740729487 4004927.07809704 2274972.518533059 247
463 1436.3161779453294 4009916.9289962105 2274517.154923822 248
464 3105.2492730129748 4014906.8274325687 2274062.018571071 249
465 1927.3577592105041 4007151.403003661 2271694.129119568 1486
466 4078.793917261841 3983210.6709949775 2256934.072864065 97
467 348.48585649115495 3988200.0988459582 2256478.0055670966 98
468 2994.749398579855 3992311.5119681135 2246093.337224148 47
469 171.56902101881028 3992750.4687071447 2251057.575871718 68
