customer weight coord_x coord_y id_grid5km fid x_LAMB93 y_LAMB93
39 1769.0 3890024.1154102907 2303892.5371487755 38 589 833900.9058283515 6291074.986067131
40 6385.0 3889782.7684014766 2300299.7535972293 39 590 833976.8259695522 6287466.373044148
41 1725.5 3889541.385815119 2296705.111776903 40 591 834052.7888674934 6283855.727720801
42 27.0 3889299.967834314 2293108.6122203358 41 592 834128.794545951 6280243.048966982
43 47.0 3889058.514642479 2289510.255463587 42 593 834204.8430287142 6276628.335651949
44 23.0 3888817.0264233514 2285910.0420462377 43 594 834280.9343395855 6273011.586644326
45 8.0 3888575.5033609867 2282307.9725113977 44 595 834357.068502381 6269392.800812098
46 13.5 3888092.353444375 2275098.2672794075 45 597 834509.4654790756 6262149.114142584
47 7.0 3887850.7269598404 2271490.6326861847 46 598 834585.7283406736 6258524.211038078
48 895.5 3898183.0578252263 2371546.816971192 47 638 836048.0147586974 6359330.363625229
49 167.0 3897944.4437136776 2367989.322130858 48 639 836125.1578329989 6355760.193734789
50 1245.0 3897705.7909368235 2364429.9595928043 49 640 836202.3443586987 6352188.012920165
51 2767.5 3897467.0996702085 2360868.7298236648 50 641 836279.5743599561 6348613.820063261
52 1519.0 3894839.0059354985 2321572.102016993 51 652 837131.9806837883 6309164.583442584
53 116.0 3894599.8665993595 2317988.5031273603 52 653 837209.7342811194 6305566.158638043
54 369.0 3894360.69108433 2314403.0433871527 53 654 837287.5316693183 6301965.707198723
55 1642.0 3894121.4795703874 2310815.7233115304 54 655 837365.3728727349 6298363.227997707
56 1375.5 3893882.2322378242 2307226.54341913 55 656 837443.2579157331 6294758.719907439
57 2181.5 3893642.9492672505 2303635.50423209 56 657 837521.1868226904 6291152.181799735
58 436.5 3893403.6308395937 2300042.6062760786 57 658 837599.1596179982 6287543.612545769
59 3263.0 3893164.2771360977 2296447.850080256 58 659 837677.176326061 6283933.011016088
60 24.0 3892924.8883383237 2292851.236177311 59 660 837755.2369712978 6280320.376080598
61 48.5 3892685.4646281498 2289252.7651034547 60 661 837833.3415781409 6276705.706608571
62 1031.5 3892446.006187771 2285652.4373984197 61 662 837911.4901710365 6273089.001468647
63 351.0 3892206.5131996996 2282050.2536054663 62 663 837989.6827744442 6269470.259528821
64 20.0 3891966.9858467653 2278446.214271403 63 664 838067.9194128382 6265849.47965646
65 32.0 3891727.4243121156 2274840.319946575 64 665 838146.2001107056 6262226.660718281
66 1791.5 3891487.8287792136 2271232.5711848685 65 666 838224.5248925476 6258601.801580375
67 1845.0 3901763.581377124 2371294.114041499 66 706 839629.4700956426 6359408.769642949
68 10603.5 3901526.989873362 2367736.505246884 67 707 839708.6439564695 6355838.644210939
69 1332.0 3901290.3600346185 2364177.0287804604 68 708 839787.8624125498 6352266.507879788
70 1056.5 3901053.692034953 2360615.68510901 69 709 839867.1254886792 6348692.359531412
71 3012.0 3900816.9860487366 2357052.4747027513 70 710 839946.4332096669 6345116.198047102
72 3522.0 3900580.2422506553 2353487.398035339 71 711 840025.7856003362 6341538.022307524
73 924.0 3900343.46081571 2349920.4555838755 72 712 840105.1826855243 6337957.831192709
74 2964.0 3900106.6419192133 2346351.6478289147 73 713 840184.6244900825 6334375.623582064
75 3720.5 3898684.9517047526 2324899.6572722145 74 719 840662.2158176261 6312839.968673179
76 637.5 3898447.8755125375 2321317.8061388405 75 720 840741.97135478 6309243.61416219
77 4125.5 3898210.763272579 2317734.09367109 76 721 840821.7718106164 6305645.234167932
78 98.5 3897973.615163016 2314148.5203807456 77 722 840901.6172101123 6302044.8275641315
79 1135.0 3897736.4313623025 2310561.0867831134 78 723 840981.5075782588 6298442.393223885
80 56.0 3897499.212049206 2306971.793396981 79 724 841061.442940061 6294837.930019653
81 819.0 3897261.9574028067 2303380.640744636 80 725 841141.4233205384 6291231.436823264
82 246.5 3897024.667602503 2299787.6293518962 81 726 841221.448744724 6287622.912505907
83 1125.0 3896787.342828004 2296192.75974807 82 727 841301.5192376655 6284012.355938141
84 124.5 3896549.983259335 2292596.0324659976 83 728 841381.6348244239 6280399.765989889
85 95.0 3896312.589076835 2288997.4480420398 84 729 841461.7955300754 6276785.141530435
86 55.0 3896075.1604611576 2285397.0070160776 85 730 841542.0013797092 6273168.481428433
87 91.0 3895837.697593271 2281794.7099315226 86 731 841622.2523984294 6269549.784551894
88 66.0 3895600.2006544564 2278190.557335335 87 732 841702.5486113537 6265929.049768196
89 30.0 3895362.6698263125 2274584.549778008 88 733 841782.8900436144 6262306.275944074
90 282.5 3895125.1052907496 2270976.6878135796 89 734 841863.2767203577 6258681.461945631
91 242.5 3905109.7079976844 2367485.8403861676 90 775 843292.0848756733 6355919.133047998
92 299.5 3904875.1011439203 2363926.250963225 91 776 843373.3352365022 6352347.042356122
93 1366.5 3904640.456458013 2360364.7943610935 92 777 843454.631361857 6348772.93967273
94 1141.0 3904405.7741128476 2356801.4710501386 93 778 843535.9732771834 6345196.823879125
95 3658.0 3904171.0542816194 2353236.281504158 94 779 843617.3610079412 6341618.693855985
96 17673.0 3903936.2971378337 2349669.226200404 95 780 843698.7945796049 6338038.548483357
97 709.5 3903701.5028553084 2346100.3056195723 96 781 843780.274017663 6334456.386640664
98 1851.5 3903466.6716081724 2342529.52024582 97 782 843861.7993476184 6330872.207206698
99 50897.0 3902526.9804669744 2328227.7406256474 98 786 844188.3600969715 6316515.291111857
100 4908.0 3902291.9670196003 2324647.6386707057 99 787 844270.1152694582 6312921.006881328
101 770.5 3902056.9176589213 2321065.6749005155 100 788 844351.9164871605 6309324.698319039
102 2861.5 3901821.832561245 2317481.8498235457 101 789 844433.7637756817 6305726.364299358
103 839.0 3901586.7119031902 2313896.163951725 102 790 844515.6571606398 6302126.003696028
104 2005.5 3901351.5558616878 2310308.6178005086 103 791 844597.5966676667 6298523.61538216
105 804.0 3901116.3646139787 2306719.2118888306 104 792 844679.5823224091 6294919.198230227
106 2985.5 3900881.138337617 2303127.9467391265 105 793 844761.6141505279 6291312.751112074
107 234.5 3900645.8772104676 2299534.8228773633 106 794 844843.6921776985 6287704.272898902
108 11746.5 3900410.581410707 2295939.8408329976 107 795 844925.8164296106 6284093.762461288
109 1273.0 3900175.2511168243 2292343.001139016 108 796 845007.9869319687 6280481.218669167
110 97.5 3899939.8865076187 2288744.3043319304 109 797 845090.2037104917 6276866.640391838
111 15.0 3899704.4877622025 2285143.7509517698 110 798 845172.4667909123 6273250.0264979685
112 3.0 3899233.588580743 2277937.0766500128 111 800 845337.1319604528 6266010.68733208
113 1568.0 3898762.5550115756 2270722.982624751 112 802 845501.9826467459 6258763.192108069
114 6394.5 3898526.988282693 2267113.1546034818 113 803 845584.4776231619 6255136.383139158
115 423.5 3908227.3914664444 2360116.057632657 114 845 847042.0908187125 6348855.560461143
116 2859.0 3907994.732808679 2356552.6223883852 115 846 847125.4669020583 6345279.491515334
117 1875.0 3907762.0369905937 2352987.320934997 116 847 847208.8899465709 6341701.408366376
118 6132.0 3907529.304184201 2349420.1537498864 117 848 847292.3599783613 6338121.309894331
119 392.0 3907296.5345618217 2345851.1213138946 118 849 847375.8770235558 6334539.194978638
120 1388.5 3907063.728296086 2342280.224111324 119 850 847459.4411082946 6330955.062498102
121 4067.5 3906830.8855599314 2338707.462629915 120 851 847543.0522587335 6327368.911330895
122 17474.0 3906365.0913696606 2331556.3487989325 121 853 847710.4158614059 6320190.548446037
123 24536.0 3906132.1402629633 2327977.9974422036 122 854 847794.1683660233 6316598.334481584
124 1901.0 3905899.1533806846 2324397.7837923337 123 855 847877.9680411092 6313004.097336862
125 13842.5 3905666.1308973054 2320815.708354431 124 856 847961.814912892 6309407.835886896
126 4098.5 3905433.072987616 2317231.77163711 125 857 848045.7090076157 6305809.549006073
127 4279.0 3905199.979826715 2313645.9741524444 126 858 848129.6503515383 6302209.23556815
128 2351.5 3904966.851590009 2310058.3164160377 127 859 848213.6389709334 6298606.894446251
129 14.0 3904733.6884532147 2306468.7989469697 128 860 848297.6748920884 6295002.524512867
130 1092.5 3904500.4905923563 2302877.4222678235 129 861 848381.7581413063 6291396.124639855
131 1365.0 3904267.258183769 2299284.1869047107 130 862 848465.8887449047 6287787.693698432
132 150.5 3904033.9914040947 2295689.0933872364 131 863 848550.0667292154 6284177.23055919
133 21.0 3903800.6904302854 2292092.1422485365 132 864 848634.2921205859 6280564.734092077
134 4.0 3902867.1481435522 2277685.772267485 133 868 848971.6682841256 6266094.392321695
135 130.0 3902166.641106694 2266861.5164072295 134 871 849225.1994741221 6255220.230584219
136 3.0 3901933.072987157 2263249.723915126 135 872 849309.8050722465 6251591.42673601
137 1843.5 3912045.0935068876 2363431.1545247007 136 912 850544.1405542486 6352514.229754042
138 636.0 3911814.4955873173 2359869.4749759845 137 913 850629.5026984838 6348940.221869919
139 570.0 3911583.8606628994 2356305.9287697487 138 914 850714.912922872 6345364.200928981
140 3230.5 3911353.188903847 2352740.516380081 139 915 850800.3712541467 6341786.165811934
141 2141.0 3911122.4804806784 2349173.238284519 140 916 850885.8777190563 6338206.115398852
142 7175.0 3910891.7355642193 2345604.0949640484 141 917 850971.4323443642 6334624.048569191
143 556.0 3910660.9543256005 2342033.086903115 142 918 851057.0351568486 6331039.964201771
144 5363.0 3910430.1369362567 2338460.214589603 143 919 851142.6861833034 6327453.861174779
145 16026.5 3910199.2835679315 2334885.4785148753 144 920 851228.3854505365 6323865.738365782
146 11847.0 3909968.394392673 2331308.8791737696 145 921 851314.1329853719 6320275.594651706
147 18807.5 3909737.4695828343 2327730.4170645825 146 922 851399.928814648 6316683.428908854
148 1804.5 3909506.5093110763 2324150.0926890904 147 923 851485.7729652188 6313089.240012891
149 4792.5 3909275.513750363 2320567.906552547 148 924 851571.6654639526 6309493.02683886
150 983.0 3909044.4830739684 2316983.859163712 149 925 851657.6063377337 6305894.78826116
151 337.0 3908813.4174554697 2313397.9510348043 150 926 851743.595613461 6302294.523153564
152 289.5 3908582.317068751 2309810.1826815708 151 927 851829.6333180484 6298692.230389214
153 5.0 3908351.182088002 2306220.5546232387 152 928 851915.7194784256 6295087.908840612
154 404.5 3908120.0126877204 2302629.067382535 153 929 852001.8541215366 6291481.557379629
155 824.0 3907888.8090427076 2299035.7214857186 154 930 852088.0372743411 6287873.174877504
156 68.5 3907657.5713280737 2295440.517462539 155 931 852174.2689638139 6284262.760204838
157 81.5 3907426.2997192326 2291843.455846277 156 932 852260.5492169447 6280650.312231597
158 56.0 3907194.9943919075 2288244.5371737364 157 933 852346.8780607388 6277035.829827109
159 5.5 3906963.6555221244 2284643.76198524 158 934 852433.2555222162 6273419.311860077
160 33.0 3906732.2832862185 2281041.1308246437 159 935 852519.6816284126 6269800.757198552
161 19.0 3906500.87786083 2277436.6442393484 160 936 852606.1564063785 6266180.164709957
162 171.5 3915630.3418155196 2363186.836007586 161 980 854129.4707278499 6352600.88262153
163 1081.5 3915401.767347722 2359625.0464429064 162 981 854216.8658404242 6349026.923871666
164 15.0 3915173.1562021957 2356061.3902460285 163 982 854304.3101782193 6345450.95209266
165 1279.0 3914944.5085476628 2352495.8678911817 164 983 854391.8037686052 6341872.966165235
166 974.0 3914715.8245531493 2348928.479856045 165 984 854479.3466389675 6338292.964969482
167 1321.0 3914487.104387983 2345359.226621748 166 985 854566.9388167066 6334710.94738487
168 569.5 3914258.3482217966 2341788.1086728773 167 986 854654.5803292389 6331126.912290236
169 273.0 3914029.5562245226 2338215.12649746 168 987 854742.271203996 6327540.858563781
170 8637.5 3913800.7285664 2334640.280587003 169 988 854830.0114684247 6323952.785083089
171 7102.0 3913571.8654179694 2331063.571436486 170 989 854917.8011499874 6320362.690725099
172 5967.0 3913342.966950075 2327484.9995443495 171 990 855005.640276162 6316770.574366134
173 3413.5 3913114.0333338636 2323904.5654125116 172 991 855093.5288744417 6313176.434881871
174 4070.0 3912885.0647407863 2320322.269546371 173 992 855181.4669723352 6309580.271147368
175 4680.5 3912656.0613425975 2316738.1124548293 174 993 855269.4545973667 6305982.082037041
176 2318.0 3912427.0233113533 2313152.094650251 175 994 855357.4917770757 6302381.866424678
177 1081.0 3912197.950819416 2309564.2166485265 176 995 855445.5785390174 6298779.623183436
178 261.0 3911968.84403945 2305974.4789690254 177 996 855533.7149107624 6295175.351185833
179 1319.0 3911739.7031444213 2302382.8821346206 178 997 855621.9009198967 6291569.049303758
180 263.5 3911510.5283076027 2298789.426671714 179 998 855710.1365940219 6287960.71640846
181 101.5 3911281.319702569 2295194.1131102 180 999 855798.4219607554 6284350.351370559
182 1672.5 3911052.077503198 2291596.941983505 181 1000 855886.7570477296 6280737.953060037
183 1944.0 3910822.8018836724 2287997.913828577 182 1001 855975.1418825929 6277123.520346239
184 34.0 3910593.493018477 2284397.0291858837 183 1002 856063.5764930089 6273507.0520978775
185 1218.0 3910364.1510824026 2280794.2885994255 184 1003 856152.0609066571 6269888.547183024
186 301.0 3910134.776250541 2277189.6926167486 185 1004 856240.5951512323 6266268.004469116
187 15427.5 3909905.36869829 2273583.2417889396 186 1005 856329.1792544452 6262645.42282295
188 272.5 3919215.7562455903 2362944.670693925 187 1048 857714.7510311672 6352689.574897542
189 767.0 3918989.2052747635 2359382.7720847977 188 1049 857804.1790838032 6349115.666438328
190 429.5 3918762.6179532716 2355819.006868571 189 1050 857893.6575067117 6345539.744978299
191 800.5 3918535.994448345 2352253.3755196156 190 1051 857983.1863278993 6341961.809398194
192 1442.0 3918309.3349275156 2348685.878515753 191 1052 858072.7655753887 6338381.858578118
193 1962.0 3918082.6395586147 2345116.516338251 192 1053 858162.3952772177 6334799.891397556
194 3085.0 3917855.9085097755 2341545.28947184 193 1054 858252.0754614405 6331215.906735361
195 9476.0 3917629.1419494296 2337972.1984046875 194 1055 858341.8061561265 6327629.903469751
196 2821.5 3917402.340046311 2334397.2436284423 195 1056 858431.5873893613 6324041.880478324
197 1316.0 3917175.502969452 2330820.425638225 196 1057 858521.4191892463 6320451.836638037
198 5218.5 3916948.6308881887 2327241.744932617 197 1058 858611.3015838979 6316859.770825226
199 1894.5 3916721.7239721543 2323661.2020136816 198 1059 858701.2346014495 6313265.681915585
200 854.0 3916494.782391284 2320078.797386957 199 1060 858791.2182700492 6309669.5687841885
201 743.5 3916267.8063158155 2316494.531561488 200 1061 858881.2526178616 6306071.430305468
202 1773.5 3916040.7959162835 2312908.4050497813 201 1062 858971.3376730669 6302471.265353228
203 447.0 3915813.7513635266 2309320.418367869 202 1063 859061.4734638613 6298869.07280064
204 142.5 3915586.672828683 2305730.572035266 203 1064 859151.6600184566 6295264.851520238
205 10.0 3915359.560483191 2302138.866574986 204 1065 859241.8973650807 6291658.600383928
206 137.0 3915132.4144987916 2298545.3025135743 205 1066 859332.1855319771 6288050.318262974
207 138.0 3914905.2350475243 2294949.880381069 206 1067 859422.5245474055 6284440.004028013
208 127.0 3914678.022301731 2291352.6007110393 207 1068 859512.9144396414 6280827.65654904
209 12349.0 3914450.7764340555 2287753.464040577 208 1069 859603.3552369761 6277213.274695419
210 910.0 3914223.4976174403 2284152.4709102926 209 1070 859693.8469677167 6273596.857335878
211 28028.0 3913996.186025129 2280549.621864331 210 1071 859784.3896601866 6269978.403338503
212 8306.5 3913768.841830669 2276944.917450384 211 1072 859874.9833427249 6266357.911570748
213 650.0 3913541.4652079055 2273338.358219679 212 1073 859965.6280436867 6262735.380899426
214 17541.5 3913314.056330987 2269729.9447269877 213 1074 860056.3237914433 6259110.810190715
215 535.0 3923025.826564583 2366264.7982634604 214 1115 861208.5708270622 6356352.151712343
216 911.5 3922801.3353246255 2362704.6586346645 215 1116 861299.9803041439 6352780.306553378
217 488.5 3922576.8078955663 2359142.651952576 216 1117 861391.441267906 6349206.449541193
218 1318.5 3922352.244442849 2355578.7786882664 217 1118 861482.9537469761 6345630.57955717
219 48.0 3922127.645132212 2352013.0393162454 218 1119 861574.5177699975 6342052.695482064
220 1985.5 3921903.0101296944 2348445.4343144754 219 1120 861666.1333656295 6338472.796195997
221 5386.0 3921678.339601631 2344875.9641643637 220 1121 861757.8005625478 6334890.880578471
222 13597.0 3921453.633714655 2341304.6293507805 221 1122 861849.519389444 6331306.947508353
223 10556.5 3921228.8926356956 2337731.430362033 222 1123 861941.2898750259 6327720.995863878
224 896.0 3921004.1165319826 2334156.36768991 223 1124 862033.1120480171 6324133.024522662
225 2637.0 3920779.305571042 2330579.441829675 224 1125 862124.9859371579 6320543.032361674
226 4871.0 3920554.459920698 2327000.6532800472 225 1126 862216.9115712043 6316951.01825727
227 5882.5 3920329.579749072 2323420.0025432315 226 1127 862308.8889789287 6313356.981085159
228 1142.5 3920104.6652245843 2319837.4901249083 227 1128 862400.9181891194 6309760.919720431
229 17378.0 3919879.716515953 2316253.116534261 228 1129 862492.9992305812 6306162.833037534
230 4394.5 3919654.7337921937 2312666.8822839386 229 1130 862585.132132135 6302562.719910289
231 249.5 3919429.7172226207 2309078.7878901158 230 1131 862677.3169226176 6298960.579211884
232 1213.5 3918979.5832247785 2301897.0207540877 231 1133 862861.842285799 6291750.210591166
233 5512.0 3918754.4661366288 2298303.3490617266 232 1134 862954.1829162529 6288141.980412056
234 768.0 3918529.3158829017 2294707.819325543 233 1135 863046.5755511461 6284531.71814819
235 946.0 3918304.1326344023 2291110.4320792463 234 1136 863139.0202193969 6280919.422669583
236 13482.5 3918078.9165622336 2287511.1878600735 235 1137 863231.5169499398 6277305.09284561
237 5537.5 3917177.7274693646 2273095.6521227323 236 1141 863602.0250742916 6262827.4074613955
238 31315.5 3916952.3498558337 2269487.131221244 237 1142 863694.7825508823 6259202.888929005
239 1774.0 3916726.9404515154 2265876.756644492 238 1143 863787.5922637144 6255576.329254146
240 209.5 3926609.5455624047 2366027.0466351165 239 1183 864791.7161725073 6356444.87014487
241 3393.5 3926387.077580168 2362466.799880298 240 1184 864885.1573867394 6352873.077559683
242 2889.0 3926164.57373727 2358904.686096705 241 1185 864978.6512320346 6349299.273150887
243 37.5 3925942.0341976653 2355340.705755549 242 1186 865072.1977376564 6345723.455799882
244 188.5 3925719.4591256017 2351774.859331478 243 1187 865165.7969328848 6342145.624387439
245 376.0 3925496.8486856227 2348207.1473025903 244 1188 865259.4488470164 6338565.777793697
246 1063.0 3925274.2030425672 2344637.570150435 245 1189 865353.1535093641 6334983.914898175
247 7319.0 3925051.522361569 2341066.128360019 246 1190 865446.910949257 6331400.034579755
248 2973.5 3924828.8068080563 2337492.822419788 247 1191 865540.7211960412 6327814.135716689
249 6449.0 3924606.056547752 2333917.6528216717 248 1192 865634.5842790789 6324226.217186609
250 965.0 3924383.2717466764 2330340.6200610707 249 1193 865728.5002277489 6320636.277866504
251 6035.5 3924160.4525711425 2326761.724636846 250 1194 865822.4690714465 6317044.316632742
252 4896.0 3923937.5991877597 2323180.9670513403 251 1195 865916.4908395834 6313450.332361051
253 1660.0 3923714.711763432 2319598.347810372 252 1196 866010.5655615882 6309854.323926536
254 7860.0 3923491.7904653596 2316013.8674232676 253 1197 866104.6932669055 6306256.290203664
255 4782.0 3923268.8354610372 2312427.5264028152 254 1198 866198.8739849969 6302656.2300662715
256 349.0 3923045.846918255 2308839.3252653265 255 1199 866293.1077453406 6299054.142387561
257 6243.0 3922822.8250051 2305249.2645305996 256 1200 866387.3945774307 6295450.026040101
258 1987.5 3922599.7698899517 2301657.34472193 257 1201 866481.7345107786 6291843.8798958305
259 326.5 3922376.681741488 2298063.566366145 258 1202 866576.127574912 6288235.702826045
260 16730.0 3922153.5607286803 2294467.929993565 259 1203 866670.5737993754 6284625.493701416
261 5173.0 3921930.407020797 2290870.436138043 260 1204 866765.0732137298 6281013.2513919715
262 1049.0 3921707.220787401 2287271.0853369525 261 1205 866859.6258475526 6277398.974767106
263 6881.5 3921484.0021983506 2283669.87813119 262 1206 866954.2317304381 6273782.662695582
264 8329.0 3920367.429884039 2265636.015211288 263 1211 867428.0609177722 6255670.531000021
265 5816.5 3920144.0207446543 2262023.6811345248 264 1212 867522.9869174471 6252041.982456788
266 966.0 3929972.9815397784 2362231.09448086 265 1252 868470.2811189306 6352967.8878864385
267 1336.5 3929752.501327033 2358668.8745671934 266 1253 868565.8078155078 6349394.1372373765
268 450.5 3929531.985744477 2355104.7881204 267 1254 868661.3883174133 6345818.373676384
269 2107.0 3929311.4349548668 2351538.8356152647 268 1255 868757.0226545639 6342240.596084251
270 620.5 3929090.8491212525 2347971.0175300227 269 1256 868852.7108568929 6338660.8033411335
271 3514.0 3928870.2284069755 2344401.3343463605 270 1257 868948.4529543507 6335078.9943265645
272 3154.0 3928649.572975671 2340829.7865494224 271 1258 869044.2489769042 6331495.167919447
273 3337.0 3928428.8829912636 2337256.374627794 272 1259 869140.0989545374 6327909.322998048
274 2137.0 3928208.1586179724 2333681.0990735386 273 1260 869236.002917251 6324321.458440017
275 338.0 3927987.4000203097 2330103.960382197 274 1261 869331.9608950627 6320731.573122356
276 638.5 3927766.6073630787 2326524.959052768 275 1262 869427.9729180066 6317139.665921455
277 1514.0 3927545.780811376 2322944.0955877323 276 1263 869524.0390161345 6313545.735713056
278 1599.0 3927324.920530589 2319361.370493047 277 1264 869620.1592195142 6309949.7813722845
279 3922.0 3927104.0266864 2315776.784278177 278 1265 869716.3335582311 6306351.80177362
280 6.0 3926883.0994447833 2312190.3374560494 279 1266 869812.5620623871 6302751.795790917
281 367.0 3926662.1389720053 2308602.0305431145 280 1267 869908.8447621012 6299149.762297397
282 716.5 3926441.1454346254 2305011.864059308 281 1268 870005.1816875091 6295545.700165644
283 388.0 3926220.1189994956 2301419.838528065 282 1269 870101.5728687637 6291939.608267614
284 29.0 3925999.0598337613 2297825.9544763537 283 1270 870198.018336035 6288331.48547462
285 21758.0 3925777.9681048593 2294230.2124346336 284 1271 870294.5181195093 6284721.330657349
286 4638.0 3925556.843980521 2290632.612936895 285 1272 870391.0722493909 6281109.142685848
287 5343.0 3925335.68762877 2287033.1565206526 286 1273 870487.6807559 6277494.920429528
288 91.5 3925114.499217922 2283431.8437269423 287 1274 870584.3436692746 6273878.662757168
289 2379.0 3924008.0821888004 2265397.453280273 288 1279 871068.4753986412 6255766.803517302
290 8343.5 3923786.704974417 2261785.0137817324 289 1280 871165.4653891544 6252138.309557304
291 249.5 3933777.4670660924 2365558.0005778726 290 1319 871957.845743537 6356636.42147354
292 520.0 3933559.045731033 2361997.5424859314 291 1320 872055.350340711 6353064.737502968
293 510.5 3933340.589192028 2358435.2174135945 292 1321 872152.9098576615 6349491.041769965
294 264.0 3933122.097610055 2354871.0258323443 293 1322 872250.5243249247 6345915.333155963
295 164.0 3932903.5711463783 2351304.968217103 294 1323 872348.1937730538 6342337.610541769
296 1799.0 3932685.009962553 2347737.045046242 295 1324 872445.9182326193 6338757.872807557
297 998.0 3932466.4142204253 2344167.256801583 296 1325 872543.6977342088 6335176.118832876
298 1762.0 3932247.7840821287 2340595.603968406 297 1326 872641.5323084269 6331592.347496647
299 697.0 3932029.1197100873 2337022.0870354343 298 1327 872739.4219858958 6328006.5576771535
300 1507.0 3931810.421267015 2333446.706494867 299 1328 872837.3667972547 6324418.748252062
301 71.0 3931591.6889159153 2329869.462842382 300 1329 872935.3667731596 6320828.918098396
302 1092.5 3931154.1231430974 2322709.388201681 301 1331 873131.5323413198 6313643.1911103055
303 943.5 3930935.290048835 2319126.5582221784 302 1332 873229.697994974 6310047.292026785
304 2380.0 3930716.4237014586 2315541.867148206 303 1333 873327.918935972 6306449.367716495
305 2.0 3930497.5242654197 2311955.315492829 304 1334 873426.1951950567 6302849.417053304
306 93.0 3930278.591905462 2308366.9037726363 305 1335 873524.526802988 6299247.438910452
307 2844.0 3930059.626786619 2304776.6325077014 306 1336 873622.9137905429 6295643.43216054
308 2929.5 3929840.629074212 2301184.502221597 307 1337 873721.3561885158 6292037.39567554
309 1142.0 3929621.5989338565 2297590.513441427 308 1338 873819.8540277187 6288429.328326786
310 6470.0 3929402.5365314535 2293994.666697791 309 1339 873918.4073389806 6284819.228984979
311 4501.0 3929183.4420331973 2290396.962524818 310 1340 874017.016153148 6281207.096520185
312 576.0 3928964.315605571 2286797.40146016 311 1341 874115.6805010849 6277592.92980183
313 1367.0 3928745.157415349 2283195.984044992 312 1342 874214.4004136721 6273976.727698714
314 1732.0 3928525.967629594 2279592.7108240183 313 1343 874313.1759218085 6270358.489078989
315 10734.5 3928306.7464156607 2275987.582345495 314 1344 874412.0070564098 6266738.212810176
316 14624.5 3927648.8958826875 2265161.0709002577 315 1347 874708.8345284252 6255865.146774835
