customer weight coord_x coord_y id_grid2km fid x_LAMB93 y_LAMB93 x_WGS84 y_WGS84
183 29.5 3995456.648764754 2406833.7813458256 644 3540 929606.8 6403458 5.898549079442998 44.69230574379788
184 79.0 3997452.743967675 2406650.731915586 645 3541 931606.8 6403458 5.923774045757982 44.691642066436536
185 44.5 3999448.8481768672 2406467.7214859 646 3542 933606.8 6403458 5.9489984150626745 44.690972641240435
186 169.0 4003441.083388913 2406101.817620523 648 3544 937606.8 6403458 5.999445342134916 44.68961654818302
187 57.0 4005437.21427916 2405918.9241808425 649 3545 939606.8 6403458 6.024667889651175 44.688929880745654
188 170.0 4007433.353950467 2405736.069733748 650 3546 941606.8 6403458 6.049889819654577 44.68823746632149
189 633.0 4009429.5023465008 2405553.254277113 651 3547 943606.8 6403458 6.075111127021355 44.68753930512699
190 119.5 4011425.659410917 2405370.477808742 652 3548 945606.8 6403458 6.100331806628496 44.68683539738042
191 216.0 4015417.999319458 2405005.0418277173 654 3550 949606.8 6403458 6.150771262075687 44.68541034311297
192 22.0 4017414.182050833 2404822.3823104 655 3551 951606.8 6403458 6.17599002767358 44.68468919703756
193 4.0 4019410.3732250896 2404639.761771996 656 3552 953606.8 6403458 6.201208145027541 44.68396230530095
194 12.5 4021406.572785824 2404457.1802100283 657 3553 955606.8 6403458 6.226425609018459 44.68322966813038
195 7.0 4023402.780676617 2404274.637621972 658 3554 957606.8 6403458 6.251642414528023 44.6824912857548
196 72.0 4025398.99684104 2404092.1340052127 659 3555 959606.8 6403458 6.276858556438727 44.68174715840503
197 151.0 4027395.221222649 2403909.6693571107 660 3556 961606.8 6403458 6.302074029633874 44.6809972863136
198 157.5 4029391.4537649895 2403727.2436749586 661 3557 963606.8 6403458 6.327288828997587 44.68024166971486
199 9.0 4031387.694411594 2403544.8569559865 662 3558 965606.8 6403458 6.3525029494148075 44.67948030884495
200 79.0 4049354.215599484 2401905.1293437555 671 3567 983606.8 6403458 6.579398637008824 44.67236960866103
201 601.5 4051350.534180216 2401723.1320918994 672 3568 985606.8 6403458 6.604605686818547 44.67155081846023
202 326.0 4053346.860243226 2401541.1737690363 673 3569 987606.8 6403458 6.629812001472255 44.6707262867037
203 16.0 4055343.193731893 2401359.2543717017 674 3570 989606.8 6403458 6.655017575865248 44.66989601364901
204 22.0 4057339.5345895817 2401177.373896393 675 3571 991606.8 6403458 6.680222404893732 44.66905999955552
205 8.0 4061332.2381854174 2400813.7296975385 677 3573 995606.8 6403458 6.730629806446553 44.66737074929848
206 140.0 4063328.600810227 2400631.965966686 678 3574 997606.8 6403458 6.75583236876787 44.66651751366253
207 92.0 4065324.970577385 2400450.24114325 679 3575 999606.8 6403458 6.78103416531866 44.665658538043026
208 15.0 3991287.067942228 2405210.5608488275 687 3677 925606.8 6401458 5.847187379838877 44.67562191999508
209 65.0 3993283.1456991895 2405027.4404246234 688 3678 927606.8 6401458 5.872405478943576 44.67496995157819
210 44.0 3997275.328481237 2404661.3164614635 690 3680 931606.8 6401458 5.9228399134510665 44.673648775821086
211 113.5 3999271.433393676 2404478.312918904 691 3681 933606.8 6401458 5.948056238607952 44.672979568893794
212 207.0 4007255.941871421 2403746.6882971968 695 3685 941606.8 6401458 6.04891547242161 44.670245285761
213 1001.0 4009252.0909159984 2403563.879518724 696 3686 943606.8 6401458 6.0741287385715035 44.669547352190065
214 239.5 4011248.248617848 2403381.109686754 697 3687 945606.8 6401458 6.099341377562604 44.66884367393757
215 96.5 4013244.414920558 2403198.378799059 698 3688 947606.8 6401458 6.124553384277551 44.668134251223414
216 83.0 4015240.5897677024 2403015.6868533394 699 3689 949606.8 6401458 6.149764753599759 44.66741908426929
217 110.5 4017236.773102844 2402833.033847241 700 3690 951606.8 6401458 6.174975480413422 44.66669817329865
218 259.0 4019232.964869532 2402650.4197783545 701 3691 953606.8 6401458 6.200185559603512 44.66597151853676
219 473.0 4021229.165011306 2402467.8446442103 702 3692 955606.8 6401458 6.225394986055802 44.665239120210664
220 45.0 4023225.373471693 2402285.308442295 703 3693 957606.8 6401458 6.250603754656853 44.66450097854922
221 18.0 4025221.590194205 2402102.8111700136 704 3694 959606.8 6401458 6.275811860294036 44.66375709378302
222 10.0 4027217.8151223417 2401920.35282474 705 3695 961606.8 6401458 6.301019297855527 44.663007466144485
223 15.0 4029214.048199595 2401737.933403769 706 3696 963606.8 6401458 6.32622606223032 44.66225209586782
224 8.0 4047180.5032744464 2400097.9097357774 715 3705 981606.8 6401458 6.55305580529757 44.65519538418795
225 210.0 4049176.814731949 2399915.8793970384 716 3706 983606.8 6401458 6.578255556883849 44.65438260080355
226 331.0 4051173.1337161055 2399733.8879491864 717 3707 985606.8 6401458 6.603454579117949 44.653564077475004
227 1502.0 4053169.4601702495 2399551.9353888286 718 3708 987606.8 6401458 6.628652866899132 44.6527398144579
228 903.0 4055165.794037705 2399370.021712543 719 3709 989606.8 6401458 6.653850415127554 44.6519098120097
229 10.0 4065147.572589982 2398461.036467743 724 3714 999606.8 6401458 6.779826884547227 44.6476737174354
230 61.0 3991109.673541786 2403221.162143841 733 3816 925606.8 6399458 5.846277964453894 44.65762809971495
231 11.0 3999094.041310448 2402488.942092122 737 3820 933606.8 6399458 5.947114663713986 44.65498661016139
232 17.0 4007078.551932351 2401757.344680424 741 3824 941606.8 6399458 6.047941747229439 44.65225321850576
233 105.0 4009074.701485506 2401574.5426001423 742 3825 943606.8 6399458 6.073146977280575 44.651555512479554
234 159.0 4011070.859684837 2401391.7794246664 743 3826 945606.8 6399458 6.098351580772992 44.650852063641636
235 342.0 4013067.026473873 2401209.0551517764 744 3827 947606.8 6399458 6.123555552594207 44.650142872211816
236 67.0 4015063.2017961335 2401026.3697791826 745 3828 949606.8 6399458 6.148758887632509 44.64942793841159
237 521.5 4017059.3855951247 2400843.72330455 746 3829 951606.8 6399458 6.173961580776963 44.64870726246431
238 329.5 4019055.5778143406 2400661.1157254763 747 3830 953606.8 6399458 6.19916362691742 44.647980844595054
239 69.0 4047003.121334295 2398108.692174167 761 3844 981606.8 6399458 6.551921477697159 44.637208222931626
240 80.0 4048999.433067745 2397926.6677020323 762 3845 983606.8 6399458 6.577113206111201 44.63639570446038
241 7.0 4050995.752315627 2397744.6820793306 763 3846 985606.8 6399458 6.602304205870418 44.635577447911714
242 129.5 4052992.079021221 2397562.735302708 764 3847 987606.8 6399458 6.6274944718789195 44.634753453541094
243 6.0 4054988.413127793 2397380.827368736 765 3848 989606.8 6399458 6.652683999041714 44.63392372160571
244 2.0 4056984.754578595 2397198.958273922 766 3849 991606.8 6399458 6.677872782264705 44.633088252364615
245 2.0 3976960.0099458112 2402514.6344602806 779 3948 911606.8 6397458 5.668939017829611 44.64403438772336
246 2.0 3978956.023566272 2402331.2559242025 780 3949 913606.8 6397458 5.694144992868303 44.643423048437036
247 25.0 3990932.3024291215 2401231.8013374214 785 3955 925606.8 6397458 5.845369129581729 44.639634395066565
248 146.5 4008897.3340831897 2399585.2437583148 794 3964 943606.8 6397458 6.072165842548493 44.63356378771477
249 164.0 4010893.4926401046 2399402.4872593954 795 3965 945606.8 6397458 6.097362415654712 44.63286056821202
250 350.0 4012889.659775584 2399219.769621427 796 3966 947606.8 6397458 6.122558357693906 44.63215160798643
251 264.5 4014885.835433089 2399037.090842134 797 3967 949606.8 6397458 6.147753663559236 44.63143690725939
252 227.0 4016882.019556072 2398854.450919193 798 3968 951606.8 6397458 6.172948328144635 44.63071646625408
253 122.0 4018878.212087969 2398671.849850221 799 3969 953606.8 6397458 6.198142346344817 44.629990285195454
254 17.0 4020874.412972207 2398489.287632768 800 3970 955606.8 6397458 6.223335713055286 44.629258364310246
255 17.0 4042833.157760685 2396483.6666859863 811 3981 977606.8 6397458 6.5004182894713125 44.62082847265503
256 178.0 4044829.4544557 2396301.570475596 812 3982 979606.8 6397458 6.525603440449936 44.62002769218663
257 29.0 4046825.758766456 2396119.5130798053 813 3983 981606.8 6397458 6.5507878736549445 44.61922117500173
258 127.0 4048822.070636199 2395937.4944953523 814 3984 983606.8 6397458 6.575971583993526 44.618408921352
259 86.0 4052814.716825585 2395573.5737472614 816 3986 987606.8 6397458 6.6263368157045655 44.61676720567384
260 2.0 3974786.655167249 2400708.6711428817 829 4086 909606.8 6395458 5.642888507220368 44.626644763357625
261 8.0 3978778.6736567775 2400341.88994884 831 4088 913606.8 6395458 5.693284932373439 44.62542822581037
262 4.0 3990754.954631848 2399242.4786665323 837 4094 925606.8 6395458 5.844460874666956 44.62164080776821
