location subarea numcant
263 188 0599
264 188 0599
265 23 0505
266 89 0518
267 89 0518
268 89 0518
269 105 0521
270 42 0508
271 42 0508
272 42 0508
273 57 0511
274 57 0511
275 17 0404
276 17 0404
277 12 0503
278 12 0503
279 46 0509
280 46 0509
281 188 0599
282 188 0599
283 188 0599
284 23 0505
285 23 0505
286 105 0521
287 105 0521
288 42 0508
289 42 0508
290 42 0508
291 57 0511
292 17 0404
293 12 0503
294 12 0503
295 12 0503
296 118 0524
297 118 0524
298 46 0509
299 46 0509
300 46 0509
301 46 0509
302 188 0599
303 188 0599
304 188 0599
305 188 0599
306 23 0505
307 23 0505
308 23 0505
309 23 0505
310 23 0505
311 105 0521
312 105 0521
313 105 0521
314 105 0521
315 42 0508
316 42 0508
317 42 0508
318 42 0508
319 57 0511
320 12 0503
321 12 0503
322 12 0503
323 118 0524
324 118 0524
325 118 0524
326 118 0524
327 46 0509
328 46 0509
329 46 0509
330 46 0509
331 188 0599
332 188 0599
333 188 0599
334 188 0599
335 188 0599
336 23 0505
337 23 0505
338 23 0505
339 23 0505
340 23 0505
341 35 0507
342 35 0507
343 35 0507
344 105 0521
345 105 0521
346 105 0521
347 105 0521
348 105 0521
349 42 0508
350 42 0508
351 42 0508
352 42 0508
353 42 0508
354 42 0508
355 57 0511
356 12 0503
357 12 0503
358 12 0503
359 12 0503
360 12 0503
361 118 0524
362 118 0524
363 118 0524
364 118 0524
365 118 0524
366 46 0509
367 46 0509
368 46 0509
369 46 0509
370 188 0599
371 188 0599
372 188 0599
373 23 0505
374 23 0505
375 23 0505
376 23 0505
377 23 0505
378 23 0505
379 35 0507
380 35 0507
381 35 0507
382 35 0507
383 105 0521
384 105 0521
385 42 0508
386 42 0508
387 42 0508
388 42 0508
389 42 0508
390 17 0404
391 17 0404
392 17 0404
393 17 0404
394 12 0503
395 12 0503
396 12 0503
397 118 0524
398 118 0524
399 118 0524
400 118 0524
401 46 0509
402 46 0509
403 46 0509
404 46 0509
405 188 0599
406 188 0599
407 188 0599
408 114 0523
409 23 0505
410 23 0505
411 23 0505
412 35 0507
413 35 0507
414 35 0507
415 105 0521
416 105 0521
417 105 0521
418 42 0508
419 42 0508
420 42 0508
421 42 0508
422 42 0508
423 42 0508
424 17 0404
425 12 0503
426 12 0503
427 12 0503
428 12 0503
429 118 0524
430 118 0524
431 118 0524
432 118 0524
433 46 0509
434 46 0509
435 46 0509
436 46 0509
437 188 0599
438 188 0599
439 114 0523
440 114 0523
441 23 0505
442 23 0505
443 35 0507
444 35 0507
445 35 0507
446 105 0521
447 63 0412
448 42 0508
449 42 0508
450 42 0508
451 17 0404
452 12 0503
453 12 0503
454 12 0503
455 12 0503
456 118 0524
457 118 0524
458 118 0524
459 118 0524
460 118 0524
461 114 0523
462 114 0523
463 114 0523
464 114 0523
465 114 0523
466 114 0523
467 114 0523
468 23 0505
469 23 0505
470 35 0507
471 105 0521
472 105 0521
473 42 0508
474 17 0404
475 17 0404
476 17 0404
477 17 0404
478 17 0404
479 111 0522
480 111 0522
481 111 0522
482 12 0503
483 12 0503
484 111 0522
485 118 0524
486 118 0524
487 118 0524
488 118 0524
489 18 0504
490 114 0523
491 114 0523
492 114 0523
493 114 0523
494 114 0523
495 114 0523
496 132 0428
497 132 0428
498 35 0507
499 35 0507
500 35 0507
501 35 0507
502 35 0507
503 63 0412
504 63 0412
505 63 0412
506 63 0412
507 17 0404
508 17 0404
509 17 0404
510 86 0517
511 86 0517
512 111 0522
513 111 0522
514 111 0522
515 111 0522
516 111 0522
517 111 0522
518 111 0522
519 118 0524
520 118 0524
521 18 0504
522 18 0504
523 114 0523
524 114 0523
525 114 0523
526 114 0523
527 114 0523
528 132 0428
529 132 0428
530 132 0428
531 35 0507
532 35 0507
533 35 0507
534 35 0507
535 63 0412
536 63 0412
537 63 0412
538 63 0412
539 63 0412
540 17 0404
541 17 0404
542 17 0404
543 86 0517
544 111 0522
545 111 0522
546 111 0522
547 111 0522
548 111 0522
549 111 0522
550 111 0522
551 111 0522
552 111 0522
553 18 0504
554 18 0504
555 114 0523
556 114 0523
557 114 0523
558 84 0416
559 132 0428
560 132 0428
561 132 0428
562 35 0507
563 35 0507
564 35 0507
565 63 0412
566 63 0412
567 63 0412
568 63 0412
569 63 0412
570 63 0412
571 63 0412
572 63 0412
573 63 0412
574 63 0412
575 17 0404
576 17 0404
577 17 0404
578 17 0404
579 17 0404
580 86 0517
581 111 0522
582 111 0522
583 111 0522
584 111 0522
585 111 0522
586 111 0522
587 111 0522
588 18 0504
589 18 0504
590 18 0504
591 114 0523
592 114 0523
593 84 0416
594 84 0416
595 132 0428
596 132 0428
597 35 0507
598 35 0507
599 63 0412
600 125 0426
601 125 0426
602 125 0426
603 63 0412
604 63 0412
605 63 0412
606 63 0412
607 63 0412
608 17 0404
609 17 0404
610 17 0404
611 17 0404
612 17 0404
613 17 0404
614 17 0404
615 86 0517
616 86 0517
617 86 0517
618 86 0517
619 86 0517
620 111 0522
621 111 0522
622 111 0522
623 111 0522
624 111 0522
625 111 0522
626 111 0522
627 111 0522
628 111 0522
629 67 0512
630 18 0504
631 84 0416
632 84 0416
633 132 0428
634 132 0428
635 132 0428
636 132 0428
637 132 0428
638 35 0507
639 125 0426
640 125 0426
641 125 0426
642 125 0426
643 125 0426
644 63 0412
645 63 0412
646 63 0412
647 63 0412
648 17 0404
649 17 0404
650 17 0404
651 17 0404
652 17 0404
653 17 0404
654 17 0404
655 86 0517
656 86 0517
657 86 0517
658 86 0517
659 86 0517
660 111 0522
661 111 0522
662 111 0522
663 111 0522
664 111 0522
665 67 0512
666 67 0512
667 67 0512
668 67 0512
669 84 0416
670 84 0416
671 84 0416
672 84 0416
673 132 0428
674 132 0428
675 132 0428
676 125 0426
677 125 0426
678 125 0426
679 125 0426
680 125 0426
681 63 0412
682 17 0404
683 17 0404
684 17 0404
685 17 0404
686 17 0404
687 17 0404
688 86 0517
689 86 0517
690 86 0517
691 86 0517
692 86 0517
693 86 0517
694 86 0517
695 111 0522
696 111 0522
697 111 0522
698 67 0512
699 67 0512
700 67 0512
701 67 0512
702 67 0512
703 84 0416
704 84 0416
705 84 0416
706 132 0428
707 125 0426
708 125 0426
709 125 0426
710 125 0426
711 125 0426
712 63 0412
713 17 0404
714 17 0404
715 86 0517
716 86 0517
717 86 0517
718 86 0517
719 86 0517
720 86 0517
721 86 0517
722 86 0517
723 86 0517
724 78 0515
725 78 0515
726 78 0515
727 67 0512
728 67 0512
729 67 0512
730 67 0512
731 67 0512
732 67 0512
733 84 0416
734 84 0416
735 84 0416
736 84 0416
737 84 0416
738 84 0416
739 132 0428
740 132 0428
741 125 0426
742 125 0426
743 125 0426
744 125 0426
745 125 0426
746 125 0426
747 63 0412
748 112 0622
749 112 0622
750 86 0517
751 86 0517
752 78 0515
753 78 0515
754 78 0515
755 67 0512
756 67 0512
757 67 0512
758 67 0512
759 67 0512
760 84 0416
761 84 0416
762 84 0416
763 84 0416
764 84 0416
765 84 0416
766 84 0416
767 84 0416
768 132 0428
769 132 0428
770 132 0428
771 125 0426
772 125 0426
773 125 0426
774 125 0426
775 17 0404
776 17 0404
777 17 0404
778 78 0515
779 78 0515
780 78 0515
781 78 0515
782 78 0515
783 78 0515
784 78 0515
785 67 0512
786 67 0512
787 67 0512
788 67 0512
789 84 0416
790 84 0416
791 84 0416
792 84 0416
793 84 0416
794 84 0416
795 84 0416
796 132 0428
797 125 0426
798 125 0426
799 125 0426
800 34 0407
801 112 0622
802 31 8406
803 31 8406
804 31 8406
805 78 0515
806 78 0515
807 78 0515
808 78 0515
809 78 0515
810 78 0515
811 82 0516
812 129 0427
813 67 0512
814 67 0512
815 84 0416
816 84 0416
817 84 0416
818 84 0416
819 132 0428
820 132 0428
821 125 0426
822 125 0426
823 125 0426
824 34 0407
825 34 0407
826 112 0622
827 112 0622
828 31 8406
829 31 8406
830 31 8406
831 31 8406
832 31 8406
833 31 8406
834 108 8421
835 108 8421
836 78 0515
837 78 0515
838 78 0515
839 82 0516
840 82 0516
841 129 0427
842 129 0427
843 67 0512
844 67 0512
845 84 0416
846 84 0416
847 84 0416
848 84 0416
849 84 0416
850 84 0416
851 132 0428
852 125 0426
853 125 0426
854 125 0426
855 125 0426
856 125 0426
857 125 0426
858 61 0411
859 34 0407
860 34 0407
861 34 0407
862 112 0622
863 112 0622
864 31 8406
865 31 8406
866 31 8406
867 31 8406
868 31 8406
869 31 8406
870 108 8421
871 108 8421
872 108 8421
873 108 8421
874 108 8421
875 108 8421
876 108 8421
877 82 0516
878 82 0516
879 82 0516
880 82 0516
881 129 0427
882 129 0427
883 67 0512
884 84 0416
885 84 0416
886 84 0416
887 84 0416
888 84 0416
889 129 0427
890 129 0427
891 125 0426
892 125 0426
893 125 0426
894 61 0411
895 34 0407
896 34 0407
897 60 0611
898 60 0611
899 112 0622
900 112 0622
901 31 8406
902 31 8406
903 31 8406
904 31 8406
905 31 8406
906 31 8406
907 31 8406
908 31 8406
909 108 8421
910 108 8421
911 108 8421
912 108 8421
913 108 8421
914 108 8421
915 108 8421
916 108 8421
917 108 8421
918 82 0516
919 82 0516
920 82 0516
921 82 0516
922 82 0516
923 82 0516
924 129 0427
925 129 0427
926 84 0416
927 84 0416
928 84 0416
929 84 0416
930 129 0427
931 129 0427
932 129 0427
933 129 0427
934 129 0427
935 129 0427
936 43 0408
937 61 0411
938 61 0411
939 61 0411
940 60 0611
941 112 0622
942 112 0622
943 112 0622
944 112 0622
945 31 8406
946 31 8406
947 31 8406
948 31 8406
949 31 8406
950 31 8406
951 31 8406
952 31 8406
953 108 8421
954 108 8421
955 108 8421
956 108 8421
957 108 8421
958 108 8421
959 108 8421
960 108 8421
961 77 8414
962 108 8421
963 82 0516
964 82 0516
965 82 0516
966 82 0516
967 129 0427
968 129 0427
969 129 0427
970 129 0427
971 129 0427
972 129 0427
973 129 0427
974 129 0427
975 43 0408
976 43 0408
977 61 0411
978 61 0411
979 61 0411
980 61 0411
981 34 0407
982 34 0407
983 60 0611
984 112 0622
985 112 0622
986 112 0622
987 112 0622
988 112 0622
989 112 0622
990 31 8406
991 31 8406
992 31 8406
993 31 8406
994 83 8416
995 31 8406
996 31 8406
997 31 8406
998 108 8421
999 108 8421
1000 108 8421
1001 108 8421
1002 108 8421
1003 108 8421
1004 108 8421
1005 108 8421
1006 77 8414
1007 77 8414
1008 82 0516
1009 82 0516
1010 82 0516
1011 82 0516
1012 82 0516
1013 82 0516
1014 129 0427
1015 129 0427
1016 129 0427
1017 129 0427
1018 129 0427
1019 129 0427
1020 141 0431
1021 141 0431
1022 43 0408
1023 43 0408
1024 43 0408
1025 61 0411
1026 61 0411
1027 61 0411
1028 61 0411
1029 34 0407
1030 34 0407
1031 34 0407
1032 60 0611
1033 112 0622
1034 112 0622
1035 31 8406
1036 31 8406
1037 31 8406
1038 83 8416
1039 83 8416
1040 31 8406
1041 31 8406
1042 83 8416
1043 108 8421
1044 108 8421
1045 108 8421
1046 108 8421
1047 108 8421
1048 108 8421
1049 108 8421
1050 77 8414
1051 77 8414
1052 77 8414
1053 77 8414
1054 77 8414
1055 77 8414
1056 77 8414
1057 77 8414
1058 77 8414
1059 77 8414
1060 93 0418
1061 93 0418
1062 93 0418
1063 93 0418
1064 93 0418
1065 129 0427
1066 129 0427
1067 129 0427
1068 129 0427
1069 141 0431
1070 141 0431
1071 43 0408
1072 43 0408
1073 43 0408
1074 61 0411
1075 61 0411
1076 61 0411
1077 61 0411
1078 61 0411
1079 34 0407
1080 34 0407
1081 60 0611
1082 119 0624
1083 139 0631
1084 31 8406
1085 31 8406
1086 87 8417
1087 87 8417
1088 83 8416
1089 83 8416
1090 83 8416
1091 83 8416
1092 83 8416
1093 83 8416
1094 83 8416
1095 21 8404
1096 21 8404
1097 21 8404
1098 77 8414
1099 77 8414
1100 77 8414
1101 77 8414
1102 77 8414
1103 77 8414
1104 77 8414
1105 77 8414
1106 93 0418
1107 93 0418
1108 93 0418
1109 93 0418
1110 93 0418
1111 93 0418
1112 93 0418
1113 93 0418
1114 93 0418
1115 93 0418
1116 93 0418
1117 93 0418
1118 93 0418
1119 129 0427
1120 129 0427
1121 138 0430
1122 138 0430
1123 138 0430
1124 141 0431
1125 141 0431
1126 141 0431
1127 141 0431
1128 43 0408
1129 43 0408
1130 43 0408
1131 61 0411
1132 61 0411
1133 61 0411
1134 61 0411
1135 61 0411
1136 34 0407
1137 34 0407
1138 60 0611
1139 60 0611
1140 60 0611
1141 139 0631
1142 139 0631
1143 139 0631
1144 139 0631
1145 139 0631
1146 31 8406
1147 31 8406
1148 87 8417
1149 87 8417
1150 191 8499
1151 191 8499
1152 83 8416
1153 83 8416
1154 83 8416
1155 83 8416
1156 21 8404
1157 21 8404
1158 21 8404
1159 21 8404
1160 21 8404
1161 77 8414
1162 77 8414
1163 77 8414
1164 77 8414
1165 77 8414
1166 93 0418
1167 93 0418
1168 93 0418
1169 93 0418
1170 93 0418
1171 93 0418
1172 93 0418
1173 93 0418
1174 93 0418
1175 93 0418
1176 93 0418
1177 129 0427
1178 138 0430
1179 138 0430
1180 138 0430
1181 141 0431
1182 141 0431
1183 141 0431
1184 141 0431
1185 43 0408
1186 43 0408
1187 43 0408
1188 61 0411
1189 61 0411
1190 61 0411
1191 34 0407
1192 34 0407
1193 34 0407
1194 60 0611
1195 60 0611
1196 60 0611
1197 60 0611
1198 60 0611
1199 60 0611
1200 60 0611
1201 60 0611
1202 119 0624
1203 119 0624
1204 115 0623
1205 115 0623
1206 139 0631
1207 139 0631
1208 139 0631
1209 139 0631
1210 139 0631
1211 87 8417
1212 87 8417
1213 87 8417
1214 191 8499
1215 191 8499
1216 191 8499
1217 83 8416
1218 83 8416
1219 83 8416
1220 83 8416
1221 21 8404
1222 21 8404
1223 21 8404
1224 21 8404
1225 77 8414
1226 77 8414
1227 80 8415
1228 80 8415
1229 102 8420
1230 93 0418
1231 93 0418
1232 93 0418
1233 138 0430
1234 138 0430
1235 138 0430
1236 138 0430
1237 138 0430
1238 138 0430
1239 141 0431
1240 141 0431
1241 141 0431
1242 181 0497
1243 43 0408
1244 43 0408
1245 43 0408
1246 61 0411
1247 61 0411
1248 61 0411
1249 34 0407
1250 34 0407
1251 34 0407
1252 60 0611
1253 60 0611
1254 60 0611
1255 60 0611
1256 60 0611
1257 60 0611
1258 60 0611
1259 60 0611
1260 60 0611
1261 60 0611
1262 119 0624
1263 119 0624
1264 115 0623
1265 115 0623
1266 139 0631
1267 139 0631
1268 139 0631
1269 139 0631
1270 139 0631
1271 139 0631
1272 139 0631
1273 87 8417
1274 191 8499
1275 191 8499
1276 191 8499
1277 191 8499
1278 191 8499
1279 191 8499
1280 83 8416
1281 83 8416
1282 83 8416
1283 50 8409
1284 21 8404
1285 21 8404
1286 21 8404
1287 21 8404
1288 77 8414
1289 50 8409
1290 80 8415
1291 80 8415
1292 80 8415
1293 80 8415
1294 102 8420
1295 102 8420
1296 102 8420
1297 102 8420
1298 93 0418
1299 93 0418
1300 117 0423
1301 138 0430
1302 138 0430
1303 138 0430
1304 138 0430
1305 138 0430
1306 141 0431
1307 141 0431
1308 141 0431
1309 181 0497
1310 181 0497
1311 181 0497
1312 181 0497
1313 181 0497
1314 34 0407
1315 34 0407
1316 34 0407
1317 34 0407
1318 60 0611
1319 60 0611
1320 60 0611
1321 60 0611
1322 60 0611
1323 60 0611
1324 60 0611
1325 60 0611
1326 119 0624
1327 119 0624
1328 119 0624
1329 119 0624
1330 119 0624
1331 119 0624
1332 115 0623
1333 115 0623
1334 96 0619
1335 139 0631
1336 139 0631
1337 139 0631
1338 139 0631
1339 139 0631
1340 87 8417
1341 87 8417
1342 87 8417
1343 191 8499
1344 191 8499
1345 191 8499
1346 191 8499
1347 83 8416
1348 83 8416
1349 50 8409
1350 50 8409
1351 21 8404
1352 21 8404
1353 21 8404
1354 50 8409
1355 50 8409
1356 50 8409
1357 80 8415
1358 80 8415
1359 80 8415
1360 80 8415
1361 80 8415
1362 102 8420
1363 102 8420
1364 102 8420
1365 102 8420
1366 102 8420
1367 102 8420
1368 16 0403
1369 16 0403
1370 16 0403
1371 16 0403
1372 16 0403
1373 16 0403
1374 138 0430
1375 138 0430
1376 138 0430
1377 138 0430
1378 138 0430
1379 141 0431
1380 141 0431
1381 141 0431
1382 181 0497
1383 181 0497
1384 181 0497
1385 181 0497
1386 181 0497
1387 181 0497
1388 34 0407
1389 34 0407
1390 34 0407
1391 34 0407
1392 34 0407
1393 34 0407
1394 60 0611
1395 60 0611
1396 60 0611
1397 60 0611
1398 60 0611
1399 60 0611
1400 60 0611
1401 119 0624
1402 119 0624
1403 119 0624
1404 119 0624
1405 119 0624
1406 115 0623
1407 115 0623
1408 96 0619
1409 96 0619
1410 96 0619
1411 96 0619
1412 139 0631
1413 139 0631
1414 139 0631
1415 139 0631
1416 87 8417
1417 87 8417
1418 87 8417
1419 191 8499
1420 191 8499
1421 191 8499
1422 24 8405
1423 24 8405
1424 50 8409
1425 50 8409
1426 50 8409
1427 50 8409
1428 50 8409
1429 50 8409
1430 50 8409
1431 50 8409
1432 50 8409
1433 80 8415
1434 80 8415
1435 80 8415
1436 80 8415
1437 80 8415
1438 80 8415
1439 102 8420
1440 102 8420
1441 102 8420
1442 102 8420
1443 102 8420
1444 102 8420
1445 102 8420
1446 102 8420
1447 16 0403
1448 16 0403
1449 16 0403
1450 16 0403
1451 16 0403
1452 16 0403
1453 16 0403
1454 16 0403
1455 117 0423
1456 117 0423
1457 117 0423
1458 138 0430
1459 138 0430
1460 138 0430
1461 138 0430
1462 138 0430
1463 141 0431
1464 141 0431
1465 141 0431
1466 141 0431
1467 141 0431
1468 181 0497
1469 181 0497
1470 181 0497
1471 43 0408
1472 181 0497
1473 181 0497
1474 25 0405
1475 25 0405
1476 25 0405
1477 34 0407
1478 34 0407
1479 34 0407
1480 60 0611
1481 60 0611
1482 133 0629
1483 119 0624
1484 115 0623
1485 115 0623
1486 96 0619
1487 96 0619
1488 96 0619
1489 96 0619
1490 96 0619
1491 19 0604
1492 19 0604
1493 139 0631
1494 87 8417
1495 87 8417
1496 191 8499
1497 87 8417
1498 24 8405
1499 24 8405
1500 24 8405
1501 24 8405
1502 50 8409
1503 50 8409
1504 50 8409
1505 50 8409
1506 50 8409
1507 186 8498
1508 186 8498
1509 55 8410
1510 55 8410
1511 80 8415
1512 80 8415
1513 80 8415
1514 80 8415
1515 80 8415
1516 102 8420
1517 102 8420
1518 102 8420
1519 102 8420
1520 102 8420
1521 102 8420
1522 102 8420
1523 16 0403
1524 16 0403
1525 16 0403
1526 16 0403
1527 16 0403
1528 16 0403
1529 16 0403
1530 117 0423
1531 117 0423
1532 117 0423
1533 117 0423
1534 117 0423
1535 117 0423
1536 117 0423
1537 117 0423
1538 138 0430
1539 138 0430
1540 138 0430
1541 138 0430
1542 76 0414
1543 141 0431
1544 141 0431
1545 141 0431
1546 141 0431
1547 181 0497
1548 181 0497
1549 181 0497
1550 43 0408
1551 43 0408
1552 43 0408
1553 25 0405
1554 25 0405
1555 110 0422
1556 110 0422
1557 34 0407
1558 34 0407
1559 9 0402
1560 60 0611
1561 60 0611
1562 133 0629
1563 133 0629
1564 119 0624
1565 119 0624
1566 119 0624
1567 96 0619
1568 96 0619
1569 96 0619
1570 96 0619
1571 19 0604
1572 19 0604
1573 19 0604
1574 19 0604
1575 19 0604
1576 87 8417
1577 87 8417
1578 87 8417
1579 24 8405
1580 24 8405
1581 24 8405
1582 50 8409
1583 50 8409
1584 55 8410
1585 50 8409
1586 186 8498
1587 186 8498
1588 55 8410
1589 55 8410
1590 55 8410
1591 80 8415
1592 80 8415
1593 80 8415
1594 80 8415
1595 102 8420
1596 102 8420
1597 102 8420
1598 102 8420
1599 102 8420
1600 102 8420
1601 102 8420
1602 102 8420
1603 102 8420
1604 16 0403
1605 16 0403
1606 16 0403
1607 16 0403
1608 16 0403
1609 117 0423
1610 117 0423
1611 117 0423
1612 117 0423
1613 117 0423
1614 117 0423
1615 117 0423
1616 98 0419
1617 98 0419
1618 98 0419
1619 76 0414
1620 76 0414
1621 76 0414
1622 141 0431
1623 141 0431
1624 141 0431
1625 141 0431
1626 141 0431
1627 141 0431
1628 43 0408
1629 25 0405
1630 25 0405
1631 110 0422
1632 34 0407
1633 9 0402
1634 9 0402
1635 9 0402
1636 45 0409
1637 60 0611
1638 60 0611
1639 90 0618
1640 133 0629
1641 133 0629
1642 119 0624
1643 119 0624
1644 96 0619
1645 96 0619
1646 19 0604
1647 19 0604
1648 19 0604
1649 19 0604
1650 87 8417
1651 87 8417
1652 24 8405
1653 24 8405
1654 24 8405
1655 55 8410
1656 55 8410
1657 55 8410
1658 55 8410
1659 186 8498
1660 186 8498
1661 186 8498
1662 55 8410
1663 55 8410
1664 55 8410
1665 80 8415
1666 80 8415
1667 80 8415
1668 80 8415
1669 102 8420
1670 102 8420
1671 102 8420
1672 102 8420
1673 102 8420
1674 102 8420
1675 102 8420
1676 102 8420
1677 102 8420
1678 102 8420
1679 16 0403
1680 16 0403
1681 16 0403
1682 16 0403
1683 16 0403
1684 117 0423
1685 117 0423
1686 117 0423
1687 117 0423
1688 117 0423
1689 117 0423
1690 117 0423
1691 117 0423
1692 56 0410
1693 98 0419
1694 98 0419
1695 76 0414
1696 76 0414
1697 76 0414
1698 76 0414
1699 141 0431
1700 141 0431
1701 141 0431
1702 79 0415
1703 79 0415
1704 79 0415
1705 43 0408
1706 25 0405
1707 25 0405
1708 25 0405
1709 110 0422
1710 9 0402
1711 9 0402
1712 9 0402
1713 9 0402
1714 45 0409
1715 45 0409
1716 45 0409
1717 45 0409
1718 90 0618
1719 90 0618
1720 90 0618
1721 90 0618
1722 133 0629
1723 133 0629
1724 133 0629
1725 128 0627
1726 128 0627
1727 96 0619
1728 96 0619
1729 96 0619
1730 19 0604
1731 19 0604
1732 19 0604
1733 24 8405
1734 24 8405
1735 24 8405
1736 24 8405
1737 24 8405
1738 55 8410
1739 55 8410
1740 55 8410
1741 55 8410
1742 186 8498
1743 92 8418
1744 92 8418
1745 55 8410
1746 80 8415
1747 80 8415
1748 80 8415
1749 80 8415
1750 80 8415
1751 80 8415
1752 102 8420
1753 102 8420
1754 102 8420
1755 102 8420
1756 102 8420
1757 4 8401
1758 102 8420
1759 102 8420
1760 16 0403
1761 16 0403
1762 16 0403
1763 16 0403
1764 16 0403
1765 16 0403
1766 117 0423
1767 117 0423
1768 117 0423
1769 117 0423
1770 117 0423
1771 117 0423
1772 117 0423
1773 56 0410
1774 98 0419
1775 76 0414
1776 76 0414
1777 76 0414
1778 76 0414
1779 76 0414
1780 76 0414
1781 141 0431
1782 79 0415
1783 79 0415
1784 79 0415
1785 79 0415
1786 25 0405
1787 25 0405
1788 25 0405
1789 110 0422
1790 110 0422
1791 110 0422
1792 110 0422
1793 110 0422
1794 9 0402
1795 9 0402
1796 9 0402
1797 9 0402
1798 45 0409
1799 45 0409
1800 90 0618
1801 90 0618
1802 90 0618
1803 90 0618
1804 133 0629
1805 133 0629
1806 133 0629
1807 133 0629
1808 133 0629
1809 119 0624
1810 133 0629
1811 128 0627
1812 128 0627
1813 128 0627
1814 123 0626
1815 19 0604
1816 19 0604
1817 19 0604
1818 24 8405
1819 24 8405
1820 24 8405
1821 55 8410
1822 55 8410
1823 55 8410
1824 55 8410
1825 92 8418
1826 92 8418
1827 92 8418
1828 92 8418
1829 92 8418
1830 92 8418
1831 80 8415
1832 80 8415
1833 80 8415
1834 80 8415
1835 80 8415
1836 80 8415
1837 66 8412
1838 102 8420
1839 4 8401
1840 4 8401
1841 4 8401
1842 4 8401
1843 4 8401
1844 102 8420
1845 16 0403
1846 16 0403
1847 16 0403
1848 16 0403
1849 16 0403
1850 56 0410
1851 56 0410
1852 56 0410
1853 56 0410
1854 56 0410
1855 56 0410
1856 56 0410
1857 56 0410
1858 98 0419
1859 76 0414
1860 76 0414
1861 76 0414
1862 76 0414
1863 79 0415
1864 79 0415
1865 79 0415
1866 79 0415
1867 79 0415
1868 25 0405
1869 25 0405
1870 25 0405
1871 110 0422
1872 110 0422
