location subarea NOM_EPCI
126 7 "CC Champsaur-Valgaudemar"
127 7 "CC Champsaur-Valgaudemar"
128 7 "CC Champsaur-Valgaudemar"
129 7 "CC Champsaur-Valgaudemar"
130 7 "CC Champsaur-Valgaudemar"
131 7 "CC Champsaur-Valgaudemar"
132 15 "CC du Pays des Ecrins"
133 15 "CC du Pays des Ecrins"
134 15 "CC du Pays des Ecrins"
135 15 "CC du Pays des Ecrins"
136 39 "CC du Guillestrois et du Queyras"
137 39 "CC du Guillestrois et du Queyras"
138 39 "CC du Guillestrois et du Queyras"
139 39 "CC du Guillestrois et du Queyras"
140 39 "CC du Guillestrois et du Queyras"
141 39 "CC du Guillestrois et du Queyras"
142 5 "CC Buëch-Dévoluy"
143 5 "CC Buëch-Dévoluy"
144 5 "CC Buëch-Dévoluy"
145 7 "CC Champsaur-Valgaudemar"
146 7 "CC Champsaur-Valgaudemar"
147 7 "CC Champsaur-Valgaudemar"
148 7 "CC Champsaur-Valgaudemar"
149 7 "CC Champsaur-Valgaudemar"
150 7 "CC Champsaur-Valgaudemar"
151 15 "CC du Pays des Ecrins"
152 15 "CC du Pays des Ecrins"
153 39 "CC du Guillestrois et du Queyras"
154 39 "CC du Guillestrois et du Queyras"
155 39 "CC du Guillestrois et du Queyras"
156 5 "CC Buëch-Dévoluy"
157 5 "CC Buëch-Dévoluy"
158 5 "CC Buëch-Dévoluy"
159 7 "CC Champsaur-Valgaudemar"
160 7 "CC Champsaur-Valgaudemar"
161 7 "CC Champsaur-Valgaudemar"
162 7 "CC Champsaur-Valgaudemar"
163 7 "CC Champsaur-Valgaudemar"
164 7 "CC Champsaur-Valgaudemar"
165 7 "CC Champsaur-Valgaudemar"
166 7 "CC Champsaur-Valgaudemar"
167 7 "CC Champsaur-Valgaudemar"
168 39 "CC du Guillestrois et du Queyras"
169 39 "CC du Guillestrois et du Queyras"
170 39 "CC du Guillestrois et du Queyras"
171 5 "CC Buëch-Dévoluy"
172 5 "CC Buëch-Dévoluy"
173 5 "CC Buëch-Dévoluy"
174 5 "CC Buëch-Dévoluy"
175 5 "CC Buëch-Dévoluy"
176 7 "CC Champsaur-Valgaudemar"
177 7 "CC Champsaur-Valgaudemar"
178 7 "CC Champsaur-Valgaudemar"
179 7 "CC Champsaur-Valgaudemar"
180 7 "CC Champsaur-Valgaudemar"
181 7 "CC Champsaur-Valgaudemar"
182 7 "CC Champsaur-Valgaudemar"
183 7 "CC Champsaur-Valgaudemar"
184 7 "CC Champsaur-Valgaudemar"
185 7 "CC Champsaur-Valgaudemar"
186 7 "CC Champsaur-Valgaudemar"
187 7 "CC Champsaur-Valgaudemar"
188 7 "CC Champsaur-Valgaudemar"
189 7 "CC Champsaur-Valgaudemar"
190 39 "CC du Guillestrois et du Queyras"
191 39 "CC du Guillestrois et du Queyras"
192 39 "CC du Guillestrois et du Queyras"
193 39 "CC du Guillestrois et du Queyras"
194 39 "CC du Guillestrois et du Queyras"
195 39 "CC du Guillestrois et du Queyras"
196 39 "CC du Guillestrois et du Queyras"
197 39 "CC du Guillestrois et du Queyras"
198 5 "CC Buëch-Dévoluy"
199 5 "CC Buëch-Dévoluy"
200 5 "CC Buëch-Dévoluy"
201 5 "CC Buëch-Dévoluy"
202 7 "CC Champsaur-Valgaudemar"
203 7 "CC Champsaur-Valgaudemar"
204 7 "CC Champsaur-Valgaudemar"
205 7 "CC Champsaur-Valgaudemar"
206 7 "CC Champsaur-Valgaudemar"
207 7 "CC Champsaur-Valgaudemar"
208 7 "CC Champsaur-Valgaudemar"
209 7 "CC Champsaur-Valgaudemar"
210 7 "CC Champsaur-Valgaudemar"
211 7 "CC Champsaur-Valgaudemar"
212 7 "CC Champsaur-Valgaudemar"
213 7 "CC Champsaur-Valgaudemar"
214 39 "CC du Guillestrois et du Queyras"
215 39 "CC du Guillestrois et du Queyras"
216 39 "CC du Guillestrois et du Queyras"
217 39 "CC du Guillestrois et du Queyras"
218 39 "CC du Guillestrois et du Queyras"
219 39 "CC du Guillestrois et du Queyras"
220 5 "CC Buëch-Dévoluy"
221 5 "CC Buëch-Dévoluy"
222 7 "CC Champsaur-Valgaudemar"
223 7 "CC Champsaur-Valgaudemar"
224 7 "CC Champsaur-Valgaudemar"
225 7 "CC Champsaur-Valgaudemar"
226 7 "CC Champsaur-Valgaudemar"
227 7 "CC Champsaur-Valgaudemar"
228 7 "CC Champsaur-Valgaudemar"
229 14 "CC Serre-Ponçon"
230 39 "CC du Guillestrois et du Queyras"
231 39 "CC du Guillestrois et du Queyras"
232 39 "CC du Guillestrois et du Queyras"
233 39 "CC du Guillestrois et du Queyras"
234 39 "CC du Guillestrois et du Queyras"
235 5 "CC Buëch-Dévoluy"
236 5 "CC Buëch-Dévoluy"
237 7 "CC Champsaur-Valgaudemar"
238 7 "CC Champsaur-Valgaudemar"
239 7 "CC Champsaur-Valgaudemar"
240 7 "CC Champsaur-Valgaudemar"
241 7 "CC Champsaur-Valgaudemar"
242 7 "CC Champsaur-Valgaudemar"
243 7 "CC Champsaur-Valgaudemar"
244 14 "CC Serre-Ponçon"
245 14 "CC Serre-Ponçon"
246 14 "CC Serre-Ponçon"
247 39 "CC du Guillestrois et du Queyras"
248 39 "CC du Guillestrois et du Queyras"
249 5 "CC Buëch-Dévoluy"
250 5 "CC Buëch-Dévoluy"
251 5 "CC Buëch-Dévoluy"
252 49 "CA Gap-Tallard-Durance"
253 49 "CA Gap-Tallard-Durance"
254 6 "CC Serre-Ponçon Val d'Avance"
255 7 "CC Champsaur-Valgaudemar"
256 7 "CC Champsaur-Valgaudemar"
257 7 "CC Champsaur-Valgaudemar"
258 14 "CC Serre-Ponçon"
259 14 "CC Serre-Ponçon"
260 14 "CC Serre-Ponçon"
261 14 "CC Serre-Ponçon"
262 39 "CC du Guillestrois et du Queyras"
263 39 "CC du Guillestrois et du Queyras"
264 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
265 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
266 5 "CC Buëch-Dévoluy"
267 5 "CC Buëch-Dévoluy"
268 5 "CC Buëch-Dévoluy"
269 5 "CC Buëch-Dévoluy"
270 49 "CA Gap-Tallard-Durance"
271 49 "CA Gap-Tallard-Durance"
272 49 "CA Gap-Tallard-Durance"
273 6 "CC Serre-Ponçon Val d'Avance"
274 6 "CC Serre-Ponçon Val d'Avance"
275 14 "CC Serre-Ponçon"
276 14 "CC Serre-Ponçon"
277 14 "CC Serre-Ponçon"
278 14 "CC Serre-Ponçon"
279 14 "CC Serre-Ponçon"
280 39 "CC du Guillestrois et du Queyras"
281 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
282 5 "CC Buëch-Dévoluy"
283 5 "CC Buëch-Dévoluy"
284 5 "CC Buëch-Dévoluy"
285 5 "CC Buëch-Dévoluy"
286 5 "CC Buëch-Dévoluy"
287 5 "CC Buëch-Dévoluy"
288 5 "CC Buëch-Dévoluy"
289 5 "CC Buëch-Dévoluy"
290 5 "CC Buëch-Dévoluy"
291 49 "CA Gap-Tallard-Durance"
292 49 "CA Gap-Tallard-Durance"
293 49 "CA Gap-Tallard-Durance"
294 49 "CA Gap-Tallard-Durance"
295 6 "CC Serre-Ponçon Val d'Avance"
296 6 "CC Serre-Ponçon Val d'Avance"
297 6 "CC Serre-Ponçon Val d'Avance"
298 6 "CC Serre-Ponçon Val d'Avance"
299 6 "CC Serre-Ponçon Val d'Avance"
300 14 "CC Serre-Ponçon"
301 14 "CC Serre-Ponçon"
302 14 "CC Serre-Ponçon"
303 14 "CC Serre-Ponçon"
304 14 "CC Serre-Ponçon"
305 14 "CC Serre-Ponçon"
306 14 "CC Serre-Ponçon"
307 14 "CC Serre-Ponçon"
308 39 "CC du Guillestrois et du Queyras"
309 5 "CC Buëch-Dévoluy"
310 5 "CC Buëch-Dévoluy"
311 5 "CC Buëch-Dévoluy"
312 5 "CC Buëch-Dévoluy"
313 5 "CC Buëch-Dévoluy"
314 5 "CC Buëch-Dévoluy"
315 5 "CC Buëch-Dévoluy"
316 5 "CC Buëch-Dévoluy"
317 5 "CC Buëch-Dévoluy"
318 5 "CC Buëch-Dévoluy"
319 49 "CA Gap-Tallard-Durance"
320 49 "CA Gap-Tallard-Durance"
321 49 "CA Gap-Tallard-Durance"
322 49 "CA Gap-Tallard-Durance"
323 49 "CA Gap-Tallard-Durance"
324 6 "CC Serre-Ponçon Val d'Avance"
325 6 "CC Serre-Ponçon Val d'Avance"
326 6 "CC Serre-Ponçon Val d'Avance"
327 6 "CC Serre-Ponçon Val d'Avance"
328 6 "CC Serre-Ponçon Val d'Avance"
329 14 "CC Serre-Ponçon"
330 14 "CC Serre-Ponçon"
331 14 "CC Serre-Ponçon"
332 14 "CC Serre-Ponçon"
333 14 "CC Serre-Ponçon"
334 14 "CC Serre-Ponçon"
335 14 "CC Serre-Ponçon"
336 14 "CC Serre-Ponçon"
337 14 "CC Serre-Ponçon"
338 14 "CC Serre-Ponçon"
339 14 "CC Serre-Ponçon"
340 14 "CC Serre-Ponçon"
341 14 "CC Serre-Ponçon"
342 14 "CC Serre-Ponçon"
343 39 "CC du Guillestrois et du Queyras"
344 5 "CC Buëch-Dévoluy"
345 5 "CC Buëch-Dévoluy"
346 5 "CC Buëch-Dévoluy"
347 5 "CC Buëch-Dévoluy"
348 5 "CC Buëch-Dévoluy"
349 5 "CC Buëch-Dévoluy"
350 5 "CC Buëch-Dévoluy"
351 5 "CC Buëch-Dévoluy"
352 5 "CC Buëch-Dévoluy"
353 5 "CC Buëch-Dévoluy"
354 5 "CC Buëch-Dévoluy"
355 5 "CC Buëch-Dévoluy"
356 5 "CC Buëch-Dévoluy"
357 49 "CA Gap-Tallard-Durance"
358 49 "CA Gap-Tallard-Durance"
359 49 "CA Gap-Tallard-Durance"
360 49 "CA Gap-Tallard-Durance"
361 6 "CC Serre-Ponçon Val d'Avance"
362 6 "CC Serre-Ponçon Val d'Avance"
363 6 "CC Serre-Ponçon Val d'Avance"
364 6 "CC Serre-Ponçon Val d'Avance"
365 6 "CC Serre-Ponçon Val d'Avance"
366 6 "CC Serre-Ponçon Val d'Avance"
367 14 "CC Serre-Ponçon"
368 14 "CC Serre-Ponçon"
369 14 "CC Serre-Ponçon"
370 14 "CC Serre-Ponçon"
371 14 "CC Serre-Ponçon"
372 14 "CC Serre-Ponçon"
373 14 "CC Serre-Ponçon"
374 14 "CC Serre-Ponçon"
375 14 "CC Serre-Ponçon"
376 14 "CC Serre-Ponçon"
377 14 "CC Serre-Ponçon"
378 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
379 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
380 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
381 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
382 5 "CC Buëch-Dévoluy"
383 5 "CC Buëch-Dévoluy"
384 5 "CC Buëch-Dévoluy"
385 5 "CC Buëch-Dévoluy"
386 5 "CC Buëch-Dévoluy"
387 5 "CC Buëch-Dévoluy"
388 5 "CC Buëch-Dévoluy"
389 5 "CC Buëch-Dévoluy"
390 49 "CA Gap-Tallard-Durance"
391 49 "CA Gap-Tallard-Durance"
392 49 "CA Gap-Tallard-Durance"
393 49 "CA Gap-Tallard-Durance"
394 49 "CA Gap-Tallard-Durance"
395 49 "CA Gap-Tallard-Durance"
396 6 "CC Serre-Ponçon Val d'Avance"
397 6 "CC Serre-Ponçon Val d'Avance"
398 6 "CC Serre-Ponçon Val d'Avance"
399 14 "CC Serre-Ponçon"
400 14 "CC Serre-Ponçon"
401 14 "CC Serre-Ponçon"
402 14 "CC Serre-Ponçon"
403 14 "CC Serre-Ponçon"
404 14 "CC Serre-Ponçon"
405 14 "CC Serre-Ponçon"
406 14 "CC Serre-Ponçon"
407 14 "CC Serre-Ponçon"
408 14 "CC Serre-Ponçon"
409 14 "CC Serre-Ponçon"
410 14 "CC Serre-Ponçon"
411 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
412 5 "CC Buëch-Dévoluy"
413 5 "CC Buëch-Dévoluy"
414 5 "CC Buëch-Dévoluy"
415 5 "CC Buëch-Dévoluy"
416 5 "CC Buëch-Dévoluy"
417 5 "CC Buëch-Dévoluy"
418 5 "CC Buëch-Dévoluy"
419 5 "CC Buëch-Dévoluy"
420 5 "CC Buëch-Dévoluy"
421 49 "CA Gap-Tallard-Durance"
422 49 "CA Gap-Tallard-Durance"
423 49 "CA Gap-Tallard-Durance"
424 49 "CA Gap-Tallard-Durance"
425 49 "CA Gap-Tallard-Durance"
426 49 "CA Gap-Tallard-Durance"
427 49 "CA Gap-Tallard-Durance"
428 6 "CC Serre-Ponçon Val d'Avance"
429 6 "CC Serre-Ponçon Val d'Avance"
430 6 "CC Serre-Ponçon Val d'Avance"
431 6 "CC Serre-Ponçon Val d'Avance"
432 6 "CC Serre-Ponçon Val d'Avance"
433 14 "CC Serre-Ponçon"
434 14 "CC Serre-Ponçon"
435 14 "CC Serre-Ponçon"
436 14 "CC Serre-Ponçon"
437 14 "CC Serre-Ponçon"
438 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
439 5 "CC Buëch-Dévoluy"
440 5 "CC Buëch-Dévoluy"
441 5 "CC Buëch-Dévoluy"
442 5 "CC Buëch-Dévoluy"
443 5 "CC Buëch-Dévoluy"
444 5 "CC Buëch-Dévoluy"
445 5 "CC Buëch-Dévoluy"
446 5 "CC Buëch-Dévoluy"
447 5 "CC Buëch-Dévoluy"
448 49 "CA Gap-Tallard-Durance"
449 49 "CA Gap-Tallard-Durance"
450 49 "CA Gap-Tallard-Durance"
451 49 "CA Gap-Tallard-Durance"
452 49 "CA Gap-Tallard-Durance"
453 49 "CA Gap-Tallard-Durance"
454 49 "CA Gap-Tallard-Durance"
455 6 "CC Serre-Ponçon Val d'Avance"
456 6 "CC Serre-Ponçon Val d'Avance"
457 6 "CC Serre-Ponçon Val d'Avance"
458 14 "CC Serre-Ponçon"
459 14 "CC Serre-Ponçon"
460 14 "CC Serre-Ponçon"
461 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
462 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
463 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
464 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
465 50 "CC du Sisteronais-Buëch"
466 50 "CC du Sisteronais-Buëch"
467 5 "CC Buëch-Dévoluy"
468 5 "CC Buëch-Dévoluy"
469 5 "CC Buëch-Dévoluy"
470 5 "CC Buëch-Dévoluy"
471 5 "CC Buëch-Dévoluy"
472 5 "CC Buëch-Dévoluy"
473 5 "CC Buëch-Dévoluy"
474 49 "CA Gap-Tallard-Durance"
475 49 "CA Gap-Tallard-Durance"
476 49 "CA Gap-Tallard-Durance"
477 49 "CA Gap-Tallard-Durance"
478 49 "CA Gap-Tallard-Durance"
479 49 "CA Gap-Tallard-Durance"
480 49 "CA Gap-Tallard-Durance"
481 6 "CC Serre-Ponçon Val d'Avance"
482 6 "CC Serre-Ponçon Val d'Avance"
483 6 "CC Serre-Ponçon Val d'Avance"
484 6 "CC Serre-Ponçon Val d'Avance"
485 6 "CC Serre-Ponçon Val d'Avance"
486 6 "CC Serre-Ponçon Val d'Avance"
487 6 "CC Serre-Ponçon Val d'Avance"
488 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
489 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
490 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
491 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
492 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
493 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
494 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
495 50 "CC du Sisteronais-Buëch"
496 50 "CC du Sisteronais-Buëch"
497 50 "CC du Sisteronais-Buëch"
498 50 "CC du Sisteronais-Buëch"
499 50 "CC du Sisteronais-Buëch"
500 50 "CC du Sisteronais-Buëch"
501 50 "CC du Sisteronais-Buëch"
502 50 "CC du Sisteronais-Buëch"
503 50 "CC du Sisteronais-Buëch"
504 5 "CC Buëch-Dévoluy"
505 5 "CC Buëch-Dévoluy"
506 49 "CA Gap-Tallard-Durance"
507 49 "CA Gap-Tallard-Durance"
508 49 "CA Gap-Tallard-Durance"
509 49 "CA Gap-Tallard-Durance"
510 49 "CA Gap-Tallard-Durance"
511 49 "CA Gap-Tallard-Durance"
512 49 "CA Gap-Tallard-Durance"
513 6 "CC Serre-Ponçon Val d'Avance"
514 6 "CC Serre-Ponçon Val d'Avance"
515 6 "CC Serre-Ponçon Val d'Avance"
516 6 "CC Serre-Ponçon Val d'Avance"
517 6 "CC Serre-Ponçon Val d'Avance"
518 6 "CC Serre-Ponçon Val d'Avance"
519 6 "CC Serre-Ponçon Val d'Avance"
520 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
521 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
522 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
523 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
524 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
525 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
526 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
527 50 "CC du Sisteronais-Buëch"
528 50 "CC du Sisteronais-Buëch"
529 50 "CC du Sisteronais-Buëch"
530 50 "CC du Sisteronais-Buëch"
531 50 "CC du Sisteronais-Buëch"
532 50 "CC du Sisteronais-Buëch"
533 50 "CC du Sisteronais-Buëch"
534 50 "CC du Sisteronais-Buëch"
535 50 "CC du Sisteronais-Buëch"
536 50 "CC du Sisteronais-Buëch"
537 49 "CA Gap-Tallard-Durance"
538 49 "CA Gap-Tallard-Durance"
539 49 "CA Gap-Tallard-Durance"
540 49 "CA Gap-Tallard-Durance"
541 49 "CA Gap-Tallard-Durance"
542 49 "CA Gap-Tallard-Durance"
543 6 "CC Serre-Ponçon Val d'Avance"
544 6 "CC Serre-Ponçon Val d'Avance"
545 6 "CC Serre-Ponçon Val d'Avance"
546 6 "CC Serre-Ponçon Val d'Avance"
547 6 "CC Serre-Ponçon Val d'Avance"
548 6 "CC Serre-Ponçon Val d'Avance"
549 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
550 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
551 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
552 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
553 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
554 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
555 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
556 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
557 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
558 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
559 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
560 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
561 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
562 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
563 50 "CC du Sisteronais-Buëch"
564 50 "CC du Sisteronais-Buëch"
565 50 "CC du Sisteronais-Buëch"
566 50 "CC du Sisteronais-Buëch"
567 50 "CC du Sisteronais-Buëch"
568 50 "CC du Sisteronais-Buëch"
569 50 "CC du Sisteronais-Buëch"
570 50 "CC du Sisteronais-Buëch"
571 49 "CA Gap-Tallard-Durance"
572 49 "CA Gap-Tallard-Durance"
573 49 "CA Gap-Tallard-Durance"
574 49 "CA Gap-Tallard-Durance"
575 49 "CA Gap-Tallard-Durance"
576 49 "CA Gap-Tallard-Durance"
577 49 "CA Gap-Tallard-Durance"
578 50 "CC du Sisteronais-Buëch"
579 50 "CC du Sisteronais-Buëch"
580 6 "CC Serre-Ponçon Val d'Avance"
581 6 "CC Serre-Ponçon Val d'Avance"
582 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
583 47 "CA Provence-Alpes-Agglomération"
584 47 "CA Provence-Alpes-Agglomération"
585 47 "CA Provence-Alpes-Agglomération"
586 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
587 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
588 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
589 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
590 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
591 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
592 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
593 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
594 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
595 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
596 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
597 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
598 50 "CC du Sisteronais-Buëch"
599 50 "CC du Sisteronais-Buëch"
600 50 "CC du Sisteronais-Buëch"
601 50 "CC du Sisteronais-Buëch"
602 50 "CC du Sisteronais-Buëch"
603 50 "CC du Sisteronais-Buëch"
604 50 "CC du Sisteronais-Buëch"
605 50 "CC du Sisteronais-Buëch"
606 50 "CC du Sisteronais-Buëch"
607 50 "CC du Sisteronais-Buëch"
608 50 "CC du Sisteronais-Buëch"
609 50 "CC du Sisteronais-Buëch"
610 50 "CC du Sisteronais-Buëch"
611 50 "CC du Sisteronais-Buëch"
612 50 "CC du Sisteronais-Buëch"
613 49 "CA Gap-Tallard-Durance"
614 49 "CA Gap-Tallard-Durance"
615 49 "CA Gap-Tallard-Durance"
616 50 "CC du Sisteronais-Buëch"
617 50 "CC du Sisteronais-Buëch"
618 50 "CC du Sisteronais-Buëch"
619 50 "CC du Sisteronais-Buëch"
620 50 "CC du Sisteronais-Buëch"
621 47 "CA Provence-Alpes-Agglomération"
622 47 "CA Provence-Alpes-Agglomération"
623 47 "CA Provence-Alpes-Agglomération"
624 47 "CA Provence-Alpes-Agglomération"
625 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
626 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
627 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
628 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
629 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
630 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
631 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
632 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
633 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
634 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
635 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
636 50 "CC du Sisteronais-Buëch"
637 50 "CC du Sisteronais-Buëch"
638 50 "CC du Sisteronais-Buëch"
639 50 "CC du Sisteronais-Buëch"
640 50 "CC du Sisteronais-Buëch"
641 50 "CC du Sisteronais-Buëch"
642 50 "CC du Sisteronais-Buëch"
643 50 "CC du Sisteronais-Buëch"
644 50 "CC du Sisteronais-Buëch"
645 50 "CC du Sisteronais-Buëch"
646 50 "CC du Sisteronais-Buëch"
647 50 "CC du Sisteronais-Buëch"
