location subarea numcant
263 57 0511
264 17 0404
265 17 0404
266 12 0503
267 12 0503
268 46 0509
269 46 0509
270 188 0599
271 188 0599
272 188 0599
273 23 0505
274 23 0505
275 105 0521
276 105 0521
277 42 0508
278 42 0508
279 42 0508
280 57 0511
281 17 0404
282 12 0503
283 12 0503
284 12 0503
285 118 0524
286 118 0524
287 46 0509
288 46 0509
289 46 0509
290 46 0509
291 188 0599
292 188 0599
293 188 0599
294 188 0599
295 23 0505
296 23 0505
297 23 0505
298 23 0505
299 23 0505
300 105 0521
301 105 0521
302 105 0521
303 105 0521
304 42 0508
305 42 0508
306 42 0508
307 42 0508
308 57 0511
309 12 0503
310 12 0503
311 118 0524
312 118 0524
313 118 0524
314 118 0524
315 46 0509
316 46 0509
317 46 0509
318 46 0509
319 188 0599
320 188 0599
321 188 0599
322 188 0599
323 188 0599
324 23 0505
325 23 0505
326 23 0505
327 23 0505
328 23 0505
329 35 0507
330 35 0507
331 35 0507
332 105 0521
333 105 0521
334 105 0521
335 105 0521
336 105 0521
337 42 0508
338 42 0508
339 42 0508
340 42 0508
341 42 0508
342 42 0508
343 57 0511
344 12 0503
345 12 0503
346 12 0503
347 12 0503
348 12 0503
349 118 0524
350 118 0524
351 118 0524
352 118 0524
353 118 0524
354 46 0509
355 46 0509
356 46 0509
357 46 0509
358 188 0599
359 188 0599
360 188 0599
361 23 0505
362 23 0505
363 23 0505
364 23 0505
365 23 0505
366 23 0505
367 35 0507
368 35 0507
369 35 0507
370 35 0507
371 105 0521
372 105 0521
373 42 0508
374 42 0508
375 42 0508
376 42 0508
377 42 0508
378 17 0404
379 17 0404
380 17 0404
381 17 0404
382 12 0503
383 12 0503
384 118 0524
385 118 0524
386 118 0524
387 118 0524
388 46 0509
389 46 0509
390 46 0509
391 46 0509
392 188 0599
393 188 0599
394 188 0599
395 114 0523
396 23 0505
397 23 0505
398 23 0505
399 35 0507
400 35 0507
401 35 0507
402 105 0521
403 105 0521
404 105 0521
405 42 0508
406 42 0508
407 42 0508
408 42 0508
409 42 0508
410 42 0508
411 17 0404
412 12 0503
413 12 0503
414 12 0503
415 12 0503
416 118 0524
417 118 0524
418 118 0524
419 118 0524
420 46 0509
421 46 0509
422 46 0509
423 46 0509
424 188 0599
425 188 0599
426 114 0523
427 114 0523
428 23 0505
429 23 0505
430 35 0507
431 35 0507
432 35 0507
433 105 0521
434 63 0412
435 42 0508
436 42 0508
437 42 0508
438 17 0404
439 12 0503
440 12 0503
441 12 0503
442 12 0503
443 118 0524
444 118 0524
445 118 0524
446 118 0524
447 118 0524
448 114 0523
449 114 0523
450 114 0523
451 114 0523
452 114 0523
453 114 0523
454 114 0523
455 23 0505
456 23 0505
457 35 0507
458 105 0521
459 105 0521
460 42 0508
461 17 0404
462 17 0404
463 17 0404
464 17 0404
465 111 0522
466 111 0522
467 12 0503
468 12 0503
469 111 0522
470 118 0524
471 118 0524
472 118 0524
473 118 0524
474 18 0504
475 114 0523
476 114 0523
477 114 0523
478 114 0523
479 114 0523
480 114 0523
481 132 0428
482 132 0428
483 35 0507
484 35 0507
485 35 0507
486 35 0507
487 35 0507
488 63 0412
489 63 0412
490 63 0412
491 63 0412
492 17 0404
493 17 0404
494 17 0404
495 86 0517
496 86 0517
497 111 0522
498 111 0522
499 111 0522
500 111 0522
501 111 0522
502 111 0522
503 111 0522
504 118 0524
505 118 0524
506 18 0504
507 18 0504
508 114 0523
509 114 0523
510 114 0523
511 114 0523
512 114 0523
513 132 0428
514 132 0428
515 132 0428
516 35 0507
517 35 0507
518 35 0507
519 35 0507
520 63 0412
521 63 0412
522 63 0412
523 63 0412
524 63 0412
525 17 0404
526 17 0404
527 86 0517
528 111 0522
529 111 0522
530 111 0522
531 111 0522
532 111 0522
533 111 0522
534 111 0522
535 111 0522
536 111 0522
537 18 0504
538 18 0504
539 114 0523
540 114 0523
541 114 0523
542 84 0416
543 132 0428
544 132 0428
545 132 0428
546 35 0507
547 35 0507
548 35 0507
549 63 0412
550 63 0412
551 63 0412
552 63 0412
553 63 0412
554 63 0412
555 63 0412
556 63 0412
557 63 0412
558 17 0404
559 17 0404
560 17 0404
561 17 0404
562 17 0404
563 86 0517
564 111 0522
565 111 0522
566 111 0522
567 111 0522
568 111 0522
569 111 0522
570 111 0522
571 18 0504
572 18 0504
573 18 0504
574 114 0523
575 114 0523
576 84 0416
577 84 0416
578 132 0428
579 132 0428
580 35 0507
581 35 0507
582 63 0412
583 125 0426
584 125 0426
585 125 0426
586 63 0412
587 63 0412
588 63 0412
589 63 0412
590 63 0412
591 17 0404
592 17 0404
593 17 0404
594 17 0404
595 17 0404
596 17 0404
597 17 0404
598 86 0517
599 86 0517
600 86 0517
601 86 0517
602 86 0517
603 111 0522
604 111 0522
605 111 0522
606 111 0522
607 111 0522
608 111 0522
609 111 0522
610 111 0522
611 111 0522
612 67 0512
613 18 0504
614 84 0416
615 84 0416
616 132 0428
617 132 0428
618 132 0428
619 132 0428
620 132 0428
621 125 0426
622 125 0426
623 125 0426
624 125 0426
625 63 0412
626 63 0412
627 63 0412
628 63 0412
629 17 0404
630 17 0404
631 17 0404
632 17 0404
633 17 0404
634 17 0404
635 17 0404
636 86 0517
637 86 0517
638 86 0517
639 86 0517
640 86 0517
641 111 0522
642 111 0522
643 111 0522
644 111 0522
645 111 0522
646 67 0512
647 67 0512
648 67 0512
649 67 0512
650 84 0416
651 84 0416
652 84 0416
653 132 0428
654 132 0428
655 125 0426
656 125 0426
657 125 0426
658 125 0426
659 125 0426
660 63 0412
661 17 0404
662 17 0404
663 17 0404
664 17 0404
665 17 0404
666 17 0404
667 86 0517
668 86 0517
669 86 0517
670 86 0517
671 86 0517
672 86 0517
673 86 0517
674 111 0522
675 111 0522
676 111 0522
677 67 0512
678 67 0512
679 67 0512
680 67 0512
681 67 0512
682 84 0416
683 84 0416
684 84 0416
685 132 0428
686 125 0426
687 125 0426
688 125 0426
689 125 0426
690 125 0426
691 63 0412
692 17 0404
693 17 0404
694 86 0517
695 86 0517
696 86 0517
697 86 0517
698 86 0517
699 86 0517
700 86 0517
701 86 0517
702 86 0517
703 78 0515
704 78 0515
705 78 0515
706 67 0512
707 67 0512
708 67 0512
709 67 0512
710 67 0512
711 67 0512
712 84 0416
713 84 0416
714 84 0416
715 84 0416
716 84 0416
717 84 0416
718 132 0428
719 125 0426
720 125 0426
721 125 0426
722 125 0426
723 125 0426
724 125 0426
725 112 0622
726 112 0622
727 86 0517
728 86 0517
729 78 0515
730 78 0515
731 78 0515
732 67 0512
733 67 0512
734 67 0512
735 67 0512
736 67 0512
737 84 0416
738 84 0416
739 84 0416
740 84 0416
741 84 0416
742 84 0416
743 84 0416
744 84 0416
745 132 0428
746 132 0428
747 132 0428
748 125 0426
749 125 0426
750 125 0426
751 125 0426
752 17 0404
753 17 0404
754 17 0404
755 78 0515
756 78 0515
757 78 0515
758 78 0515
759 78 0515
760 78 0515
761 67 0512
762 67 0512
763 67 0512
764 67 0512
765 84 0416
766 84 0416
767 84 0416
768 84 0416
769 84 0416
770 84 0416
771 84 0416
772 132 0428
773 125 0426
774 125 0426
775 125 0426
776 34 0407
777 112 0622
778 31 8406
779 31 8406
780 31 8406
781 78 0515
782 78 0515
783 78 0515
784 78 0515
785 78 0515
786 78 0515
787 82 0516
788 129 0427
789 67 0512
790 67 0512
791 84 0416
792 84 0416
793 84 0416
794 84 0416
795 132 0428
796 132 0428
797 125 0426
798 125 0426
799 125 0426
800 34 0407
801 34 0407
802 112 0622
803 112 0622
804 31 8406
805 31 8406
806 31 8406
807 31 8406
808 31 8406
809 31 8406
810 108 8421
811 108 8421
812 78 0515
813 78 0515
814 78 0515
815 82 0516
816 82 0516
817 129 0427
818 129 0427
819 67 0512
820 67 0512
821 84 0416
822 84 0416
823 84 0416
824 84 0416
825 84 0416
826 84 0416
827 132 0428
828 125 0426
829 125 0426
830 125 0426
831 125 0426
832 125 0426
833 61 0411
834 34 0407
835 34 0407
836 34 0407
837 112 0622
838 112 0622
839 31 8406
840 31 8406
841 31 8406
842 31 8406
843 31 8406
844 31 8406
845 108 8421
846 108 8421
847 108 8421
848 108 8421
849 108 8421
850 108 8421
851 108 8421
852 82 0516
853 82 0516
854 82 0516
855 82 0516
856 129 0427
857 129 0427
858 67 0512
859 84 0416
860 84 0416
861 84 0416
862 84 0416
863 84 0416
864 129 0427
865 129 0427
866 125 0426
867 125 0426
868 125 0426
869 61 0411
870 34 0407
871 34 0407
872 60 0611
873 60 0611
874 112 0622
875 112 0622
876 31 8406
877 31 8406
878 31 8406
879 31 8406
880 31 8406
881 31 8406
882 31 8406
883 31 8406
884 108 8421
885 108 8421
886 108 8421
887 108 8421
888 108 8421
889 108 8421
890 108 8421
891 108 8421
892 108 8421
893 82 0516
894 82 0516
895 82 0516
896 82 0516
897 82 0516
898 82 0516
899 129 0427
900 129 0427
901 84 0416
902 84 0416
903 84 0416
904 84 0416
905 129 0427
906 129 0427
907 129 0427
908 129 0427
909 43 0408
910 61 0411
911 61 0411
912 61 0411
913 60 0611
914 112 0622
915 112 0622
916 112 0622
917 112 0622
918 31 8406
919 31 8406
920 31 8406
921 31 8406
922 31 8406
923 31 8406
924 31 8406
925 31 8406
926 108 8421
927 108 8421
928 108 8421
929 108 8421
930 108 8421
931 108 8421
932 108 8421
933 108 8421
934 77 8414
935 108 8421
936 82 0516
937 82 0516
938 82 0516
939 82 0516
940 129 0427
941 129 0427
942 129 0427
943 129 0427
944 129 0427
945 129 0427
946 129 0427
947 129 0427
948 43 0408
949 61 0411
950 61 0411
951 61 0411
952 61 0411
953 34 0407
954 34 0407
955 60 0611
956 112 0622
957 112 0622
958 112 0622
959 112 0622
960 112 0622
961 31 8406
962 31 8406
963 31 8406
964 31 8406
965 83 8416
966 31 8406
967 31 8406
968 31 8406
969 108 8421
970 108 8421
971 108 8421
972 108 8421
973 108 8421
974 108 8421
975 108 8421
976 108 8421
977 77 8414
978 77 8414
979 82 0516
980 82 0516
981 82 0516
982 82 0516
983 82 0516
984 82 0516
985 129 0427
986 129 0427
987 129 0427
988 129 0427
989 129 0427
990 141 0431
991 141 0431
992 43 0408
993 43 0408
994 43 0408
995 61 0411
996 61 0411
997 61 0411
998 61 0411
999 34 0407
1000 34 0407
1001 34 0407
1002 60 0611
1003 112 0622
1004 112 0622
1005 31 8406
1006 31 8406
1007 31 8406
1008 83 8416
1009 83 8416
1010 31 8406
1011 31 8406
1012 83 8416
1013 108 8421
1014 108 8421
1015 108 8421
1016 108 8421
1017 108 8421
1018 108 8421
1019 108 8421
1020 77 8414
1021 77 8414
1022 77 8414
1023 77 8414
1024 77 8414
1025 77 8414
1026 77 8414
1027 77 8414
1028 77 8414
1029 93 0418
1030 93 0418
1031 93 0418
1032 93 0418
1033 129 0427
1034 129 0427
1035 129 0427
1036 129 0427
1037 141 0431
1038 141 0431
1039 43 0408
1040 43 0408
1041 43 0408
1042 61 0411
1043 61 0411
1044 61 0411
1045 61 0411
1046 61 0411
1047 34 0407
1048 34 0407
1049 60 0611
1050 139 0631
1051 31 8406
1052 31 8406
1053 87 8417
1054 87 8417
1055 83 8416
1056 83 8416
1057 83 8416
1058 83 8416
1059 83 8416
1060 83 8416
1061 83 8416
1062 21 8404
1063 21 8404
1064 77 8414
1065 77 8414
1066 77 8414
1067 77 8414
1068 77 8414
1069 77 8414
1070 77 8414
1071 77 8414
1072 93 0418
1073 93 0418
1074 93 0418
1075 93 0418
1076 93 0418
1077 93 0418
1078 93 0418
1079 93 0418
1080 93 0418
1081 93 0418
1082 93 0418
1083 93 0418
1084 93 0418
1085 129 0427
1086 129 0427
1087 138 0430
1088 138 0430
1089 138 0430
1090 141 0431
1091 141 0431
1092 141 0431
1093 141 0431
1094 43 0408
1095 43 0408
1096 43 0408
1097 61 0411
1098 61 0411
1099 61 0411
1100 61 0411
1101 61 0411
1102 34 0407
1103 34 0407
1104 60 0611
1105 60 0611
1106 60 0611
1107 139 0631
1108 139 0631
1109 139 0631
1110 139 0631
1111 139 0631
1112 31 8406
1113 31 8406
1114 87 8417
1115 87 8417
1116 191 8499
1117 191 8499
1118 83 8416
1119 83 8416
1120 83 8416
1121 83 8416
1122 21 8404
1123 21 8404
1124 21 8404
1125 21 8404
1126 21 8404
1127 77 8414
1128 77 8414
1129 77 8414
1130 77 8414
1131 77 8414
1132 93 0418
1133 93 0418
1134 93 0418
1135 93 0418
1136 93 0418
1137 93 0418
1138 93 0418
1139 93 0418
1140 93 0418
1141 93 0418
1142 93 0418
1143 129 0427
1144 138 0430
1145 138 0430
1146 138 0430
1147 141 0431
1148 141 0431
1149 141 0431
1150 141 0431
1151 43 0408
1152 43 0408
1153 43 0408
1154 61 0411
1155 61 0411
1156 61 0411
1157 34 0407
1158 34 0407
1159 34 0407
1160 60 0611
1161 60 0611
1162 60 0611
1163 60 0611
1164 60 0611
1165 60 0611
1166 60 0611
1167 60 0611
1168 119 0624
1169 119 0624
1170 115 0623
1171 115 0623
1172 139 0631
1173 139 0631
1174 139 0631
1175 139 0631
1176 139 0631
1177 87 8417
1178 87 8417
1179 87 8417
1180 191 8499
1181 191 8499
1182 191 8499
1183 83 8416
1184 83 8416
1185 83 8416
1186 83 8416
1187 21 8404
1188 21 8404
1189 21 8404
1190 21 8404
1191 77 8414
1192 77 8414
1193 80 8415
1194 80 8415
1195 102 8420
1196 93 0418
1197 93 0418
1198 93 0418
1199 138 0430
1200 138 0430
1201 138 0430
1202 138 0430
1203 138 0430
1204 138 0430
1205 141 0431
1206 141 0431
1207 141 0431
1208 181 0497
1209 43 0408
1210 43 0408
1211 43 0408
1212 61 0411
1213 61 0411
1214 61 0411
1215 34 0407
1216 34 0407
1217 60 0611
1218 60 0611
1219 60 0611
1220 60 0611
1221 60 0611
1222 60 0611
1223 60 0611
1224 60 0611
1225 60 0611
1226 60 0611
1227 119 0624
1228 119 0624
1229 115 0623
1230 115 0623
1231 139 0631
1232 139 0631
1233 139 0631
1234 139 0631
1235 139 0631
1236 139 0631
1237 87 8417
1238 191 8499
1239 191 8499
1240 191 8499
1241 191 8499
1242 191 8499
1243 191 8499
1244 83 8416
1245 83 8416
1246 83 8416
1247 50 8409
1248 21 8404
1249 21 8404
1250 21 8404
1251 21 8404
1252 77 8414
1253 50 8409
1254 80 8415
1255 80 8415
1256 80 8415
1257 80 8415
1258 102 8420
1259 102 8420
1260 102 8420
1261 102 8420
1262 93 0418
1263 93 0418
1264 117 0423
1265 138 0430
1266 138 0430
1267 138 0430
1268 138 0430
1269 138 0430
1270 141 0431
1271 141 0431
1272 141 0431
1273 181 0497
1274 181 0497
1275 181 0497
1276 181 0497
1277 181 0497
1278 34 0407
1279 34 0407
1280 34 0407
1281 34 0407
1282 60 0611
1283 60 0611
1284 60 0611
1285 60 0611
1286 60 0611
1287 60 0611
1288 60 0611
1289 60 0611
1290 119 0624
1291 119 0624
1292 119 0624
1293 119 0624
1294 119 0624
1295 119 0624
1296 115 0623
1297 115 0623
1298 96 0619
1299 139 0631
1300 139 0631
1301 139 0631
1302 139 0631
1303 139 0631
1304 87 8417
1305 87 8417
1306 87 8417
1307 191 8499
1308 191 8499
1309 191 8499
1310 191 8499
1311 83 8416
1312 83 8416
1313 50 8409
1314 50 8409
1315 21 8404
1316 21 8404
1317 21 8404
1318 50 8409
1319 50 8409
1320 50 8409
1321 80 8415
1322 80 8415
1323 80 8415
1324 80 8415
1325 80 8415
1326 102 8420
1327 102 8420
1328 102 8420
1329 102 8420
1330 102 8420
1331 102 8420
1332 16 0403
1333 16 0403
1334 16 0403
1335 16 0403
1336 16 0403
1337 16 0403
1338 138 0430
1339 138 0430
1340 138 0430
1341 138 0430
1342 138 0430
1343 141 0431
1344 141 0431
1345 141 0431
1346 181 0497
1347 181 0497
1348 181 0497
1349 181 0497
1350 181 0497
1351 181 0497
1352 34 0407
1353 34 0407
1354 34 0407
1355 34 0407
1356 34 0407
1357 60 0611
1358 60 0611
1359 60 0611
1360 60 0611
1361 60 0611
1362 60 0611
1363 60 0611
1364 119 0624
1365 119 0624
1366 119 0624
1367 119 0624
1368 115 0623
1369 115 0623
1370 96 0619
1371 96 0619
1372 96 0619
1373 96 0619
1374 139 0631
1375 139 0631
1376 139 0631
1377 87 8417
1378 87 8417
1379 87 8417
1380 191 8499
1381 191 8499
1382 191 8499
1383 24 8405
1384 24 8405
1385 50 8409
1386 50 8409
1387 50 8409
1388 50 8409
1389 50 8409
1390 50 8409
1391 50 8409
1392 50 8409
1393 50 8409
1394 80 8415
1395 80 8415
1396 80 8415
1397 80 8415
1398 80 8415
1399 102 8420
1400 102 8420
1401 102 8420
1402 102 8420
1403 102 8420
1404 102 8420
1405 102 8420
1406 102 8420
1407 16 0403
1408 16 0403
1409 16 0403
1410 16 0403
1411 16 0403
1412 16 0403
1413 16 0403
1414 16 0403
1415 117 0423
1416 117 0423
1417 138 0430
1418 138 0430
1419 138 0430
1420 138 0430
1421 138 0430
1422 141 0431
1423 141 0431
1424 141 0431
1425 141 0431
1426 141 0431
1427 181 0497
1428 181 0497
1429 181 0497
1430 43 0408
1431 181 0497
1432 25 0405
1433 25 0405
1434 25 0405
1435 34 0407
1436 34 0407
1437 34 0407
1438 60 0611
1439 60 0611
1440 119 0624
1441 115 0623
1442 115 0623
1443 96 0619
1444 96 0619
1445 96 0619
1446 96 0619
1447 96 0619
1448 19 0604
1449 19 0604
1450 87 8417
1451 87 8417
1452 191 8499
1453 87 8417
1454 24 8405
1455 24 8405
1456 24 8405
1457 24 8405
1458 50 8409
1459 50 8409
1460 50 8409
1461 50 8409
1462 50 8409
1463 186 8498
1464 186 8498
1465 55 8410
1466 55 8410
1467 80 8415
1468 80 8415
1469 80 8415
1470 80 8415
1471 80 8415
1472 102 8420
1473 102 8420
1474 102 8420
1475 102 8420
1476 102 8420
1477 102 8420
1478 102 8420
1479 16 0403
1480 16 0403
1481 16 0403
1482 16 0403
1483 16 0403
1484 16 0403
1485 16 0403
1486 117 0423
1487 117 0423
1488 117 0423
1489 117 0423
1490 117 0423
1491 117 0423
1492 138 0430
1493 138 0430
1494 138 0430
1495 138 0430
1496 76 0414
1497 141 0431
1498 141 0431
1499 141 0431
1500 141 0431
1501 181 0497
1502 181 0497
1503 181 0497
1504 43 0408
1505 43 0408
1506 43 0408
1507 25 0405
1508 25 0405
1509 110 0422
1510 110 0422
1511 34 0407
1512 34 0407
1513 9 0402
1514 60 0611
1515 60 0611
1516 133 0629
1517 133 0629
1518 119 0624
1519 119 0624
1520 119 0624
1521 96 0619
1522 96 0619
1523 96 0619
1524 19 0604
1525 19 0604
1526 19 0604
1527 19 0604
1528 87 8417
1529 87 8417
1530 87 8417
1531 24 8405
1532 24 8405
1533 24 8405
1534 50 8409
1535 50 8409
1536 55 8410
1537 50 8409
1538 186 8498
1539 186 8498
1540 55 8410
1541 55 8410
1542 55 8410
1543 80 8415
1544 80 8415
1545 80 8415
1546 80 8415
1547 102 8420
1548 102 8420
1549 102 8420
1550 102 8420
1551 102 8420
1552 102 8420
1553 102 8420
1554 102 8420
1555 16 0403
1556 16 0403
1557 16 0403
1558 16 0403
1559 16 0403
1560 117 0423
1561 117 0423
1562 117 0423
1563 117 0423
1564 117 0423
1565 117 0423
1566 117 0423
1567 98 0419
1568 98 0419
1569 98 0419
1570 76 0414
1571 76 0414
1572 76 0414
1573 141 0431
1574 141 0431
1575 141 0431
1576 141 0431
1577 141 0431
1578 141 0431
1579 43 0408
1580 25 0405
1581 25 0405
1582 110 0422
1583 34 0407
1584 9 0402
1585 9 0402
1586 45 0409
1587 60 0611
1588 60 0611
1589 90 0618
1590 133 0629
1591 133 0629
1592 119 0624
1593 119 0624
1594 96 0619
1595 96 0619
1596 19 0604
1597 19 0604
1598 19 0604
1599 19 0604
1600 87 8417
1601 87 8417
1602 24 8405
1603 24 8405
1604 24 8405
1605 55 8410
1606 55 8410
1607 55 8410
1608 55 8410
1609 186 8498
1610 186 8498
1611 186 8498
1612 55 8410
1613 55 8410
1614 55 8410
1615 80 8415
1616 80 8415
1617 80 8415
1618 80 8415
1619 102 8420
1620 102 8420
1621 102 8420
1622 102 8420
1623 102 8420
1624 102 8420
1625 102 8420
1626 102 8420
1627 102 8420
1628 102 8420
1629 16 0403
1630 16 0403
1631 16 0403
1632 16 0403
1633 16 0403
1634 117 0423
1635 117 0423
1636 117 0423
1637 117 0423
1638 117 0423
1639 117 0423
1640 117 0423
1641 117 0423
1642 56 0410
1643 98 0419
1644 98 0419
1645 76 0414
1646 76 0414
1647 76 0414
1648 76 0414
1649 141 0431
1650 141 0431
1651 141 0431
1652 79 0415
1653 79 0415
1654 79 0415
1655 43 0408
1656 25 0405
1657 25 0405
1658 25 0405
1659 110 0422
1660 9 0402
1661 9 0402
1662 9 0402
1663 9 0402
1664 45 0409
1665 45 0409
1666 45 0409
1667 45 0409
1668 90 0618
1669 90 0618
1670 90 0618
1671 90 0618
1672 133 0629
1673 133 0629
1674 133 0629
1675 128 0627
1676 128 0627
1677 96 0619
1678 96 0619
1679 96 0619
1680 19 0604
1681 19 0604
1682 19 0604
1683 24 8405
1684 24 8405
1685 24 8405
1686 24 8405
1687 24 8405
1688 55 8410
1689 55 8410
1690 55 8410
1691 55 8410
1692 186 8498
1693 92 8418
1694 92 8418
1695 55 8410
1696 80 8415
1697 80 8415
1698 80 8415
1699 80 8415
1700 80 8415
1701 102 8420
1702 102 8420
1703 102 8420
1704 102 8420
1705 102 8420
1706 4 8401
1707 102 8420
1708 102 8420
1709 16 0403
1710 16 0403
1711 16 0403
1712 16 0403
1713 16 0403
1714 16 0403
1715 117 0423
1716 117 0423
1717 117 0423
1718 117 0423
1719 117 0423
1720 117 0423
1721 117 0423
1722 56 0410
1723 98 0419
1724 76 0414
1725 76 0414
1726 76 0414
1727 76 0414
1728 76 0414
1729 141 0431
1730 79 0415
1731 79 0415
1732 79 0415
1733 79 0415
1734 25 0405
1735 25 0405
1736 25 0405
1737 110 0422
1738 110 0422
1739 110 0422
1740 110 0422
1741 9 0402
1742 9 0402
1743 9 0402
1744 9 0402
1745 45 0409
1746 45 0409
1747 90 0618
1748 90 0618
1749 90 0618
1750 90 0618
1751 133 0629
1752 133 0629
1753 133 0629
1754 133 0629
1755 133 0629
1756 119 0624
1757 133 0629
1758 128 0627
1759 128 0627
1760 128 0627
1761 123 0626
1762 19 0604
1763 19 0604
1764 19 0604
1765 24 8405
1766 24 8405
1767 24 8405
1768 55 8410
1769 55 8410
1770 55 8410
1771 55 8410
1772 92 8418
1773 92 8418
1774 92 8418
1775 92 8418
1776 92 8418
1777 92 8418
1778 80 8415
1779 80 8415
1780 80 8415
1781 80 8415
1782 80 8415
1783 80 8415
1784 66 8412
1785 4 8401
1786 4 8401
1787 4 8401
1788 4 8401
1789 4 8401
1790 102 8420
1791 16 0403
1792 16 0403
1793 16 0403
1794 16 0403
1795 16 0403
1796 56 0410
1797 56 0410
1798 56 0410
1799 56 0410
1800 56 0410
1801 56 0410
1802 56 0410
1803 56 0410
1804 98 0419
1805 76 0414
1806 76 0414
1807 76 0414
1808 76 0414
1809 79 0415
1810 79 0415
1811 79 0415
1812 79 0415
1813 79 0415
1814 25 0405
1815 25 0405
1816 25 0405
1817 110 0422
1818 110 0422
1819 110 0422
1820 110 0422
1821 110 0422
1822 9 0402
1823 9 0402
1824 9 0402
1825 9 0402
1826 9 0402
1827 45 0409
1828 45 0409
1829 45 0409
1830 90 0618
1831 90 0618
1832 90 0618
1833 90 0618
1834 90 0618
1835 90 0618
1836 133 0629
1837 133 0629
1838 133 0629
1839 133 0629
1840 133 0629
1841 128 0627
1842 128 0627
1843 128 0627
1844 47 0609
1845 123 0626
1846 19 0604
1847 19 0604
1848 24 8405
1849 24 8405
1850 55 8410
1851 55 8410
1852 55 8410
1853 92 8418
1854 92 8418
1855 92 8418
1856 92 8418
1857 92 8418
1858 92 8418
1859 92 8418
1860 92 8418
1861 92 8418
1862 92 8418
1863 66 8412
1864 66 8412
1865 66 8412
1866 4 8401
1867 4 8401
1868 4 8401
1869 4 8401
1870 102 8420
1871 16 0403
1872 16 0403
