location subarea NOM_EPCI
127 15 "CC du Pays des Ecrins"
128 39 "CC du Guillestrois et du Queyras"
129 39 "CC du Guillestrois et du Queyras"
130 39 "CC du Guillestrois et du Queyras"
131 39 "CC du Guillestrois et du Queyras"
132 5 "CC Buëch-Dévoluy"
133 7 "CC Champsaur-Valgaudemar"
134 7 "CC Champsaur-Valgaudemar"
135 7 "CC Champsaur-Valgaudemar"
136 7 "CC Champsaur-Valgaudemar"
137 7 "CC Champsaur-Valgaudemar"
138 7 "CC Champsaur-Valgaudemar"
139 15 "CC du Pays des Ecrins"
140 15 "CC du Pays des Ecrins"
141 15 "CC du Pays des Ecrins"
142 15 "CC du Pays des Ecrins"
143 39 "CC du Guillestrois et du Queyras"
144 39 "CC du Guillestrois et du Queyras"
145 39 "CC du Guillestrois et du Queyras"
146 39 "CC du Guillestrois et du Queyras"
147 39 "CC du Guillestrois et du Queyras"
148 39 "CC du Guillestrois et du Queyras"
149 5 "CC Buëch-Dévoluy"
150 5 "CC Buëch-Dévoluy"
151 5 "CC Buëch-Dévoluy"
152 7 "CC Champsaur-Valgaudemar"
153 7 "CC Champsaur-Valgaudemar"
154 7 "CC Champsaur-Valgaudemar"
155 7 "CC Champsaur-Valgaudemar"
156 7 "CC Champsaur-Valgaudemar"
157 7 "CC Champsaur-Valgaudemar"
158 15 "CC du Pays des Ecrins"
159 15 "CC du Pays des Ecrins"
160 39 "CC du Guillestrois et du Queyras"
161 39 "CC du Guillestrois et du Queyras"
162 39 "CC du Guillestrois et du Queyras"
163 39 "CC du Guillestrois et du Queyras"
164 39 "CC du Guillestrois et du Queyras"
165 5 "CC Buëch-Dévoluy"
166 5 "CC Buëch-Dévoluy"
167 5 "CC Buëch-Dévoluy"
168 7 "CC Champsaur-Valgaudemar"
169 7 "CC Champsaur-Valgaudemar"
170 7 "CC Champsaur-Valgaudemar"
171 7 "CC Champsaur-Valgaudemar"
172 7 "CC Champsaur-Valgaudemar"
173 7 "CC Champsaur-Valgaudemar"
174 7 "CC Champsaur-Valgaudemar"
175 7 "CC Champsaur-Valgaudemar"
176 7 "CC Champsaur-Valgaudemar"
177 39 "CC du Guillestrois et du Queyras"
178 39 "CC du Guillestrois et du Queyras"
179 39 "CC du Guillestrois et du Queyras"
180 39 "CC du Guillestrois et du Queyras"
181 5 "CC Buëch-Dévoluy"
182 5 "CC Buëch-Dévoluy"
183 5 "CC Buëch-Dévoluy"
184 5 "CC Buëch-Dévoluy"
185 5 "CC Buëch-Dévoluy"
186 7 "CC Champsaur-Valgaudemar"
187 7 "CC Champsaur-Valgaudemar"
188 7 "CC Champsaur-Valgaudemar"
189 7 "CC Champsaur-Valgaudemar"
190 7 "CC Champsaur-Valgaudemar"
191 7 "CC Champsaur-Valgaudemar"
192 7 "CC Champsaur-Valgaudemar"
193 7 "CC Champsaur-Valgaudemar"
194 7 "CC Champsaur-Valgaudemar"
195 7 "CC Champsaur-Valgaudemar"
196 7 "CC Champsaur-Valgaudemar"
197 7 "CC Champsaur-Valgaudemar"
198 7 "CC Champsaur-Valgaudemar"
199 7 "CC Champsaur-Valgaudemar"
200 39 "CC du Guillestrois et du Queyras"
201 39 "CC du Guillestrois et du Queyras"
202 39 "CC du Guillestrois et du Queyras"
203 39 "CC du Guillestrois et du Queyras"
204 39 "CC du Guillestrois et du Queyras"
205 39 "CC du Guillestrois et du Queyras"
206 39 "CC du Guillestrois et du Queyras"
207 39 "CC du Guillestrois et du Queyras"
208 5 "CC Buëch-Dévoluy"
209 5 "CC Buëch-Dévoluy"
210 5 "CC Buëch-Dévoluy"
211 5 "CC Buëch-Dévoluy"
212 7 "CC Champsaur-Valgaudemar"
213 7 "CC Champsaur-Valgaudemar"
214 7 "CC Champsaur-Valgaudemar"
215 7 "CC Champsaur-Valgaudemar"
216 7 "CC Champsaur-Valgaudemar"
217 7 "CC Champsaur-Valgaudemar"
218 7 "CC Champsaur-Valgaudemar"
219 7 "CC Champsaur-Valgaudemar"
220 7 "CC Champsaur-Valgaudemar"
221 7 "CC Champsaur-Valgaudemar"
222 7 "CC Champsaur-Valgaudemar"
223 7 "CC Champsaur-Valgaudemar"
224 39 "CC du Guillestrois et du Queyras"
225 39 "CC du Guillestrois et du Queyras"
226 39 "CC du Guillestrois et du Queyras"
227 39 "CC du Guillestrois et du Queyras"
228 39 "CC du Guillestrois et du Queyras"
229 39 "CC du Guillestrois et du Queyras"
230 5 "CC Buëch-Dévoluy"
231 5 "CC Buëch-Dévoluy"
232 7 "CC Champsaur-Valgaudemar"
233 7 "CC Champsaur-Valgaudemar"
234 7 "CC Champsaur-Valgaudemar"
235 7 "CC Champsaur-Valgaudemar"
236 7 "CC Champsaur-Valgaudemar"
237 7 "CC Champsaur-Valgaudemar"
238 7 "CC Champsaur-Valgaudemar"
239 14 "CC Serre-Ponçon"
240 39 "CC du Guillestrois et du Queyras"
241 39 "CC du Guillestrois et du Queyras"
242 39 "CC du Guillestrois et du Queyras"
243 39 "CC du Guillestrois et du Queyras"
244 39 "CC du Guillestrois et du Queyras"
245 5 "CC Buëch-Dévoluy"
246 5 "CC Buëch-Dévoluy"
247 5 "CC Buëch-Dévoluy"
248 7 "CC Champsaur-Valgaudemar"
249 7 "CC Champsaur-Valgaudemar"
250 7 "CC Champsaur-Valgaudemar"
251 7 "CC Champsaur-Valgaudemar"
252 7 "CC Champsaur-Valgaudemar"
253 7 "CC Champsaur-Valgaudemar"
254 7 "CC Champsaur-Valgaudemar"
255 14 "CC Serre-Ponçon"
256 14 "CC Serre-Ponçon"
257 14 "CC Serre-Ponçon"
258 39 "CC du Guillestrois et du Queyras"
259 39 "CC du Guillestrois et du Queyras"
260 5 "CC Buëch-Dévoluy"
261 5 "CC Buëch-Dévoluy"
262 5 "CC Buëch-Dévoluy"
263 49 "CA Gap-Tallard-Durance"
264 49 "CA Gap-Tallard-Durance"
265 6 "CC Serre-Ponçon Val d'Avance"
266 7 "CC Champsaur-Valgaudemar"
267 7 "CC Champsaur-Valgaudemar"
268 7 "CC Champsaur-Valgaudemar"
269 14 "CC Serre-Ponçon"
270 14 "CC Serre-Ponçon"
271 14 "CC Serre-Ponçon"
272 14 "CC Serre-Ponçon"
273 39 "CC du Guillestrois et du Queyras"
274 39 "CC du Guillestrois et du Queyras"
275 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
276 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
277 5 "CC Buëch-Dévoluy"
278 5 "CC Buëch-Dévoluy"
279 5 "CC Buëch-Dévoluy"
280 5 "CC Buëch-Dévoluy"
281 49 "CA Gap-Tallard-Durance"
282 49 "CA Gap-Tallard-Durance"
283 49 "CA Gap-Tallard-Durance"
284 6 "CC Serre-Ponçon Val d'Avance"
285 6 "CC Serre-Ponçon Val d'Avance"
286 14 "CC Serre-Ponçon"
287 14 "CC Serre-Ponçon"
288 14 "CC Serre-Ponçon"
289 14 "CC Serre-Ponçon"
290 14 "CC Serre-Ponçon"
291 39 "CC du Guillestrois et du Queyras"
292 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
293 5 "CC Buëch-Dévoluy"
294 5 "CC Buëch-Dévoluy"
295 5 "CC Buëch-Dévoluy"
296 5 "CC Buëch-Dévoluy"
297 5 "CC Buëch-Dévoluy"
298 5 "CC Buëch-Dévoluy"
299 5 "CC Buëch-Dévoluy"
300 5 "CC Buëch-Dévoluy"
301 5 "CC Buëch-Dévoluy"
302 49 "CA Gap-Tallard-Durance"
303 49 "CA Gap-Tallard-Durance"
304 49 "CA Gap-Tallard-Durance"
305 49 "CA Gap-Tallard-Durance"
306 6 "CC Serre-Ponçon Val d'Avance"
307 6 "CC Serre-Ponçon Val d'Avance"
308 6 "CC Serre-Ponçon Val d'Avance"
309 6 "CC Serre-Ponçon Val d'Avance"
310 6 "CC Serre-Ponçon Val d'Avance"
311 14 "CC Serre-Ponçon"
312 14 "CC Serre-Ponçon"
313 14 "CC Serre-Ponçon"
314 14 "CC Serre-Ponçon"
315 14 "CC Serre-Ponçon"
316 14 "CC Serre-Ponçon"
317 14 "CC Serre-Ponçon"
318 14 "CC Serre-Ponçon"
319 39 "CC du Guillestrois et du Queyras"
320 5 "CC Buëch-Dévoluy"
321 5 "CC Buëch-Dévoluy"
322 5 "CC Buëch-Dévoluy"
323 5 "CC Buëch-Dévoluy"
324 5 "CC Buëch-Dévoluy"
325 5 "CC Buëch-Dévoluy"
326 5 "CC Buëch-Dévoluy"
327 5 "CC Buëch-Dévoluy"
328 5 "CC Buëch-Dévoluy"
329 5 "CC Buëch-Dévoluy"
330 5 "CC Buëch-Dévoluy"
331 49 "CA Gap-Tallard-Durance"
332 49 "CA Gap-Tallard-Durance"
333 49 "CA Gap-Tallard-Durance"
334 49 "CA Gap-Tallard-Durance"
335 49 "CA Gap-Tallard-Durance"
336 6 "CC Serre-Ponçon Val d'Avance"
337 6 "CC Serre-Ponçon Val d'Avance"
338 6 "CC Serre-Ponçon Val d'Avance"
339 6 "CC Serre-Ponçon Val d'Avance"
340 6 "CC Serre-Ponçon Val d'Avance"
341 14 "CC Serre-Ponçon"
342 14 "CC Serre-Ponçon"
343 14 "CC Serre-Ponçon"
344 14 "CC Serre-Ponçon"
345 14 "CC Serre-Ponçon"
346 14 "CC Serre-Ponçon"
347 14 "CC Serre-Ponçon"
348 14 "CC Serre-Ponçon"
349 14 "CC Serre-Ponçon"
350 14 "CC Serre-Ponçon"
351 14 "CC Serre-Ponçon"
352 14 "CC Serre-Ponçon"
353 14 "CC Serre-Ponçon"
354 14 "CC Serre-Ponçon"
355 39 "CC du Guillestrois et du Queyras"
356 5 "CC Buëch-Dévoluy"
357 5 "CC Buëch-Dévoluy"
358 5 "CC Buëch-Dévoluy"
359 5 "CC Buëch-Dévoluy"
360 5 "CC Buëch-Dévoluy"
361 5 "CC Buëch-Dévoluy"
362 5 "CC Buëch-Dévoluy"
363 5 "CC Buëch-Dévoluy"
364 5 "CC Buëch-Dévoluy"
365 5 "CC Buëch-Dévoluy"
366 5 "CC Buëch-Dévoluy"
367 5 "CC Buëch-Dévoluy"
368 5 "CC Buëch-Dévoluy"
369 49 "CA Gap-Tallard-Durance"
370 49 "CA Gap-Tallard-Durance"
371 49 "CA Gap-Tallard-Durance"
372 49 "CA Gap-Tallard-Durance"
373 6 "CC Serre-Ponçon Val d'Avance"
374 6 "CC Serre-Ponçon Val d'Avance"
375 6 "CC Serre-Ponçon Val d'Avance"
376 6 "CC Serre-Ponçon Val d'Avance"
377 6 "CC Serre-Ponçon Val d'Avance"
378 6 "CC Serre-Ponçon Val d'Avance"
379 14 "CC Serre-Ponçon"
380 14 "CC Serre-Ponçon"
381 14 "CC Serre-Ponçon"
382 14 "CC Serre-Ponçon"
383 14 "CC Serre-Ponçon"
384 14 "CC Serre-Ponçon"
385 14 "CC Serre-Ponçon"
386 14 "CC Serre-Ponçon"
387 14 "CC Serre-Ponçon"
388 14 "CC Serre-Ponçon"
389 14 "CC Serre-Ponçon"
390 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
391 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
392 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
393 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
394 5 "CC Buëch-Dévoluy"
395 5 "CC Buëch-Dévoluy"
396 5 "CC Buëch-Dévoluy"
397 5 "CC Buëch-Dévoluy"
398 5 "CC Buëch-Dévoluy"
399 5 "CC Buëch-Dévoluy"
400 5 "CC Buëch-Dévoluy"
401 5 "CC Buëch-Dévoluy"
402 5 "CC Buëch-Dévoluy"
403 49 "CA Gap-Tallard-Durance"
404 49 "CA Gap-Tallard-Durance"
405 49 "CA Gap-Tallard-Durance"
406 49 "CA Gap-Tallard-Durance"
407 49 "CA Gap-Tallard-Durance"
408 49 "CA Gap-Tallard-Durance"
409 6 "CC Serre-Ponçon Val d'Avance"
410 6 "CC Serre-Ponçon Val d'Avance"
411 6 "CC Serre-Ponçon Val d'Avance"
412 14 "CC Serre-Ponçon"
413 14 "CC Serre-Ponçon"
414 14 "CC Serre-Ponçon"
415 14 "CC Serre-Ponçon"
416 14 "CC Serre-Ponçon"
417 14 "CC Serre-Ponçon"
418 14 "CC Serre-Ponçon"
419 14 "CC Serre-Ponçon"
420 14 "CC Serre-Ponçon"
421 14 "CC Serre-Ponçon"
422 14 "CC Serre-Ponçon"
423 14 "CC Serre-Ponçon"
424 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
425 5 "CC Buëch-Dévoluy"
426 5 "CC Buëch-Dévoluy"
427 5 "CC Buëch-Dévoluy"
428 5 "CC Buëch-Dévoluy"
429 5 "CC Buëch-Dévoluy"
430 5 "CC Buëch-Dévoluy"
431 5 "CC Buëch-Dévoluy"
432 5 "CC Buëch-Dévoluy"
433 5 "CC Buëch-Dévoluy"
434 49 "CA Gap-Tallard-Durance"
435 49 "CA Gap-Tallard-Durance"
436 49 "CA Gap-Tallard-Durance"
437 49 "CA Gap-Tallard-Durance"
438 49 "CA Gap-Tallard-Durance"
439 49 "CA Gap-Tallard-Durance"
440 49 "CA Gap-Tallard-Durance"
441 6 "CC Serre-Ponçon Val d'Avance"
442 6 "CC Serre-Ponçon Val d'Avance"
443 6 "CC Serre-Ponçon Val d'Avance"
444 6 "CC Serre-Ponçon Val d'Avance"
445 6 "CC Serre-Ponçon Val d'Avance"
446 14 "CC Serre-Ponçon"
447 14 "CC Serre-Ponçon"
448 14 "CC Serre-Ponçon"
449 14 "CC Serre-Ponçon"
450 14 "CC Serre-Ponçon"
451 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
452 5 "CC Buëch-Dévoluy"
453 5 "CC Buëch-Dévoluy"
454 5 "CC Buëch-Dévoluy"
455 5 "CC Buëch-Dévoluy"
456 5 "CC Buëch-Dévoluy"
457 5 "CC Buëch-Dévoluy"
458 5 "CC Buëch-Dévoluy"
459 5 "CC Buëch-Dévoluy"
460 5 "CC Buëch-Dévoluy"
461 49 "CA Gap-Tallard-Durance"
462 49 "CA Gap-Tallard-Durance"
463 49 "CA Gap-Tallard-Durance"
464 49 "CA Gap-Tallard-Durance"
465 49 "CA Gap-Tallard-Durance"
466 49 "CA Gap-Tallard-Durance"
467 49 "CA Gap-Tallard-Durance"
468 6 "CC Serre-Ponçon Val d'Avance"
469 6 "CC Serre-Ponçon Val d'Avance"
470 6 "CC Serre-Ponçon Val d'Avance"
471 14 "CC Serre-Ponçon"
472 14 "CC Serre-Ponçon"
473 14 "CC Serre-Ponçon"
474 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
475 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
476 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
477 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
478 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
479 50 "CC du Sisteronais-Buëch"
480 50 "CC du Sisteronais-Buëch"
481 50 "CC du Sisteronais-Buëch"
482 5 "CC Buëch-Dévoluy"
483 5 "CC Buëch-Dévoluy"
484 5 "CC Buëch-Dévoluy"
485 5 "CC Buëch-Dévoluy"
486 5 "CC Buëch-Dévoluy"
487 5 "CC Buëch-Dévoluy"
488 5 "CC Buëch-Dévoluy"
489 49 "CA Gap-Tallard-Durance"
490 49 "CA Gap-Tallard-Durance"
491 49 "CA Gap-Tallard-Durance"
492 49 "CA Gap-Tallard-Durance"
493 49 "CA Gap-Tallard-Durance"
494 49 "CA Gap-Tallard-Durance"
495 49 "CA Gap-Tallard-Durance"
496 6 "CC Serre-Ponçon Val d'Avance"
497 6 "CC Serre-Ponçon Val d'Avance"
498 6 "CC Serre-Ponçon Val d'Avance"
499 6 "CC Serre-Ponçon Val d'Avance"
500 6 "CC Serre-Ponçon Val d'Avance"
501 6 "CC Serre-Ponçon Val d'Avance"
502 6 "CC Serre-Ponçon Val d'Avance"
503 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
504 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
505 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
506 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
507 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
508 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
509 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
510 50 "CC du Sisteronais-Buëch"
511 50 "CC du Sisteronais-Buëch"
512 50 "CC du Sisteronais-Buëch"
513 50 "CC du Sisteronais-Buëch"
514 50 "CC du Sisteronais-Buëch"
515 50 "CC du Sisteronais-Buëch"
516 50 "CC du Sisteronais-Buëch"
517 50 "CC du Sisteronais-Buëch"
518 50 "CC du Sisteronais-Buëch"
519 5 "CC Buëch-Dévoluy"
520 5 "CC Buëch-Dévoluy"
521 49 "CA Gap-Tallard-Durance"
522 49 "CA Gap-Tallard-Durance"
523 49 "CA Gap-Tallard-Durance"
524 49 "CA Gap-Tallard-Durance"
525 49 "CA Gap-Tallard-Durance"
526 49 "CA Gap-Tallard-Durance"
527 49 "CA Gap-Tallard-Durance"
528 6 "CC Serre-Ponçon Val d'Avance"
529 6 "CC Serre-Ponçon Val d'Avance"
530 6 "CC Serre-Ponçon Val d'Avance"
531 6 "CC Serre-Ponçon Val d'Avance"
532 6 "CC Serre-Ponçon Val d'Avance"
533 6 "CC Serre-Ponçon Val d'Avance"
534 6 "CC Serre-Ponçon Val d'Avance"
535 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
536 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
537 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
538 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
539 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
540 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
541 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
542 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
543 50 "CC du Sisteronais-Buëch"
544 50 "CC du Sisteronais-Buëch"
545 50 "CC du Sisteronais-Buëch"
546 50 "CC du Sisteronais-Buëch"
547 50 "CC du Sisteronais-Buëch"
548 50 "CC du Sisteronais-Buëch"
549 50 "CC du Sisteronais-Buëch"
550 50 "CC du Sisteronais-Buëch"
551 50 "CC du Sisteronais-Buëch"
552 50 "CC du Sisteronais-Buëch"
553 49 "CA Gap-Tallard-Durance"
554 49 "CA Gap-Tallard-Durance"
555 49 "CA Gap-Tallard-Durance"
556 49 "CA Gap-Tallard-Durance"
557 49 "CA Gap-Tallard-Durance"
558 49 "CA Gap-Tallard-Durance"
559 6 "CC Serre-Ponçon Val d'Avance"
560 6 "CC Serre-Ponçon Val d'Avance"
561 6 "CC Serre-Ponçon Val d'Avance"
562 6 "CC Serre-Ponçon Val d'Avance"
563 6 "CC Serre-Ponçon Val d'Avance"
564 6 "CC Serre-Ponçon Val d'Avance"
565 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
566 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
567 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
568 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
569 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
570 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
571 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
572 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
573 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
574 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
575 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
576 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
577 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
578 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
579 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
580 50 "CC du Sisteronais-Buëch"
581 50 "CC du Sisteronais-Buëch"
582 50 "CC du Sisteronais-Buëch"
583 50 "CC du Sisteronais-Buëch"
584 50 "CC du Sisteronais-Buëch"
585 50 "CC du Sisteronais-Buëch"
586 50 "CC du Sisteronais-Buëch"
587 50 "CC du Sisteronais-Buëch"
588 49 "CA Gap-Tallard-Durance"
589 49 "CA Gap-Tallard-Durance"
590 49 "CA Gap-Tallard-Durance"
591 49 "CA Gap-Tallard-Durance"
592 49 "CA Gap-Tallard-Durance"
593 49 "CA Gap-Tallard-Durance"
594 49 "CA Gap-Tallard-Durance"
595 50 "CC du Sisteronais-Buëch"
596 50 "CC du Sisteronais-Buëch"
597 6 "CC Serre-Ponçon Val d'Avance"
598 6 "CC Serre-Ponçon Val d'Avance"
599 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
600 47 "CA Provence-Alpes-Agglomération"
601 47 "CA Provence-Alpes-Agglomération"
602 47 "CA Provence-Alpes-Agglomération"
603 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
604 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
605 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
606 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
607 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
608 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
609 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
610 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
611 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
612 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
613 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
614 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
615 50 "CC du Sisteronais-Buëch"
616 50 "CC du Sisteronais-Buëch"
617 50 "CC du Sisteronais-Buëch"
618 50 "CC du Sisteronais-Buëch"
619 50 "CC du Sisteronais-Buëch"
620 50 "CC du Sisteronais-Buëch"
621 50 "CC du Sisteronais-Buëch"
622 50 "CC du Sisteronais-Buëch"
623 50 "CC du Sisteronais-Buëch"
624 50 "CC du Sisteronais-Buëch"
625 50 "CC du Sisteronais-Buëch"
626 50 "CC du Sisteronais-Buëch"
627 50 "CC du Sisteronais-Buëch"
628 50 "CC du Sisteronais-Buëch"
629 50 "CC du Sisteronais-Buëch"
630 49 "CA Gap-Tallard-Durance"
631 49 "CA Gap-Tallard-Durance"
632 49 "CA Gap-Tallard-Durance"
633 50 "CC du Sisteronais-Buëch"
634 50 "CC du Sisteronais-Buëch"
635 50 "CC du Sisteronais-Buëch"
636 50 "CC du Sisteronais-Buëch"
637 50 "CC du Sisteronais-Buëch"
638 6 "CC Serre-Ponçon Val d'Avance"
639 47 "CA Provence-Alpes-Agglomération"
640 47 "CA Provence-Alpes-Agglomération"
641 47 "CA Provence-Alpes-Agglomération"
642 47 "CA Provence-Alpes-Agglomération"
643 47 "CA Provence-Alpes-Agglomération"
644 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
645 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
646 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
647 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
648 10 "CC Vallée de l'Ubaye - Serre-Ponçon"
