location subarea NOM_COMM
191 202 SAINT-MICHEL-DE-CHAILLOL
192 202 SAINT-MICHEL-DE-CHAILLOL
193 79 SAINT-JEAN-SAINT-NICOLAS
194 79 SAINT-JEAN-SAINT-NICOLAS
195 79 SAINT-JEAN-SAINT-NICOLAS
196 197 ORCIERES
197 197 ORCIERES
198 197 ORCIERES
199 197 ORCIERES
200 66 REOTIER
201 66 REOTIER
202 464 MONT-DAUPHIN
203 437 EYGLIERS
204 449 GUILLESTRE
205 60 CEILLAC
206 60 CEILLAC
207 60 CEILLAC
208 401 AGNIERES-EN-DEVOLUY
209 401 AGNIERES-EN-DEVOLUY
210 4 SAINT-ETIENNE-EN-DEVOLUY
211 4 SAINT-ETIENNE-EN-DEVOLUY
212 439 "LA FARE-EN-CHAMPSAUR"
213 439 "LA FARE-EN-CHAMPSAUR"
214 73 SAINT-BONNET-EN-CHAMPSAUR
215 502 SAINT-JULIEN-EN-CHAMPSAUR
216 502 SAINT-JULIEN-EN-CHAMPSAUR
217 202 SAINT-MICHEL-DE-CHAILLOL
218 79 SAINT-JEAN-SAINT-NICOLAS
219 79 SAINT-JEAN-SAINT-NICOLAS
220 79 SAINT-JEAN-SAINT-NICOLAS
221 197 ORCIERES
222 197 ORCIERES
223 197 ORCIERES
224 74 SAINT-CLEMENT-SUR-DURANCE
225 74 SAINT-CLEMENT-SUR-DURANCE
226 67 RISOUL
227 67 RISOUL
228 449 GUILLESTRE
229 60 CEILLAC
230 147 "LA CLUSE"
231 4 SAINT-ETIENNE-EN-DEVOLUY
232 439 "LA FARE-EN-CHAMPSAUR"
233 455 LAYE
234 503 SAINT-LAURENT-DU-CROS
235 502 SAINT-JULIEN-EN-CHAMPSAUR
236 420 BUISSARD
237 422 CHABOTTES
238 504 SAINT-LEGER-LES-MELEZES
239 428 CHATEAUROUX-LES-ALPES
240 74 SAINT-CLEMENT-SUR-DURANCE
241 67 RISOUL
242 67 RISOUL
243 449 GUILLESTRE
244 206 VARS
245 501 SAINT-JULIEN-EN-BEAUCHENE
246 501 SAINT-JULIEN-EN-BEAUCHENE
247 147 "LA CLUSE"
248 455 LAYE
249 503 SAINT-LAURENT-DU-CROS
250 503 SAINT-LAURENT-DU-CROS
251 441 FOREST-SAINT-JULIEN
252 403 ANCELLE
253 403 ANCELLE
254 403 ANCELLE
255 428 CHATEAUROUX-LES-ALPES
256 428 CHATEAUROUX-LES-ALPES
257 72 SAINT-ANDRE-D'EMBRUN
258 74 SAINT-CLEMENT-SUR-DURANCE
259 67 RISOUL
260 501 SAINT-JULIEN-EN-BEAUCHENE
261 501 SAINT-JULIEN-EN-BEAUCHENE
262 147 "LA CLUSE"
263 445 GAP
264 445 GAP
265 493 "LA ROCHETTE"
266 403 ANCELLE
267 403 ANCELLE
268 403 ANCELLE
269 10 REALLON
270 428 CHATEAUROUX-LES-ALPES
271 428 CHATEAUROUX-LES-ALPES
272 72 SAINT-ANDRE-D'EMBRUN
273 206 VARS
274 206 VARS
275 190 SAINT-PAUL-SUR-UBAYE
276 190 SAINT-PAUL-SUR-UBAYE
277 501 SAINT-JULIEN-EN-BEAUCHENE
278 501 SAINT-JULIEN-EN-BEAUCHENE
279 488 RABOU
280 488 RABOU
281 445 GAP
282 445 GAP
283 445 GAP
284 493 "LA ROCHETTE"
285 415 "LA BATIE-NEUVE"
286 10 REALLON
287 10 REALLON
288 62 EMBRUN
289 72 SAINT-ANDRE-D'EMBRUN
290 72 SAINT-ANDRE-D'EMBRUN
291 206 VARS
292 190 SAINT-PAUL-SUR-UBAYE
293 462 MONTBRAND
294 462 MONTBRAND
295 462 MONTBRAND
296 520 VEYNES
297 468 MONTMAUR
298 70 "LA ROCHE-DES-ARNAUDS"
299 70 "LA ROCHE-DES-ARNAUDS"
300 70 "LA ROCHE-DES-ARNAUDS"
301 488 RABOU
302 445 GAP
303 445 GAP
304 445 GAP
305 445 GAP
306 493 "LA ROCHETTE"
307 415 "LA BATIE-NEUVE"
308 415 "LA BATIE-NEUVE"
309 415 "LA BATIE-NEUVE"
310 415 "LA BATIE-NEUVE"
311 496 SAINT-APOLLINAIRE
312 10 REALLON
313 485 PUY-SAINT-EUSEBE
314 487 PUY-SANIERES
315 62 EMBRUN
316 62 EMBRUN
317 72 SAINT-ANDRE-D'EMBRUN
318 72 SAINT-ANDRE-D'EMBRUN
319 206 VARS
320 417 "LA BEAUME"
321 440 "LA FAURIE"
322 440 "LA FAURIE"
323 520 VEYNES
324 520 VEYNES
325 468 MONTMAUR
326 468 MONTMAUR
327 70 "LA ROCHE-DES-ARNAUDS"
328 70 "LA ROCHE-DES-ARNAUDS"
329 70 "LA ROCHE-DES-ARNAUDS"
330 70 "LA ROCHE-DES-ARNAUDS"
331 445 GAP
332 445 GAP
333 445 GAP
334 445 GAP
335 445 GAP
336 489 RAMBAUD
337 416 "LA BATIE-VIEILLE"
338 951 AVANCON
339 465 MONTGARDIN
340 465 MONTGARDIN
341 431 CHORGES
342 431 CHORGES
343 483 PRUNIERES
344 496 SAINT-APOLLINAIRE
345 496 SAINT-APOLLINAIRE
346 82 SAVINES-LE-LAC
347 487 PUY-SANIERES
348 487 PUY-SANIERES
349 62 EMBRUN
350 62 EMBRUN
351 508 SAINT-SAUVEUR
352 508 SAINT-SAUVEUR
353 154 CREVOUX
354 154 CREVOUX
355 206 VARS
356 417 "LA BEAUME"
357 417 "LA BEAUME"
358 417 "LA BEAUME"
359 440 "LA FAURIE"
360 440 "LA FAURIE"
361 520 VEYNES
362 520 VEYNES
363 444 FURMEYER
364 444 FURMEYER
365 468 MONTMAUR
366 458 MANTEYER
367 458 MANTEYER
368 70 "LA ROCHE-DES-ARNAUDS"
369 443 "LA FREISSINOUSE"
370 445 GAP
371 445 GAP
372 445 GAP
373 489 RAMBAUD
374 489 RAMBAUD
375 416 "LA BATIE-VIEILLE"
376 951 AVANCON
377 465 MONTGARDIN
378 465 MONTGARDIN
379 431 CHORGES
380 431 CHORGES
381 431 CHORGES
382 483 PRUNIERES
383 82 SAVINES-LE-LAC
384 82 SAVINES-LE-LAC
385 433 CROTS
386 433 CROTS
387 433 CROTS
388 411 BARATIER
389 508 SAINT-SAUVEUR
390 190 SAINT-PAUL-SUR-UBAYE
391 190 SAINT-PAUL-SUR-UBAYE
392 190 SAINT-PAUL-SUR-UBAYE
393 190 SAINT-PAUL-SUR-UBAYE
394 417 "LA BEAUME"
395 203 SAINT-PIERRE-D'ARGENCON
396 410 ASPRES-SUR-BUECH
397 520 VEYNES
398 520 VEYNES
399 520 VEYNES
400 444 FURMEYER
401 458 MANTEYER
402 458 MANTEYER
403 443 "LA FREISSINOUSE"
404 443 "LA FREISSINOUSE"
405 445 GAP
406 445 GAP
407 445 GAP
408 452 JARJAYES
409 498 SAINT-ETIENNE-LE-LAUS
410 951 AVANCON
411 951 AVANCON
412 431 CHORGES
413 431 CHORGES
414 431 CHORGES
415 82 SAVINES-LE-LAC
416 82 SAVINES-LE-LAC
417 82 SAVINES-LE-LAC
418 433 CROTS
419 433 CROTS
420 411 BARATIER
421 508 SAINT-SAUVEUR
422 476 "LES ORRES"
423 476 "LES ORRES"
424 190 SAINT-PAUL-SUR-UBAYE
425 203 SAINT-PIERRE-D'ARGENCON
426 203 SAINT-PIERRE-D'ARGENCON
427 410 ASPRES-SUR-BUECH
428 410 ASPRES-SUR-BUECH
429 477 OZE
430 477 OZE
431 427 CHATEAUNEUF-D'OZE
432 427 CHATEAUNEUF-D'OZE
433 458 MANTEYER
434 478 PELLEAUTIER
435 478 PELLEAUTIER
436 478 PELLEAUTIER
437 445 GAP
438 445 GAP
439 452 JARJAYES
440 452 JARJAYES
441 519 VALSERRES
442 498 SAINT-ETIENNE-LE-LAUS
443 517 THEUS
444 494 ROUSSET
445 494 ROUSSET
446 205 "LE SAUZE-DU-LAC"
447 339 PONTIS
448 433 CROTS
449 433 CROTS
450 476 "LES ORRES"
451 190 SAINT-PAUL-SUR-UBAYE
452 408 ASPREMONT
453 408 ASPREMONT
454 408 ASPREMONT
455 410 ASPRES-SUR-BUECH
456 477 OZE
457 477 OZE
458 200 SAINT-AUBAN-D'OZE
459 427 CHATEAUNEUF-D'OZE
460 427 CHATEAUNEUF-D'OZE
461 514 SIGOYER
462 514 SIGOYER
463 473 NEFFES
464 429 CHATEAUVIEUX
465 429 CHATEAUVIEUX
466 452 JARJAYES
467 452 JARJAYES
468 519 VALSERRES
469 498 SAINT-ETIENNE-LE-LAUS
470 517 THEUS
471 205 "LE SAUZE-DU-LAC"
472 205 "LE SAUZE-DU-LAC"
473 476 "LES ORRES"
474 36 "LA CONDAMINE-CHATELARD"
475 36 "LA CONDAMINE-CHATELARD"
476 36 "LA CONDAMINE-CHATELARD"
477 36 "LA CONDAMINE-CHATELARD"
478 321 MEYRONNES
479 480 "LA PIARRE"
480 480 "LA PIARRE"
481 513 SIGOTTIER
482 408 ASPREMONT
483 408 ASPREMONT
484 414 "LA BATIE-MONTSALEON"
485 421 CHABESTAN
486 204 "LE SAIX"
487 204 "LE SAIX"
488 200 SAINT-AUBAN-D'OZE
489 434 ESPARRON
490 514 SIGOYER
491 514 SIGOYER
492 514 SIGOYER
493 514 SIGOYER
494 516 TALLARD
495 457 LETTRET
496 194 VENTEROL
497 194 VENTEROL
498 490 REMOLLON
499 490 REMOLLON
500 517 THEUS
501 435 ESPINASSES
502 494 ROUSSET
503 286 "LA BREOLE"
504 286 "LA BREOLE"
505 318 "LE LAUZET-UBAYE"
506 318 "LE LAUZET-UBAYE"
507 36 "LA CONDAMINE-CHATELARD"
508 36 "LA CONDAMINE-CHATELARD"
509 316 LARCHE
510 505 SAINTE-MARIE
511 59 BRUIS
512 480 "LA PIARRE"
513 480 "LA PIARRE"
514 480 "LA PIARRE"
515 513 SIGOTTIER
516 513 SIGOTTIER
517 414 "LA BATIE-MONTSALEON"
518 414 "LA BATIE-MONTSALEON"
519 204 "LE SAIX"
520 204 "LE SAIX"
521 434 ESPARRON
522 522 VITROLLES
523 150 LARDIER-ET-VALENCA
524 442 FOUILLOUSE
525 442 FOUILLOUSE
526 516 TALLARD
527 516 TALLARD
528 194 VENTEROL
529 336 PIEGUT
530 336 PIEGUT
531 492 ROCHEBRUNE
532 492 ROCHEBRUNE
533 492 ROCHEBRUNE
534 492 ROCHEBRUNE
535 286 "LA BREOLE"
536 286 "LA BREOLE"
537 286 "LA BREOLE"
538 370 SAINT-VINCENT-LES-FORTS
539 370 SAINT-VINCENT-LES-FORTS
540 313 JAUSIERS
541 313 JAUSIERS
542 316 LARCHE
543 59 BRUIS
544 469 MONTMORIN
545 469 MONTMORIN
546 513 SIGOTTIER
547 513 SIGOTTIER
548 513 SIGOTTIER
549 513 SIGOTTIER
550 414 "LA BATIE-MONTSALEON"
551 414 "LA BATIE-MONTSALEON"
552 83 SAVOURNON
553 412 BARCILLONNETTE
554 412 BARCILLONNETTE
555 150 LARDIER-ET-VALENCA
556 150 LARDIER-ET-VALENCA
557 512 "LA SAULCE"
558 298 CURBANS
559 194 VENTEROL
560 194 VENTEROL
561 194 VENTEROL
562 5 BREZIERS
563 5 BREZIERS
564 5 BREZIERS
565 286 "LA BREOLE"
566 286 "LA BREOLE"
567 286 "LA BREOLE"
568 286 "LA BREOLE"
569 370 SAINT-VINCENT-LES-FORTS
570 370 SAINT-VINCENT-LES-FORTS
571 318 "LE LAUZET-UBAYE"
572 318 "LE LAUZET-UBAYE"
573 186 MEOLANS-REVEL
574 186 MEOLANS-REVEL
575 191 SAINT-PONS
576 305 FAUCON-DE-BARCELONNETTE
577 313 JAUSIERS
578 313 JAUSIERS
579 313 JAUSIERS
580 491 RIBEYRET
581 64 L'EPINE
582 64 L'EPINE
583 463 MONTCLUS
584 84 SERRES
585 83 SAVOURNON
586 83 SAVOURNON
587 83 SAVOURNON
588 412 BARCILLONNETTE
589 522 VITROLLES
590 522 VITROLLES
591 150 LARDIER-ET-VALENCA
592 512 "LA SAULCE"
593 298 CURBANS
594 298 CURBANS
595 310 GIGORS
596 281 BELLAFFAIRE
597 5 BREZIERS
598 5 BREZIERS
599 286 "LA BREOLE"
600 325 MONTCLAR
601 325 MONTCLAR
602 325 MONTCLAR
603 318 "LE LAUZET-UBAYE"
604 186 MEOLANS-REVEL
605 186 MEOLANS-REVEL
606 186 MEOLANS-REVEL
607 186 MEOLANS-REVEL
608 191 SAINT-PONS
609 191 SAINT-PONS
610 276 BARCELONNETTE
611 305 FAUCON-DE-BARCELONNETTE
612 304 ENCHASTRAYES
613 313 JAUSIERS
614 313 JAUSIERS
615 71 ROSANS
616 472 MOYDANS
617 491 RIBEYRET
618 491 RIBEYRET
619 491 RIBEYRET
620 64 L'EPINE
621 64 L'EPINE
622 463 MONTCLUS
623 463 MONTCLUS
624 84 SERRES
625 84 SERRES
626 419 "LE BERSAC"
627 83 SAVOURNON
628 83 SAVOURNON
629 460 MONETIER-ALLEMONT
630 522 VITROLLES
631 298 CURBANS
632 298 CURBANS
633 40 FAUCON-DU-CAIRE
634 40 FAUCON-DU-CAIRE
635 385 TURRIERS
636 385 TURRIERS
637 281 BELLAFFAIRE
638 5 BREZIERS
639 367 SAINT-MARTIN-LES-SEYNE
640 374 SELONNET
641 374 SELONNET
642 325 MONTCLAR
643 325 MONTCLAR
644 186 MEOLANS-REVEL
645 186 MEOLANS-REVEL
646 186 MEOLANS-REVEL
647 186 MEOLANS-REVEL
648 57 "LES THUILES"
649 387 UVERNET-FOURS
650 387 UVERNET-FOURS
651 276 BARCELONNETTE
652 276 BARCELONNETTE
653 304 ENCHASTRAYES
654 304 ENCHASTRAYES
655 71 ROSANS
656 71 ROSANS
657 472 MOYDANS
658 495 SAINT-ANDRE-DE-ROSANS
659 491 RIBEYRET
660 463 MONTCLUS
661 196 MEREUIL
662 470 MONTROND
663 78 SAINT-GENIS
664 78 SAINT-GENIS
665 207 VENTAVON
666 207 VENTAVON
667 207 VENTAVON
668 460 MONETIER-ALLEMONT
669 174 CLARET
670 174 CLARET
671 290 "LE CAIRE"
672 290 "LE CAIRE"
673 385 TURRIERS
674 385 TURRIERS
675 279 BAYONS
676 367 SAINT-MARTIN-LES-SEYNE
677 374 SELONNET
678 374 SELONNET
679 374 SELONNET
680 376 SEYNE
681 186 MEOLANS-REVEL
682 57 "LES THUILES"
683 387 UVERNET-FOURS
684 387 UVERNET-FOURS
685 387 UVERNET-FOURS
686 276 BARCELONNETTE
687 304 ENCHASTRAYES
688 71 ROSANS
689 71 ROSANS
690 495 SAINT-ANDRE-DE-ROSANS
691 495 SAINT-ANDRE-DE-ROSANS
692 467 MONTJAY
693 467 MONTJAY
694 425 CHANOUSSE
695 196 MEREUIL
696 196 MEREUIL
697 78 SAINT-GENIS
698 438 EYGUIANS
699 456 LAZER
700 207 VENTAVON
701 207 VENTAVON
702 207 VENTAVON
703 174 CLARET
704 327 "LA MOTTE-DU-CAIRE"
705 290 "LE CAIRE"
706 279 BAYONS
707 374 SELONNET
708 374 SELONNET
709 376 SEYNE
710 376 SEYNE
711 376 SEYNE
712 186 MEOLANS-REVEL
713 387 UVERNET-FOURS
714 304 ENCHASTRAYES
715 495 SAINT-ANDRE-DE-ROSANS
716 495 SAINT-ANDRE-DE-ROSANS
717 495 SAINT-ANDRE-DE-ROSANS
718 495 SAINT-ANDRE-DE-ROSANS
719 515 SORBIERS
720 467 MONTJAY
721 467 MONTJAY
722 425 CHANOUSSE
723 425 CHANOUSSE
724 85 TRESCLEOUX
725 85 TRESCLEOUX
726 85 TRESCLEOUX
727 438 EYGUIANS
728 454 LARAGNE-MONTEGLIN
729 456 LAZER
730 456 LAZER
731 456 LAZER
732 207 VENTAVON
733 174 CLARET
734 174 CLARET
735 48 MELVE
736 48 MELVE
737 327 "LA MOTTE-DU-CAIRE"
738 173 CLAMENSANE
739 279 BAYONS
740 279 BAYONS
741 374 SELONNET
742 376 SEYNE
743 376 SEYNE
744 376 SEYNE
745 376 SEYNE
746 376 SEYNE
747 186 MEOLANS-REVEL
748 616 SAINT-DALMAS-LE-SELVAGE
749 616 SAINT-DALMAS-LE-SELVAGE
750 515 SORBIERS
751 467 MONTJAY
752 85 TRESCLEOUX
753 453 LAGRAND
754 453 LAGRAND
755 438 EYGUIANS
756 454 LARAGNE-MONTEGLIN
757 456 LAZER
758 456 LAZER
759 524 UPAIX
760 383 THEZE
761 383 THEZE
762 151 SIGOYER
763 151 SIGOYER
764 327 "LA MOTTE-DU-CAIRE"
765 327 "LA MOTTE-DU-CAIRE"
766 173 CLAMENSANE
767 173 CLAMENSANE
768 279 BAYONS
769 279 BAYONS
770 279 BAYONS
771 165 AUZET
772 376 SEYNE
773 376 SEYNE
774 376 SEYNE
775 387 UVERNET-FOURS
776 387 UVERNET-FOURS
777 387 UVERNET-FOURS
778 436 ETOILE-SAINT-CYRICE
779 436 ETOILE-SAINT-CYRICE
780 65 ORPIERRE
781 65 ORPIERRE
782 65 ORPIERRE
783 475 NOSSAGE-ET-BENEVENT
784 510 SALEON
785 454 LARAGNE-MONTEGLIN
786 454 LARAGNE-MONTEGLIN
787 524 UPAIX
788 524 UPAIX
789 383 THEZE
790 151 SIGOYER
791 151 SIGOYER
792 391 VAUMEILH
793 327 "LA MOTTE-DU-CAIRE"
794 327 "LA MOTTE-DU-CAIRE"
795 173 CLAMENSANE
796 279 BAYONS
797 165 AUZET
798 165 AUZET
799 376 SEYNE
800 27 ALLOS
801 616 SAINT-DALMAS-LE-SELVAGE
802 886 LAPALUD
803 858 BOLLENE
804 858 BOLLENE
805 436 ETOILE-SAINT-CYRICE
806 497 SAINTE-COLOMBE
807 65 ORPIERRE
808 65 ORPIERRE
809 65 ORPIERRE
810 475 NOSSAGE-ET-BENEVENT
811 426 CHATEAUNEUF-DE-CHABRE
812 324 MISON
813 524 UPAIX
814 481 "LE POET"
815 391 VAUMEILH
816 391 VAUMEILH
817 391 VAUMEILH
818 389 VALAVOIRE
819 279 BAYONS
820 279 BAYONS
821 165 AUZET
822 394 "LE VERNET"
823 394 "LE VERNET"
824 27 ALLOS
825 27 ALLOS
826 616 SAINT-DALMAS-LE-SELVAGE
827 617 SAINT-ETIENNE-DE-TINEE
828 886 LAPALUD
829 886 LAPALUD
830 858 BOLLENE
831 858 BOLLENE
832 858 BOLLENE
833 858 BOLLENE
834 947 VILLEDIEU
835 907 PUYMERAS
836 497 SAINTE-COLOMBE
837 497 SAINTE-COLOMBE
838 497 SAINTE-COLOMBE
839 426 CHATEAUNEUF-DE-CHABRE
840 426 CHATEAUNEUF-DE-CHABRE
841 324 MISON
842 324 MISON
843 481 "LE POET"
844 481 "LE POET"
845 391 VAUMEILH
846 391 VAUMEILH
847 193 VALERNES
848 329 NIBLES
849 389 VALAVOIRE
850 389 VALAVOIRE
851 279 BAYONS
852 166 BARLES
853 166 BARLES
854 392 VERDACHES
855 392 VERDACHES
856 394 "LE VERNET"
857 394 "LE VERNET"
858 340 PRADS-HAUTE-BLEONE
859 27 ALLOS
860 27 ALLOS
861 27 ALLOS
862 617 SAINT-ETIENNE-DE-TINEE
863 617 SAINT-ETIENNE-DE-TINEE
864 885 LAMOTTE-DU-RHONE
865 858 BOLLENE
866 858 BOLLENE
867 858 BOLLENE
868 858 BOLLENE
869 858 BOLLENE
870 859 BUISSON
871 859 BUISSON
872 947 VILLEDIEU
873 947 VILLEDIEU
874 907 PUYMERAS
875 907 PUYMERAS
876 907 PUYMERAS
877 413 BARRET-SUR-MEOUGE
878 413 BARRET-SUR-MEOUGE
879 405 ANTONAVES
880 405 ANTONAVES
881 324 MISON
882 324 MISON
883 481 "LE POET"
884 391 VAUMEILH
885 193 VALERNES
886 193 VALERNES
887 33 CHATEAUFORT
888 33 CHATEAUFORT
889 29 AUTHON
890 29 AUTHON
891 166 BARLES
892 166 BARLES
893 392 VERDACHES
894 340 PRADS-HAUTE-BLEONE
895 27 ALLOS
896 27 ALLOS
897 568 ENTRAUNES
898 568 ENTRAUNES
899 617 SAINT-ETIENNE-DE-TINEE
900 617 SAINT-ETIENNE-DE-TINEE
901 885 LAMOTTE-DU-RHONE
902 885 LAMOTTE-DU-RHONE
903 885 LAMOTTE-DU-RHONE
904 858 BOLLENE
905 858 BOLLENE
906 858 BOLLENE
907 22 MONDRAGON
908 918 SAINTE-CECILE-LES-VIGNES
909 927 SAINT-ROMAN-DE-MALEGARDE
910 927 SAINT-ROMAN-DE-MALEGARDE
911 859 BUISSON
912 910 ROAIX
913 939 VAISON-LA-ROMAINE
914 939 VAISON-LA-ROMAINE
915 926 SAINT-ROMAIN-EN-VIENNOIS
916 132 FAUCON
917 132 FAUCON
918 511 SALERANS
919 511 SALERANS
920 413 BARRET-SUR-MEOUGE
921 507 SAINT-PIERRE-AVEZ
922 199 RIBIERS
923 199 RIBIERS
924 324 MISON
925 324 MISON
926 193 VALERNES
927 193 VALERNES
928 193 VALERNES
929 193 VALERNES
930 359 SAINT-GENIEZ
931 359 SAINT-GENIEZ
932 359 SAINT-GENIEZ
933 29 AUTHON
934 29 AUTHON
935 29 AUTHON
936 349 "LA ROBINE-SUR-GALABRE"
937 280 BEAUJEU
938 340 PRADS-HAUTE-BLEONE
939 340 PRADS-HAUTE-BLEONE
940 568 ENTRAUNES
941 617 SAINT-ETIENNE-DE-TINEE
942 617 SAINT-ETIENNE-DE-TINEE
943 617 SAINT-ETIENNE-DE-TINEE
