customer weight coord_x coord_y id_grid5km fid
74 124088.68797279597 3900106.641919213 2346351.6478289147 73 713.0
75 78995.0615888028 3898684.9517047526 2324899.6572722145 74 719.0
76 59790.27787426989 3898447.8755125375 2321317.8061388405 75 720.0
77 68252.14936613606 3898210.763272579 2317734.09367109 76 721.0
78 126584.02590933941 3897973.615163016 2314148.5203807456 77 722.0
79 109007.01687533509 3897736.431362303 2310561.0867831134 78 723.0
80 158453.30426519373 3897499.212049206 2306971.793396981 79 724.0
81 78150.11178467816 3897261.957402807 2303380.640744636 80 725.0
82 130253.06611155352 3897024.667602503 2299787.629351896 81 726.0
83 6252.7006471041705 3896787.342828004 2296192.75974807 82 727.0
84 21703.74141459678 3896549.983259335 2292596.0324659976 83 728.0
85 147098.61795647856 3896312.589076835 2288997.44804204 84 729.0
86 88269.05797719896 3896075.1604611576 2285397.0070160776 85 730.0
87 130674.6119558227 3895837.697593271 2281794.7099315226 86 731.0
88 142733.80037057682 3895600.200654456 2278190.557335335 87 732.0
89 101449.66689841548 3895362.669826313 2274584.549778008 88 733.0
90 62606.326244308926 3895125.1052907496 2270976.68781358 89 734.0
91 52347.400463334576 3905109.707997685 2367485.840386168 90 775.0
92 149391.12748344202 3904875.10114392 2363926.250963225 91 776.0
93 33328.09137081045 3904640.456458013 2360364.794361093 92 777.0
94 108271.31271928942 3904405.774112848 2356801.4710501386 93 778.0
95 90261.69867562565 3904171.0542816194 2353236.281504158 94 779.0
96 39045.57679727672 3903936.2971378337 2349669.226200404 95 780.0
97 33723.228766540335 3903701.502855309 2346100.3056195723 96 781.0
98 42608.94936880101 3903466.671608173 2342529.52024582 97 782.0
99 40759.49767286838 3902526.9804669744 2328227.740625648 98 786.0
100 52445.2320397201 3902291.9670196 2324647.6386707057 99 787.0
101 158391.22391555746 3902056.917658921 2321065.6749005155 100 788.0
102 95652.09682264997 3901821.832561245 2317481.8498235457 101 789.0
103 135258.1657307848 3901586.7119031902 2313896.163951725 102 790.0
104 67492.5606669313 3901351.555861688 2310308.6178005086 103 791.0
105 10909.730004384712 3901116.364613978 2306719.21188883 104 792.0
106 126371.0848830436 3900881.138337617 2303127.9467391265 105 793.0
107 126102.00141901331 3900645.877210468 2299534.822877364 106 794.0
108 130596.77521619755 3900410.581410707 2295939.8408329976 107 795.0
109 151562.02665500474 3900175.251116824 2292343.001139016 108 796.0
110 157228.15258950656 3899939.8865076182 2288744.3043319304 109 797.0
111 46498.01985923178 3899704.4877622025 2285143.7509517698 110 798.0
112 63225.32273371441 3899233.588580743 2277937.0766500128 111 800.0
113 3962.4562182073396 3898762.555011576 2270722.982624751 112 802.0
114 45073.86428029486 3898526.988282693 2267113.1546034818 113 803.0
115 130378.88063237962 3908227.391466445 2360116.057632657 114 845.0
116 28690.226992793472 3907994.732808679 2356552.622388385 115 846.0
117 151593.87596627756 3907762.0369905937 2352987.320934997 116 847.0
118 139681.49359362654 3907529.304184201 2349420.1537498864 117 848.0
119 67748.7630652658 3907296.5345618217 2345851.121313894 118 849.0
120 114088.12495073816 3907063.728296086 2342280.224111324 119 850.0
121 24369.791773278757 3906830.8855599314 2338707.462629915 120 851.0
122 12649.380561199558 3906365.0913696606 2331556.3487989325 121 853.0
123 158252.92981083074 3906132.1402629633 2327977.997442204 122 854.0
124 137926.60396512903 3905899.153380685 2324397.7837923337 123 855.0
125 98295.20852771783 3905666.1308973054 2320815.708354431 124 856.0
126 37761.364165405896 3905433.072987616 2317231.77163711 125 857.0
127 20667.98882273161 3905199.979826715 2313645.9741524444 126 858.0
128 29797.540600488253 3904966.851590009 2310058.3164160377 127 859.0
129 99341.1222671632 3904733.688453215 2306468.7989469697 128 860.0
130 110668.08059348194 3904500.490592356 2302877.4222678235 129 861.0
131 107388.33900967734 3904267.258183769 2299284.1869047107 130 862.0
132 9631.319302044305 3904033.991404095 2295689.0933872364 131 863.0
133 131913.1035342628 3903800.690430285 2292092.1422485365 132 864.0
134 87249.57487554033 3902867.148143552 2277685.772267485 133 868.0
135 49990.50343580273 3902166.641106694 2266861.516407229 134 871.0
136 15997.227918889592 3901933.072987157 2263249.723915126 135 872.0
137 44573.723820729196 3912045.093506888 2363431.1545247007 136 912.0
138 129702.13994192838 3911814.495587317 2359869.4749759845 137 913.0
139 129475.68054787286 3911583.860662899 2356305.9287697487 138 914.0
140 159313.27574191737 3911353.188903847 2352740.516380081 139 915.0
141 151711.38490877388 3911122.4804806784 2349173.238284519 140 916.0
142 4852.154468826936 3910891.7355642193 2345604.0949640484 141 917.0
143 22068.779328456374 3910660.954325601 2342033.086903115 142 918.0
144 48295.22531739011 3910430.1369362567 2338460.214589603 143 919.0
145 59529.331204058326 3910199.283567932 2334885.4785148758 144 920.0
146 77023.94283837786 3909968.394392673 2331308.8791737696 145 921.0
147 147371.1690859649 3909737.469582834 2327730.4170645825 146 922.0
148 127066.71779417395 3909506.509311076 2324150.0926890904 147 923.0
149 67107.89665595918 3909275.513750363 2320567.906552547 148 924.0
150 25621.396149218515 3909044.483073968 2316983.859163712 149 925.0
151 86358.57880066351 3908813.4174554697 2313397.9510348043 150 926.0
152 16369.97396318091 3908582.317068751 2309810.1826815708 151 927.0
153 52187.01302547155 3908351.182088002 2306220.5546232387 152 928.0
154 71840.71296437403 3908120.01268772 2302629.067382535 153 929.0
155 68625.54431783552 3907888.809042708 2299035.7214857186 154 930.0
156 29211.555648070444 3907657.5713280737 2295440.517462539 155 931.0
157 51588.19648731995 3907426.2997192326 2291843.455846277 156 932.0
158 41327.39080560285 3907194.994391908 2288244.5371737364 157 933.0
159 17712.521370995273 3906963.655522125 2284643.76198524 158 934.0
160 16728.59128121843 3906732.2832862185 2281041.130824644 159 935.0
161 16021.831133206568 3906500.87786083 2277436.6442393484 160 936.0
162 93442.42014779619 3915630.34181552 2363186.836007586 161 980.0
163 3435.503559833384 3915401.767347722 2359625.0464429064 162 981.0
164 56602.69297843908 3915173.156202196 2356061.3902460285 163 982.0
165 33650.87908228821 3914944.508547663 2352495.8678911817 164 983.0
166 81105.81686196984 3914715.824553149 2348928.479856045 165 984.0
167 76823.4190460018 3914487.104387983 2345359.226621748 166 985.0
168 96590.32534043991 3914258.348221797 2341788.1086728773 167 986.0
169 49474.76405357381 3914029.556224522 2338215.12649746 168 987.0
170 22303.657624107833 3913800.7285664 2334640.280587003 169 988.0
171 112997.56302349051 3913571.8654179694 2331063.571436486 170 989.0
172 18665.63226743373 3913342.966950075 2327484.999544349 171 990.0
173 116450.4855943481 3913114.033333864 2323904.565412512 172 991.0
174 138169.74746103163 3912885.0647407854 2320322.269546371 173 992.0
175 132537.42492147817 3912656.0613425975 2316738.1124548293 174 993.0
176 67009.06435581975 3912427.023311353 2313152.094650251 175 994.0
177 3299.5815212045904 3912197.950819416 2309564.2166485265 176 995.0
178 127599.60906146589 3911968.84403945 2305974.4789690254 177 996.0
179 91685.49727813144 3911739.703144421 2302382.882134621 178 997.0
180 90268.74338601728 3911510.5283076023 2298789.426671714 179 998.0
181 41371.460572849894 3911281.319702569 2295194.1131102 180 999.0
182 109453.90213754633 3911052.077503198 2291596.941983505 181 1000.0
183 20130.488992813058 3910822.801883672 2287997.913828577 182 1001.0
184 93795.99072714197 3910593.493018477 2284397.029185884 183 1002.0
185 46902.221842820356 3910364.1510824026 2280794.288599425 184 1003.0
186 42716.15126873637 3910134.776250541 2277189.6926167486 185 1004.0
187 127772.72578438475 3909905.36869829 2273583.24178894 186 1005.0
188 75290.84136268884 3919215.7562455903 2362944.670693925 187 1048.0
189 108917.03354522333 3918989.205274764 2359382.7720847977 188 1049.0
190 38237.92325855474 3918762.617953272 2355819.006868571 189 1050.0
191 122667.40512150327 3918535.994448345 2352253.375519616 190 1051.0
192 101146.74313174025 3918309.334927516 2348685.878515753 191 1052.0
193 84331.3506301015 3918082.639558615 2345116.516338251 192 1053.0
194 44940.37832737471 3917855.908509776 2341545.28947184 193 1054.0
195 84024.9015319855 3917629.1419494296 2337972.1984046875 194 1055.0
196 8122.375118902497 3917402.340046311 2334397.2436284423 195 1056.0
197 156452.05143887125 3917175.502969452 2330820.425638225 196 1057.0
198 84139.34796053122 3916948.6308881887 2327241.744932617 197 1058.0
199 143408.12656376496 3916721.7239721534 2323661.2020136816 198 1059.0
200 132499.8444610233 3916494.782391284 2320078.797386957 199 1060.0
201 1817.5948112009078 3916267.806315816 2316494.531561488 200 1061.0
202 88167.16810718464 3916040.795916284 2312908.4050497813 201 1062.0
203 110455.52505853128 3915813.751363527 2309320.418367869 202 1063.0
204 143120.42788341123 3915586.672828683 2305730.572035266 203 1064.0
205 84565.83017863901 3915359.560483191 2302138.866574986 204 1065.0
206 83229.27854128834 3915132.414498792 2298545.3025135743 205 1066.0
207 62547.226400903615 3914905.235047524 2294949.880381069 206 1067.0
208 51890.26068931831 3914678.022301731 2291352.6007110397 207 1068.0
209 99196.94513765752 3914450.776434056 2287753.464040577 208 1069.0
210 150129.71575425737 3914223.49761744 2284152.4709102926 209 1070.0
211 34673.90788520176 3913996.186025129 2280549.621864331 210 1071.0
212 30124.843290624605 3913768.841830669 2276944.917450384 211 1072.0
213 132939.2120116383 3913541.4652079055 2273338.358219679 212 1073.0
214 28358.182226226134 3913314.056330987 2269729.944726988 213 1074.0
215 139723.32151857813 3923025.826564583 2366264.7982634604 214 1115.0
216 900.4893756119639 3922801.3353246255 2362704.6586346645 215 1116.0
217 28155.780211513145 3922576.8078955663 2359142.651952576 216 1117.0
218 87623.44835664108 3922352.244442849 2355578.7786882664 217 1118.0
219 124917.95253038226 3922127.645132212 2352013.0393162454 218 1119.0
220 109247.28696676267 3921903.0101296944 2348445.4343144754 219 1120.0
221 84283.93232783682 3921678.339601631 2344875.964164364 220 1121.0
222 31251.43270535346 3921453.633714655 2341304.6293507805 221 1122.0
223 112932.92791183747 3921228.892635696 2337731.430362033 222 1123.0
224 140294.91495325058 3921004.116531983 2334156.36768991 223 1124.0
225 147519.25048988714 3920779.305571042 2330579.441829675 224 1125.0
226 66305.25196757173 3920554.459920698 2327000.6532800472 225 1126.0
227 49446.84913403359 3920329.579749072 2323420.0025432315 226 1127.0
228 69146.38529619308 3920104.665224584 2319837.4901249083 227 1128.0
229 76066.43652630028 3919879.716515953 2316253.116534261 228 1129.0
230 121363.83272350053 3919654.7337921937 2312666.8822839386 229 1130.0
231 140633.39438676124 3919429.7172226207 2309078.787890116 230 1131.0
232 80261.5331800355 3918979.5832247785 2301897.020754088 231 1133.0
233 133352.5113243688 3918754.4661366288 2298303.3490617266 232 1134.0
234 58042.10145365861 3918529.3158829017 2294707.819325543 233 1135.0
235 94768.1396204974 3918304.132634402 2291110.4320792463 234 1136.0
236 32899.39393934324 3918078.9165622336 2287511.187860073 235 1137.0
237 68116.21587273362 3917177.7274693646 2273095.6521227323 236 1141.0
238 60814.219209118964 3916952.3498558337 2269487.131221244 237 1142.0
239 58670.17848023469 3916726.9404515154 2265876.756644492 238 1143.0
240 115759.70453744892 3926609.5455624047 2366027.0466351165 239 1183.0
241 59811.32979826383 3926387.077580168 2362466.799880298 240 1184.0
242 100399.65344054956 3926164.57373727 2358904.686096705 241 1185.0
243 16137.11735829208 3925942.034197665 2355340.705755549 242 1186.0
244 52589.15439320908 3925719.4591256017 2351774.859331478 243 1187.0
245 77602.15746635965 3925496.848685623 2348207.1473025903 244 1188.0
246 41128.01008463709 3925274.2030425672 2344637.570150435 245 1189.0
247 153551.0666928237 3925051.522361569 2341066.128360019 246 1190.0
248 148358.4186096862 3924828.806808056 2337492.822419788 247 1191.0
249 36930.050292873624 3924606.056547752 2333917.652821672 248 1192.0
250 83177.98919510104 3924383.271746677 2330340.6200610707 249 1193.0
251 61504.10860362052 3924160.4525711434 2326761.724636846 250 1194.0
252 45879.39688853983 3923937.59918776 2323180.9670513403 251 1195.0
253 3380.9749688684155 3923714.711763432 2319598.347810372 252 1196.0
254 154249.97873567644 3923491.79046536 2316013.867423268 253 1197.0
255 73648.7525383849 3923268.835461037 2312427.5264028152 254 1198.0
256 143037.84069882383 3923045.846918255 2308839.3252653265 255 1199.0
257 83103.88649829039 3922822.8250051 2305249.2645306 256 1200.0
258 132594.95744829 3922599.769889952 2301657.34472193 257 1201.0
259 3137.86976915694 3922376.681741488 2298063.566366145 258 1202.0
260 83205.69097284082 3922153.56072868 2294467.929993565 259 1203.0
261 57854.90391208631 3921930.407020797 2290870.436138043 260 1204.0
262 35758.30477037797 3921707.220787401 2287271.0853369525 261 1205.0
263 5095.206660540678 3921484.002198351 2283669.87813119 262 1206.0
264 113149.70533344164 3920367.429884039 2265636.015211288 263 1211.0
265 151773.41219723798 3920144.0207446543 2262023.6811345248 264 1212.0
266 29420.214875522768 3929972.9815397775 2362231.09448086 265 1252.0
267 30711.618244077203 3929752.501327033 2358668.874567193 266 1253.0
268 6483.751599529213 3929531.985744477 2355104.7881204 267 1254.0
269 150884.4934734871 3929311.4349548663 2351538.8356152647 268 1255.0
270 94184.79177898333 3929090.849121253 2347971.0175300227 269 1256.0
271 74346.2110475702 3928870.228406976 2344401.3343463605 270 1257.0
272 82012.23760047171 3928649.572975671 2340829.7865494224 271 1258.0
273 75005.45418774117 3928428.882991264 2337256.374627794 272 1259.0
274 17838.756014700644 3928208.158617973 2333681.0990735386 273 1260.0
275 28868.4976781034 3927987.4000203097 2330103.960382197 274 1261.0
276 91831.20859516037 3927766.607363079 2326524.959052768 275 1262.0
277 139871.14130798963 3927545.780811376 2322944.0955877323 276 1263.0
278 97625.23197221618 3927324.920530589 2319361.370493047 277 1264.0
279 115866.2191159475 3927104.0266864 2315776.784278177 278 1265.0
280 35396.722510891545 3926883.0994447833 2312190.3374560494 279 1266.0
281 8330.686799809268 3926662.138972005 2308602.0305431145 280 1267.0
282 41889.63447886607 3926441.1454346254 2305011.864059308 281 1268.0
283 29641.563827322352 3926220.118999496 2301419.838528065 282 1269.0
284 22320.951115883992 3925999.059833761 2297825.9544763537 283 1270.0
285 135905.07417807583 3925777.9681048593 2294230.2124346336 284 1271.0
286 92898.243767563 3925556.843980521 2290632.612936895 285 1272.0
287 103305.10760151122 3925335.68762877 2287033.1565206526 286 1273.0
288 154045.7282085359 3925114.499217922 2283431.8437269423 287 1274.0
289 7750.255018286595 3924008.0821888 2265397.453280273 288 1279.0
290 129522.23900818922 3923786.704974417 2261785.0137817324 289 1280.0
291 83173.57732265374 3933777.467066093 2365558.0005778726 290 1319.0
292 88281.50902106063 3933559.045731033 2361997.5424859314 291 1320.0
293 71342.3399982643 3933340.589192028 2358435.2174135945 292 1321.0
294 29152.31057091541 3933122.097610055 2354871.0258323443 293 1322.0
295 72882.0017301279 3932903.571146378 2351304.968217103 294 1323.0
296 59844.95431696973 3932685.009962553 2347737.045046242 295 1324.0
297 151017.4237297891 3932466.414220425 2344167.256801583 296 1325.0
298 87176.60749371396 3932247.7840821287 2340595.603968406 297 1326.0
299 99427.208176766 3932029.1197100873 2337022.0870354343 298 1327.0
300 48199.43328569255 3931810.421267015 2333446.706494867 299 1328.0
301 50616.63537961642 3931591.6889159153 2329869.462842382 300 1329.0
302 136160.3882057673 3931154.1231430974 2322709.388201681 301 1331.0
303 122945.16518386631 3930935.290048835 2319126.5582221784 302 1332.0
304 71794.52237028458 3930716.4237014586 2315541.867148206 303 1333.0
305 88106.2829380745 3930497.52426542 2311955.315492829 304 1334.0
306 47257.69942930052 3930278.591905462 2308366.9037726363 305 1335.0
307 71475.13083821886 3930059.626786619 2304776.6325077014 306 1336.0
308 58893.16350938641 3929840.629074212 2301184.502221597 307 1337.0
309 147263.82697889293 3929621.598933857 2297590.513441427 308 1338.0
310 52605.893178170896 3929402.5365314535 2293994.666697791 309 1339.0
311 88370.0267384676 3929183.442033197 2290396.962524818 310 1340.0
312 116028.5803213875 3928964.315605571 2286797.40146016 311 1341.0
313 101467.1711579776 3928745.157415349 2283195.984044992 312 1342.0
314 25219.375850210017 3928525.967629594 2279592.7108240183 313 1343.0
315 34857.10036703531 3928306.7464156607 2275987.582345495 314 1344.0
316 141838.42874385064 3927648.895882688 2265161.0709002577 315 1347.0
317 96733.62399606207 3927429.5506353886 2261548.5269449223 316 1348.0
318 72233.03590648633 3936712.3683211887 2354639.4189404524 317 1390.0
319 64128.8509008547 3936279.329735512 2347505.2299002632 318 1392.0
320 149699.52617539171 3936062.759008502 2343935.3375650896 319 1393.0
321 116723.20071614755 3935846.154206129 2340363.58066593 320 1394.0
322 96946.72571284405 3935629.515489314 2336789.959691642 321 1395.0
323 147949.23545500872 3935412.843019266 2333214.475134562 322 1396.0
324 74119.36609997912 3935196.136957481 2329637.1274905014 323 1397.0
325 39249.31550423917 3934979.397465742 2326057.917258732 324 1398.0
326 113811.32366162047 3934762.6247061184 2322476.8449420063 325 1399.0
327 101840.73684746184 3934545.818840968 2318893.9110465557 326 1400.0
328 91027.85961280162 3934328.9800329353 2315309.1160821174 327 1401.0
329 96985.56301164973 3934112.108444951 2311722.46056189 328 1402.0
330 792.5901948867427 3933895.204240236 2308133.945002601 329 1403.0
331 109608.42605461311 3933678.267582296 2304543.56992446 330 1404.0
332 136222.7484009603 3933461.298634923 2300951.335851174 331 1405.0
333 132433.38740796267 3933244.2975622006 2297357.243309987 332 1406.0
334 47716.84302372889 3933027.264528496 2293761.2928316323 333 1407.0
335 151710.68885688722 3932810.1996984654 2290163.4849503776 334 1408.0
336 79468.17110941686 3932593.103237053 2286563.820204012 335 1409.0
337 18870.183828371417 3932375.975309488 2282962.2991338465 336 1410.0
338 118244.93164976721 3932158.8160812906 2279358.922284725 337 1411.0
339 98251.4072889015 3931507.152252399 2268537.662565236 338 1414.0
340 26918.051604391298 3931289.869482605 2264926.8681196067 339 1415.0
341 54365.7987051236 3931072.5562440855 2261314.22067243 340 1416.0
342 99271.68264768361 3940302.7964046826 2354409.9674933394 341 1458.0
343 30462.60407372488 3939873.8069661297 2347275.572140646 342 1460.0
344 62163.839765442346 3939659.261296808 2343705.576685412 343 1461.0
345 106725.27479501862 3939444.6818728745 2340133.716690498 344 1462.0
346 113501.96099553638 3939230.068853748 2336559.992644896 345 1463.0
347 65513.36227486427 3939015.422399131 2332984.405041073 346 1464.0
348 34401.97078689776 3938800.7426690143 2329406.9543749797 347 1465.0
349 147226.22630489978 3938586.029823668 2325827.641146017 348 1466.0
350 133465.9024539242 3938371.28402365 2322246.4658570765 349 1467.0
351 69350.50334517373 3938156.505429801 2318663.4290145207 350 1468.0
352 159303.6630584034 3937941.694203248 2315078.531128223 351 1469.0
353 45283.61375095089 3937726.8505054 2311491.7727115173 352 1470.0
354 27423.828344107813 3937511.974497953 2307903.1542812656 353 1471.0
355 56055.32884919536 3937297.066342887 2304312.67635781 354 1472.0
356 120315.81245718955 3937082.1262024646 2300720.3394649974 355 1473.0
357 82583.38034285033 3936867.154239237 2297126.1441302043 356 1474.0
358 123670.00164101676 3936652.1506160367 2293530.090884301 357 1475.0
359 63970.464167433456 3936437.115495984 2289932.180261689 358 1476.0
360 83988.88548619507 3936222.04904248 2286332.412800295 359 1477.0
361 88845.1473699174 3936006.951419214 2282730.7890415653 360 1478.0
362 40024.833592806885 3935791.8227901584 2279127.30953048 361 1479.0
363 129880.51144389584 3935576.663319572 2275521.9748155656 362 1480.0
364 141817.7052485761 3935361.473171997 2271914.785448891 363 1481.0
365 35509.762010376544 3935146.2525122617 2268305.741986064 364 1482.0
366 104144.8256599347 3934931.001505477 2264694.844986235 365 1483.0
367 100106.45313767361 3934715.720317043 2261082.0950121437 366 1484.0
368 92263.12406024555 3943893.3803873584 2354182.671539165 367 1526.0
369 138380.92289864694 3943680.927158345 2350616.3044190845 368 1527.0
370 114608.91111375723 3943255.919610962 2343477.974210632 369 1529.0
371 107991.69994158525 3943043.365607584 2339906.012090164 370 1530.0
372 111015.00396943156 3942830.7783282064 2336332.185943218 371 1531.0
373 123377.83123098771 3942618.157931031 2332756.496262399 372 1532.0
374 104513.44534715208 3942405.504574536 2329178.9435437853 373 1533.0
375 97593.91124523654 3942192.818417485 2325599.5282869134 374 1534.0
376 157321.63609371826 3941980.099618919 2322018.2509948057 375 1535.0
377 100660.81929909025 3941767.348338165 2318435.112173961 376 1536.0
378 64771.61809589288 3941554.564734831 2314850.112334384 377 1537.0
379 79732.81518526693 3941341.748968804 2311263.2519895425 378 1538.0
380 132241.77283730466 3941128.901200256 2307674.5316564324 379 1539.0
381 38463.73797985896 3940916.021589641 2304083.9518555305 380 1540.0
382 158256.87404993956 3940703.110297692 2300491.513110816 381 1541.0
383 44364.47160067718 3940490.167485427 2296897.2159498017 382 1542.0
384 60060.022543958505 3940277.193314145 2293301.060903489 383 1543.0
385 22634.45924850984 3940064.1879454255 2289703.048506418 384 1544.0
386 148851.90724012756 3939851.1515411353 2286103.1792966463 385 1545.0
387 64201.49558399829 3939638.084263417 2282501.453815757 386 1546.0
388 32275.359034282566 3939424.986274698 2278897.872608863 387 1547.0
389 4215.908677712066 3939211.857737688 2275292.4362246287 388 1548.0
390 117138.3411821049 3938998.69881538 2271685.145215255 389 1549.0
391 10819.166838831423 3938785.5096710464 2268076.000136487 390 1550.0
392 11174.120018845642 3938572.290468244 2264465.001547612 391 1551.0
393 139758.67260033064 3947484.118796053 2353957.531125638 392 1594.0
394 14856.395819989704 3947273.690062877 2350391.0627790126 393 1595.0
395 56583.30136127469 3946852.7324766 2343252.530188373 394 1597.0
396 47692.82227738754 3946642.203935492 2339680.466912525 395 1598.0
397 100681.40326305898 3946431.642437528 2336106.5396341835 396 1599.0
398 115244.23468114222 3946221.048139402 2332530.748846084 397 1600.0
399 55191.687602253405 3946010.4211980873 2328953.095044436 398 1601.0
400 64460.09498054387 3945799.761770833 2325373.5787289105 399 1602.0
401 21529.071960985402 3945589.070015171 2321792.200402657 400 1603.0
402 138844.84822098148 3945378.346088909 2318208.960572312 401 1604.0
403 136726.6572598283 3945167.590150136 2314623.8597480077 402 1605.0
404 82654.99112580434 3944956.80235722 2311036.8984433464 403 1606.0
405 41138.059202477445 3944745.982868808 2307448.077175457 404 1607.0
406 68130.3614516416 3944535.131843824 2303857.3964649457 405 1608.0
407 18756.188859149883 3944324.249441477 2300264.8568359287 406 1609.0
408 98715.43351148294 3944113.3358212486 2296670.4588160487 407 1610.0
409 147778.68254713778 3943902.391142904 2293074.2029364416 408 1611.0
410 155745.48896337402 3943691.4155664872 2289476.089731778 409 1612.0
411 38032.93809327401 3943480.40925232 2285876.119740253 410 1613.0
412 8270.184509104933 3943269.372361006 2282274.29350358 411 1614.0
413 91230.66817191923 3943058.305053426 2278670.611567007 412 1615.0
414 84017.21510775908 3942847.207490741 2275065.074479331 413 1616.0
415 24136.935610437213 3942636.0798343928 2271457.682792888 414 1617.0
416 6416.179348362461 3942424.922246101 2267848.4370635552 415 1618.0
417 71580.54678517708 3942213.734887864 2264237.3378507537 416 1619.0
418 32099.19424863508 3951075.010157621 2353734.546300007 417 1662.0
419 78268.97032190477 3950866.6059617554 2350167.97769766 418 1663.0
