Location,X,Y,Cluster_Label
212,2620.0,916.0,6
213,2570.0,1004.0,1
214,2529.0,1003.0,1
215,2656.0,1042.0,1
216,2658.0,1082.0,1
217,2656.0,1118.0,1
218,2657.0,1159.0,1
219,2656.0,1200.0,1
220,2657.0,1236.0,1
221,2657.0,1272.0,1
222,2657.0,1314.0,1
223,2616.0,1137.0,1
224,2617.0,1195.0,1
225,2624.0,1273.0,1
226,2598.0,1314.0,1
227,2558.0,1214.0,1
228,2542.0,1040.0,1
229,2540.0,1079.0,1
230,2541.0,1121.0,1
231,2540.0,1156.0,1
232,2539.0,1195.0,1
233,2539.0,1231.0,1
234,2540.0,1272.0,1
235,2540.0,1311.0,1
236,2501.0,1342.0,1
237,2540.0,1358.0,1
238,2540.0,1398.0,1
239,2512.0,1436.0,1
240,2628.0,1435.0,1
241,2643.0,1484.0,1
242,2667.0,1524.0,1
243,2666.0,1560.0,1
244,2665.0,1601.0,1
245,2667.0,1640.0,1
246,2665.0,1679.0,1
247,2665.0,1728.0,1
248,2666.0,1755.0,1
249,2666.0,1794.0,1
250,2665.0,1836.0,1
251,2667.0,1873.0,1
252,2646.0,1486.0,1
253,2617.0,1525.0,1
254,2628.0,1715.0,1
255,2618.0,1756.0,1
256,2548.0,1524.0,1
257,2550.0,1561.0,1
258,2552.0,1600.0,1
259,2550.0,1640.0,1
260,2550.0,1677.0,1
261,2551.0,1717.0,1
262,2551.0,1756.0,1
263,2551.0,1798.0,1
264,2549.0,1832.0,1
265,2550.0,1874.0,1
266,2579.0,1893.0,1
267,2665.0,1935.0,1
268,2647.0,1991.0,1
269,2667.0,2025.0,1
270,2667.0,2064.0,1
271,2667.0,2104.0,1
272,2665.0,2139.0,1
273,2666.0,2178.0,1
274,2665.0,2220.0,8
275,2665.0,2254.0,8
276,2548.0,2258.0,8
277,2549.0,2218.0,8
278,2549.0,2180.0,1
279,2550.0,2141.0,1
280,2549.0,2103.0,1
281,2548.0,2064.0,1
282,2548.0,2025.0,1
283,2538.0,1987.0,1
284,2590.0,2333.0,8
285,2666.0,2328.0,8
286,2667.0,2394.0,8
287,2667.0,2432.0,8
288,2666.0,2470.0,8
289,2666.0,2508.0,8
290,2665.0,2550.0,8
291,2665.0,2586.0,8
292,2666.0,2626.0,8
293,2549.0,2393.0,8
294,2548.0,2431.0,8
295,2549.0,2473.0,8
296,2548.0,2512.0,8
297,2546.0,2548.0,8
298,2550.0,2591.0,8
299,2548.0,2627.0,8
300,2687.0,2716.0,8
301,2686.0,2868.0,8
302,2647.0,2711.0,8
303,2645.0,2866.0,8
304,2643.0,2906.0,8
305,2645.0,2984.0,8
306,2604.0,2905.0,8
307,2605.0,3109.0,8
308,2605.0,3136.0,8
309,2606.0,3290.0,8
310,2606.0,3333.0,8
311,2606.0,3368.0,8
312,2604.0,3410.0,8
313,2568.0,3037.0,8
314,2568.0,3079.0,8
315,2568.0,3119.0,8
316,2567.0,3157.0,8
317,2566.0,3195.0,8
318,2567.0,3234.0,8
319,2568.0,3274.0,8
320,2566.0,3310.0,8
321,2568.0,3350.0,8
322,2566.0,3386.0,8
323,2567.0,3428.0,8
324,2568.0,3466.0,8
325,2352.0,89.0,6
326,2348.0,125.0,6
327,2349.0,168.0,6
328,2349.0,208.0,6
329,2350.0,244.0,6
330,2349.0,286.0,6
331,2350.0,322.0,6
332,2400.0,333.0,6
333,2466.0,323.0,6
334,2406.0,207.0,6
335,2378.0,168.0,6
336,2417.0,130.0,6
337,2397.0,70.0,6
338,2468.0,283.0,6
339,2467.0,242.0,6
340,2494.0,245.0,6
341,2467.0,208.0,6
342,2462.0,168.0,6
343,2465.0,129.0,6
344,2465.0,90.0,6
345,2421.0,383.0,6
346,2377.0,449.0,6
347,2458.0,392.0,6
348,2468.0,467.0,6
349,2507.0,561.0,6
350,2351.0,534.0,6
351,2352.0,574.0,6
352,2350.0,614.0,6
353,2350.0,652.0,6
354,2352.0,691.0,6
355,2350.0,727.0,6
356,2351.0,768.0,6
357,2467.0,765.0,6
358,2466.0,729.0,6
359,2466.0,692.0,6
360,2466.0,649.0,6
361,2466.0,613.0,6
362,2466.0,574.0,6
363,2467.0,540.0,6
364,2513.0,572.0,6
365,2350.0,827.0,6
366,2418.0,836.0,6
367,2438.0,875.0,6
368,2475.0,833.0,6
369,2495.0,941.0,6
370,2388.0,942.0,6
371,2348.0,940.0,6
372,2475.0,1008.0,1
373,2466.0,1038.0,1
374,2351.0,1040.0,1
375,2350.0,1075.0,1
376,2349.0,1114.0,1
377,2347.0,1152.0,1
378,2349.0,1192.0,1
379,2349.0,1232.0,1
380,2348.0,1270.0,1
381,2348.0,1307.0,1
382,2388.0,1209.0,1
383,2408.0,1116.0,1
384,2468.0,1310.0,1
385,2466.0,1269.0,1
386,2465.0,1232.0,1
387,2484.0,1212.0,1
388,2465.0,1190.0,1
389,2465.0,1158.0,1
390,2462.0,1112.0,1
391,2466.0,1075.0,1
392,2367.0,1354.0,1
393,2380.0,1433.0,1
394,2338.0,1452.0,1
395,2415.0,1482.0,1
396,2436.0,1431.0,1
397,2425.0,1394.0,1
398,2426.0,1358.0,1
399,2465.0,1471.0,1
400,2473.0,1373.0,1
401,2321.0,1522.0,1
402,2320.0,1557.0,1
403,2320.0,1598.0,1
404,2318.0,1638.0,1
405,2320.0,1673.0,1
406,2321.0,1717.0,1
407,2322.0,1755.0,1
408,2321.0,1794.0,1
409,2321.0,1832.0,1
410,2322.0,1872.0,1
411,2349.0,1831.0,1
412,2377.0,1870.0,1
413,2378.0,1830.0,1
414,2378.0,1789.0,1
415,2378.0,1752.0,1
416,2378.0,1714.0,1
417,2377.0,1679.0,1
418,2376.0,1637.0,1
419,2378.0,1597.0,1
420,2378.0,1558.0,1
421,2380.0,1524.0,1
422,2525.0,1880.0,1
423,2493.0,1868.0,1
424,2495.0,1830.0,1
425,2493.0,1791.0,1
426,2492.0,1753.0,1
427,2493.0,1714.0,1
428,2491.0,1676.0,1
429,2492.0,1634.0,1
430,2493.0,1601.0,1
431,2494.0,1559.0,1
432,2494.0,1349.0,1
433,2378.0,2022.0,1
434,2379.0,2059.0,1
435,2377.0,2099.0,1
436,2379.0,2137.0,1
437,2377.0,2177.0,1
438,2379.0,2218.0,8
439,2379.0,2254.0,8
440,2454.0,2041.0,1
441,2474.0,1953.0,1
442,2495.0,2288.0,8
443,2493.0,2255.0,8
444,2494.0,2218.0,8
445,2491.0,2176.0,1
446,2492.0,2138.0,1
447,2493.0,2100.0,1
448,2493.0,2061.0,1
449,2495.0,2022.0,1
450,2377.0,2388.0,8
451,2378.0,2425.0,8
452,2377.0,2468.0,8
453,2376.0,2501.0,8
454,2377.0,2547.0,8
455,2379.0,2586.0,8
456,2378.0,2624.0,8
457,2378.0,2663.0,8
458,2406.0,2428.0,8
459,2437.0,2505.0,8
460,2448.0,2624.0,8
461,2495.0,2665.0,8
462,2495.0,2623.0,8
463,2495.0,2585.0,8
464,2493.0,2547.0,8
465,2493.0,2506.0,8
466,2495.0,2468.0,8
467,2494.0,2429.0,8
468,2494.0,2391.0,8
469,2379.0,2749.0,8
470,2377.0,2786.0,8
471,2377.0,2825.0,8
472,2375.0,2865.0,8
473,2378.0,2903.0,8
474,2376.0,2943.0,8
475,2377.0,2981.0,8
476,2446.0,2769.0,8
477,2436.0,2729.0,8
478,2529.0,2979.0,8
479,2515.0,3013.0,8
480,2494.0,2982.0,8
481,2491.0,2942.0,8
482,2491.0,2902.0,8
483,2492.0,2865.0,8
484,2492.0,2825.0,8
485,2493.0,2786.0,8
486,2493.0,2748.0,8
487,2531.0,2827.0,8
488,2531.0,2787.0,8
489,2530.0,2710.0,8
490,2376.0,3057.0,8
491,2376.0,3095.0,8
492,2376.0,3136.0,8
493,2378.0,3175.0,8
494,2377.0,3212.0,8
495,2377.0,3251.0,8
496,2375.0,3288.0,8
497,2377.0,3328.0,8
498,2378.0,3368.0,8
499,2376.0,3408.0,8
500,2424.0,3426.0,8
501,2454.0,3444.0,8
502,2494.0,3403.0,8
503,2495.0,3368.0,8
504,2493.0,3326.0,8
505,2492.0,3286.0,8
506,2493.0,3248.0,8
507,2493.0,3210.0,8
508,2493.0,3170.0,8
509,2492.0,3127.0,8
510,2494.0,3095.0,8
511,2495.0,3059.0,8
512,2390.0,3550.0,8
513,2385.0,3695.0,8
514,2504.0,3813.0,8
515,2268.0,3813.0,4
516,2150.0,91.0,6
517,2150.0,129.0,6
518,2149.0,165.0,6
519,2147.0,209.0,6
520,2149.0,244.0,6
521,2147.0,282.0,6
522,2149.0,323.0,6
523,2179.0,243.0,6
524,2191.0,66.0,6
525,2228.0,76.0,6
526,2227.0,108.0,6
527,2218.0,303.0,6
528,2240.0,341.0,6
529,2267.0,325.0,6
530,2268.0,282.0,6
531,2326.0,306.0,6
532,2267.0,243.0,6
533,2302.0,223.0,6
534,2265.0,203.0,6
535,2305.0,188.0,6
536,2264.0,167.0,6
537,2267.0,127.0,6
538,2265.0,87.0,6
539,2303.0,72.0,6
540,2111.0,428.0,6
541,2111.0,466.0,6
542,2187.0,426.0,6
543,2246.0,486.0,6
544,2266.0,464.0,6
545,2317.0,468.0,6
546,2229.0,406.0,6
547,2150.0,534.0,6
548,2149.0,573.0,6
549,2147.0,611.0,6
550,2144.0,651.0,6
551,2150.0,691.0,6
552,2148.0,728.0,6
553,2148.0,848.0,6
554,2128.0,807.0,6
555,2178.0,611.0,6
556,2188.0,642.0,6
557,2225.0,515.0,6
558,2225.0,555.0,6
559,2233.0,728.0,6
560,2303.0,767.0,6
561,2267.0,767.0,6
562,2266.0,730.0,6
563,2303.0,709.0,6
564,2265.0,689.0,6
565,2312.0,650.0,6
566,2266.0,651.0,6
567,2267.0,615.0,6
568,2262.0,571.0,6
569,2266.0,534.0,6
570,2130.0,803.0,6
571,2167.0,848.0,6
572,2245.0,843.0,6
573,2286.0,885.0,6
574,2167.0,921.0,6
575,2136.0,939.0,6
576,2149.0,1031.0,1
577,2148.0,1063.0,1
578,2147.0,1107.0,1
579,2149.0,1143.0,1
580,2145.0,1183.0,1
581,2146.0,1219.0,1
582,2146.0,1261.0,1
583,2148.0,1300.0,1
584,2148.0,1333.0,1
585,2146.0,1377.0,1
586,2195.0,1378.0,1
587,2193.0,1221.0,1
588,2206.0,1181.0,1
589,2186.0,1142.0,1
590,2206.0,1106.0,1
591,2224.0,1066.0,1
592,2265.0,1375.0,1
593,2265.0,1339.0,1
594,2261.0,1296.0,1
595,2263.0,1260.0,1
596,2264.0,1220.0,1
597,2291.0,1221.0,1
598,2263.0,1182.0,1
599,2281.0,1164.0,1
600,2264.0,1143.0,1
601,2263.0,1104.0,1
602,2261.0,1065.0,1
603,2261.0,1026.0,1
604,2253.0,1463.0,1
605,2173.0,1462.0,1
606,2146.0,1520.0,1
607,2145.0,1558.0,1
608,2147.0,1597.0,1
609,2146.0,1635.0,1
610,2144.0,1677.0,1
611,2147.0,1716.0,1
612,2145.0,1753.0,1
613,2144.0,1793.0,1
614,2147.0,1831.0,1
615,2146.0,1870.0,1
616,2204.0,1868.0,1
617,2206.0,1830.0,1
618,2205.0,1789.0,1
619,2206.0,1753.0,1
620,2205.0,1714.0,1
621,2202.0,1673.0,1
622,2204.0,1635.0,1
623,2204.0,1596.0,1
624,2203.0,1557.0,1
625,2203.0,1521.0,1
626,2251.0,1813.0,1
627,2240.0,1558.0,1
628,2252.0,1521.0,1
629,2308.0,1966.0,1
630,2310.0,1927.0,1
631,2261.0,1922.0,1
632,2194.0,1921.0,1
633,2134.0,1951.0,1
634,2148.0,2080.0,1
635,2146.0,2122.0,1
636,2143.0,2161.0,1
637,2144.0,2200.0,1
638,2148.0,2240.0,8
639,2146.0,2278.0,8
640,2145.0,2316.0,8
641,2145.0,2354.0,8
642,2146.0,2393.0,8
643,2146.0,2434.0,8
644,2186.0,2136.0,1
645,2244.0,2450.0,8
646,2204.0,2430.0,8
647,2203.0,2391.0,8
648,2204.0,2273.0,8
649,2205.0,2314.0,8
650,2199.0,2273.0,8
651,2204.0,2239.0,8
652,2230.0,2254.0,8
653,2205.0,2197.0,1
654,2203.0,2158.0,1
655,2205.0,2602.0,8
656,2205.0,2083.0,1
657,2241.0,2062.0,1
658,2204.0,2043.0,1
659,2203.0,2014.0,1
660,2254.0,2026.0,1
661,2328.0,2024.0,1
662,2319.0,2080.0,1
663,2319.0,2122.0,1
664,2318.0,2165.0,1
665,2287.0,2169.0,1
666,2319.0,2202.0,8
667,2290.0,2230.0,8
668,2319.0,2238.0,8
669,2319.0,2277.0,8
670,2291.0,2297.0,8
671,2320.0,2316.0,8
672,2321.0,2355.0,8
673,2319.0,2396.0,8
674,2319.0,2430.0,8
675,2348.0,2396.0,8
676,2167.0,2537.0,8
677,2164.0,2576.0,8
678,2163.0,2624.0,8
679,2136.0,2641.0,8
680,2115.0,2584.0,8
681,2107.0,2661.0,8
682,2106.0,2701.0,8
683,2107.0,2740.0,8
684,2105.0,2775.0,8
685,2106.0,2819.0,8
686,2104.0,2855.0,8
687,2105.0,2894.0,8
688,2105.0,2933.0,8
689,2106.0,2992.0,8
690,2175.0,3029.0,8
691,2222.0,2990.0,8
692,2187.0,2932.0,8
693,2183.0,2893.0,8
694,2185.0,2853.0,8
695,2209.0,2813.0,8
696,2186.0,2814.0,8
697,2182.0,2778.0,8
698,2185.0,2738.0,8
699,2184.0,2700.0,8
700,2183.0,2661.0,8
701,2212.0,2699.0,8
702,2252.0,2739.0,8
703,2300.0,2991.0,8
704,2300.0,2964.0,8
705,2301.0,2933.0,8
706,2301.0,2896.0,8
707,2298.0,2854.0,8
708,2299.0,2816.0,8
709,2297.0,2776.0,8
710,2296.0,2738.0,8
711,2299.0,2700.0,8
712,2300.0,2660.0,8
713,2337.0,2703.0,8
714,2336.0,2663.0,8
715,2338.0,2620.0,8
716,2290.0,2585.0,8
717,2106.0,3087.0,8
718,2075.0,3104.0,8
719,2108.0,3123.0,8
720,2107.0,3165.0,8
721,2105.0,3201.0,8
722,2107.0,3242.0,8
723,2106.0,3277.0,8
724,2103.0,3318.0,8
725,2106.0,3359.0,4
726,2106.0,3416.0,4
727,2185.0,3356.0,8
728,2185.0,3319.0,8
729,2184.0,3277.0,8
730,2181.0,3242.0,8
731,2184.0,3201.0,8
732,2184.0,3163.0,8
733,2183.0,3122.0,8
734,2182.0,3081.0,8
735,2222.0,3222.0,8
736,2279.0,3184.0,8
737,2328.0,3077.0,8
738,2298.0,3084.0,8
739,2299.0,3125.0,8
740,2298.0,3165.0,8
741,2296.0,3205.0,8
742,2299.0,3239.0,8
743,2295.0,3280.0,8
744,2300.0,3324.0,8
745,2299.0,3355.0,8
746,2339.0,3260.0,8
747,2327.0,3416.0,8
748,2062.0,3604.0,4
749,2106.0,3606.0,4
750,2167.0,3618.0,4
751,2106.0,3643.0,4
752,2104.0,3684.0,4
753,2105.0,3723.0,4
754,2105.0,3764.0,4
755,2103.0,3801.0,4
756,2106.0,3841.0,4
757,2106.0,3884.0,4
758,2166.0,3850.0,4
759,2096.0,71.0,6
760,2097.0,227.0,6
761,2058.0,86.0,6
762,2061.0,131.0,6
763,2060.0,170.0,6
764,2058.0,209.0,6
765,2058.0,248.0,6
766,2057.0,285.0,6
767,2058.0,328.0,6
768,1991.0,187.0,6
769,1979.0,325.0,6
770,1937.0,53.0,6
771,1942.0,90.0,6
772,1944.0,130.0,6
773,1943.0,167.0,6
774,1942.0,209.0,6
775,1941.0,246.0,6
776,1941.0,285.0,6
777,1939.0,325.0,6
778,2037.0,410.0,6
779,2010.0,488.0,6
780,2062.0,538.0,6
781,2060.0,574.0,6
782,2059.0,615.0,6
783,2059.0,651.0,6
784,2060.0,691.0,6
785,2059.0,732.0,6
786,2059.0,772.0,6
787,2050.0,812.0,6
788,1989.0,733.0,6
789,1990.0,576.0,6
790,1941.0,536.0,6
791,1942.0,572.0,6
792,1944.0,614.0,6
793,1943.0,654.0,6
794,1943.0,693.0,6
795,1943.0,729.0,6
796,1941.0,771.0,6
797,1951.0,896.0,2
798,2058.0,981.0,1
799,2070.0,1031.0,1
800,2069.0,1069.0,1
801,2067.0,1107.0,1
802,2068.0,1142.0,1
803,2068.0,1182.0,1
804,2068.0,1223.0,1
805,2068.0,1259.0,1
806,2074.0,1299.0,1
807,2107.0,1327.0,1
808,2067.0,1365.0,1
809,2028.0,1318.0,1
810,2038.0,1281.0,1
811,2021.0,1243.0,1
812,2000.0,1205.0,1
813,1951.0,1257.0,1
814,1950.0,1223.0,1
815,1951.0,1183.0,1
816,1951.0,1146.0,1
817,1950.0,1111.0,1
818,1950.0,1068.0,1
819,1954.0,1028.0,1
820,1954.0,972.0,2
821,1951.0,893.0,2
822,1971.0,1087.0,1
823,2009.0,1032.0,1
824,1893.0,1348.0,1
825,1912.0,1409.0,1
826,1941.0,1427.0,1
827,2009.0,1433.0,1
828,2000.0,1387.0,1
829,2028.0,1526.0,1
830,2029.0,1561.0,1
831,2029.0,1599.0,1
832,2029.0,1638.0,1
833,2029.0,1680.0,1
834,2028.0,1719.0,1
835,2029.0,1755.0,1
836,2028.0,1795.0,1
837,2028.0,1833.0,1
838,2029.0,1872.0,1
839,2076.0,1813.0,1
840,2097.0,1853.0,1
841,2048.0,1950.0,1
842,2018.0,1930.0,1
843,1971.0,1521.0,1
844,1971.0,1560.0,1
845,1971.0,1600.0,1
846,1970.0,1643.0,1
847,1969.0,1677.0,1
848,1971.0,1717.0,1
849,1970.0,1754.0,1
850,1969.0,1795.0,1
851,1967.0,1351.0,1
852,1969.0,1871.0,1
853,2065.0,2026.0,1
854,2107.0,2095.0,1
855,2085.0,2141.0,1
856,2095.0,2229.0,7
857,2112.0,2317.0,8
858,2009.0,2024.0,1
859,2030.0,2084.0,7
860,2029.0,2123.0,7
861,2029.0,2162.0,7
862,2028.0,2202.0,7
863,2028.0,2239.0,7
864,2029.0,2275.0,7
865,2027.0,2317.0,7
866,2027.0,2354.0,7
867,2027.0,2393.0,8
868,2028.0,2433.0,8
869,1971.0,2082.0,7
870,1970.0,2120.0,7
871,1970.0,2161.0,7
872,1972.0,2201.0,7
873,1970.0,2239.0,7
874,1969.0,2278.0,7
875,1971.0,2317.0,7
876,1970.0,2355.0,7
877,1970.0,2392.0,7
878,1969.0,2433.0,7
879,1970.0,2469.0,8
880,1949.0,2553.0,8
881,2009.0,2576.0,8
882,2009.0,2622.0,8
883,2029.0,2665.0,8
884,1982.0,2663.0,8
885,1986.0,2707.0,8
886,1988.0,2743.0,8
887,1988.0,2777.0,8
888,1989.0,2818.0,8
889,1988.0,2857.0,8
890,1988.0,2893.0,8
891,1988.0,2934.0,8
892,1912.0,2664.0,8
893,1912.0,2703.0,8
894,1911.0,2738.0,8
895,1911.0,2779.0,8
896,1913.0,2817.0,8
897,1911.0,2858.0,8
898,1912.0,2895.0,8
899,1910.0,2932.0,8
900,2026.0,2992.0,8
901,1929.0,3049.0,8
902,1990.0,3088.0,8
903,1990.0,3125.0,8
904,1989.0,3165.0,4
905,1988.0,3203.0,4
906,1990.0,3244.0,4
907,1986.0,3280.0,4
908,1989.0,3317.0,4
909,1989.0,3357.0,4
910,1989.0,3419.0,4
911,2036.0,3318.0,4
912,2045.0,3389.0,4
913,1911.0,3416.0,4
914,1909.0,3357.0,4
915,1911.0,3318.0,4
916,1911.0,3278.0,4
917,1911.0,3240.0,4
918,1911.0,3201.0,4
919,1910.0,3165.0,4
920,1912.0,3124.0,4
921,1912.0,3086.0,4
922,1930.0,3049.0,8
923,2028.0,2992.0,8
924,1988.0,3606.0,4
925,1988.0,3646.0,4
926,1989.0,3685.0,4
927,1986.0,3724.0,4
928,1986.0,3766.0,4
929,1987.0,3803.0,4
930,1986.0,3841.0,4
931,1984.0,3880.0,4
932,2015.0,3802.0,4
933,2036.0,3841.0,4
934,2015.0,3881.0,4
935,1949.0,3605.0,4
936,1949.0,3647.0,4
937,1949.0,3811.0,4
938,1949.0,3888.0,4
939,1890.0,3540.0,4
940,1911.0,3570.0,4
941,1911.0,3608.0,4
942,1910.0,3649.0,4
943,1910.0,3686.0,4
944,1911.0,3726.0,4
945,1911.0,3760.0,4
946,1911.0,3802.0,4
947,1911.0,3841.0,4
948,1911.0,3880.0,4
949,1893.0,3820.0,4
950,1870.0,3782.0,4
951,1884.0,90.0,6
952,1886.0,245.0,6
953,1896.0,365.0,6
954,1846.0,91.0,6
955,1848.0,132.0,6
956,1846.0,168.0,6
957,1848.0,211.0,6
958,1848.0,249.0,6
959,1848.0,286.0,6
960,1850.0,327.0,6
961,1789.0,73.0,6
962,1781.0,128.0,6
963,1809.0,182.0,6
964,1819.0,214.0,6
965,1770.0,360.0,2
966,1761.0,449.0,2
967,1808.0,453.0,2
968,1837.0,438.0,6
969,1903.0,516.0,6
970,1857.0,540.0,2
971,1855.0,576.0,2
972,1855.0,615.0,2
973,1854.0,652.0,2
974,1886.0,697.0,2
975,1859.0,694.0,2
976,1856.0,734.0,2
977,1825.0,731.0,2
978,1856.0,770.0,2
979,1913.0,770.0,2
980,1894.0,829.0,2
981,1845.0,826.0,2
982,1847.0,904.0,2
983,1863.0,981.0,2
984,1866.0,1020.0,2
985,1866.0,1055.0,2
986,1866.0,1099.0,2
987,1865.0,1137.0,1
988,1868.0,1174.0,1
989,1866.0,1215.0,1
990,1866.0,1251.0,1
991,1866.0,1292.0,1
992,1863.0,1329.0,1
993,1864.0,1369.0,1
994,1862.0,1402.0,1
995,1836.0,1214.0,1
996,1749.0,979.0,2
997,1749.0,1018.0,2
998,1750.0,1059.0,2
999,1749.0,1098.0,2
1000,1749.0,1138.0,2
1001,1748.0,1175.0,2
1002,1748.0,1213.0,2
1003,1750.0,1250.0,1
1004,1749.0,1293.0,1
1005,1717.0,1291.0,1
1006,1749.0,1330.0,1
1007,1750.0,1371.0,1
1008,1751.0,1409.0,1
1009,1697.0,1389.0,1
1010,1920.0,1563.0,1
1011,1933.0,1642.0,1
1012,1892.0,1636.0,1
1013,1913.0,1787.0,1
1014,1854.0,1523.0,1
1015,1856.0,1562.0,1
1016,1855.0,1600.0,1
