customer weight coord_x coord_y fid
194 697.5 3914258.3482217966 2341788.1086728773 986
195 410.0 3914029.5562245226 2338215.12649746 987
196 10950.0 3913800.7285664 2334640.280587003 988
197 10238.5 3913571.8654179694 2331063.571436486 989
198 5967.0 3913342.966950075 2327484.9995443495 990
199 4984.5 3913114.0333338636 2323904.5654125116 991
200 4431.0 3912885.0647407863 2320322.269546371 992
201 4680.5 3912656.0613425975 2316738.1124548293 993
202 2318.0 3912427.0233113533 2313152.094650251 994
203 1081.0 3912197.950819416 2309564.2166485265 995
204 261.0 3911968.84403945 2305974.4789690254 996
205 1319.0 3911739.7031444213 2302382.8821346206 997
206 263.5 3911510.5283076027 2298789.426671714 998
207 129.0 3911281.319702569 2295194.1131102 999
208 1706.0 3911052.077503198 2291596.941983505 1000
209 1944.0 3910822.8018836724 2287997.913828577 1001
210 34.0 3910593.493018477 2284397.0291858837 1002
211 1218.0 3910364.1510824026 2280794.2885994255 1003
212 301.0 3910134.776250541 2277189.6926167486 1004
213 15427.5 3909905.36869829 2273583.2417889396 1005
214 272.5 3919215.7562455903 2362944.670693925 1048
215 767.0 3918989.2052747635 2359382.7720847977 1049
216 539.0 3918762.6179532716 2355819.006868571 1050
217 1144.5 3918535.994448345 2352253.3755196156 1051
218 1442.0 3918309.3349275156 2348685.878515753 1052
219 1962.0 3918082.6395586147 2345116.516338251 1053
220 3085.0 3917855.9085097755 2341545.28947184 1054
221 9476.0 3917629.1419494296 2337972.1984046875 1055
222 2821.5 3917402.340046311 2334397.2436284423 1056
223 1578.5 3917175.502969452 2330820.425638225 1057
224 5218.5 3916948.6308881887 2327241.744932617 1058
225 2211.5 3916721.7239721543 2323661.2020136816 1059
226 1217.5 3916494.782391284 2320078.797386957 1060
227 778.0 3916267.8063158155 2316494.531561488 1061
228 1773.5 3916040.7959162835 2312908.4050497813 1062
229 447.0 3915813.7513635266 2309320.418367869 1063
230 142.5 3915586.672828683 2305730.572035266 1064
231 10.0 3915359.560483191 2302138.866574986 1065
232 137.0 3915132.4144987916 2298545.3025135743 1066
233 157.0 3914905.2350475243 2294949.880381069 1067
234 140.0 3914678.022301731 2291352.6007110393 1068
235 12349.0 3914450.7764340555 2287753.464040577 1069
236 910.0 3914223.4976174403 2284152.4709102926 1070
237 28028.0 3913996.186025129 2280549.621864331 1071
238 8306.5 3913768.841830669 2276944.917450384 1072
239 650.0 3913541.4652079055 2273338.358219679 1073
240 17541.5 3913314.056330987 2269729.9447269877 1074
241 535.0 3923025.826564583 2366264.7982634604 1115
242 911.5 3922801.3353246255 2362704.6586346645 1116
243 488.5 3922576.8078955663 2359142.651952576 1117
244 1318.5 3922352.244442849 2355578.7786882664 1118
245 48.0 3922127.645132212 2352013.0393162454 1119
246 1985.5 3921903.0101296944 2348445.4343144754 1120
247 5386.0 3921678.339601631 2344875.9641643637 1121
248 13597.0 3921453.633714655 2341304.6293507805 1122
249 10556.5 3921228.8926356956 2337731.430362033 1123
250 896.0 3921004.1165319826 2334156.36768991 1124
251 2704.5 3920779.305571042 2330579.441829675 1125
252 5167.5 3920554.459920698 2327000.6532800472 1126
253 5882.5 3920329.579749072 2323420.0025432315 1127
254 1603.5 3920104.6652245843 2319837.4901249083 1128
255 18230.5 3919879.716515953 2316253.116534261 1129
256 5390.0 3919654.7337921937 2312666.8822839386 1130
257 315.0 3919429.7172226207 2309078.7878901158 1131
259 1213.5 3918979.5832247785 2301897.0207540877 1133
260 5628.5 3918754.4661366288 2298303.3490617266 1134
261 792.5 3918529.3158829017 2294707.819325543 1135
262 1544.5 3918304.1326344023 2291110.4320792463 1136
263 13538.5 3918078.9165622336 2287511.1878600735 1137
264 5537.5 3917177.7274693646 2273095.6521227323 1141
265 31315.5 3916952.3498558337 2269487.131221244 1142
266 1774.0 3916726.9404515154 2265876.756644492 1143
267 209.5 3926609.5455624047 2366027.0466351165 1183
268 3393.5 3926387.077580168 2362466.799880298 1184
269 2889.0 3926164.57373727 2358904.686096705 1185
270 37.5 3925942.0341976653 2355340.705755549 1186
271 188.5 3925719.4591256017 2351774.859331478 1187
272 376.0 3925496.8486856227 2348207.1473025903 1188
273 1063.0 3925274.2030425672 2344637.570150435 1189
274 7319.0 3925051.522361569 2341066.128360019 1190
275 2973.5 3924828.8068080563 2337492.822419788 1191
276 6449.0 3924606.056547752 2333917.6528216717 1192
277 1243.0 3924383.2717466764 2330340.6200610707 1193
278 6194.0 3924160.4525711425 2326761.724636846 1194
279 4896.0 3923937.5991877597 2323180.9670513403 1195
280 2340.5 3923714.711763432 2319598.347810372 1196
281 7860.0 3923491.7904653596 2316013.8674232676 1197
282 4782.0 3923268.8354610372 2312427.5264028152 1198
283 387.0 3923045.846918255 2308839.3252653265 1199
284 6243.0 3922822.8250051 2305249.2645305996 1200
285 1987.5 3922599.7698899517 2301657.34472193 1201
286 452.0 3922376.681741488 2298063.566366145 1202
287 16730.0 3922153.5607286803 2294467.929993565 1203
288 5173.0 3921930.407020797 2290870.436138043 1204
289 1718.0 3921707.220787401 2287271.0853369525 1205
290 7373.0 3921484.0021983506 2283669.87813119 1206
291 8329.0 3920367.429884039 2265636.015211288 1211
292 5816.5 3920144.0207446543 2262023.6811345248 1212
293 966.0 3929972.9815397784 2362231.09448086 1252
294 1336.5 3929752.501327033 2358668.8745671934 1253
295 450.5 3929531.985744477 2355104.7881204 1254
296 2107.0 3929311.4349548668 2351538.8356152647 1255
297 620.5 3929090.8491212525 2347971.0175300227 1256
298 3514.0 3928870.2284069755 2344401.3343463605 1257
299 3154.0 3928649.572975671 2340829.7865494224 1258
300 3337.0 3928428.8829912636 2337256.374627794 1259
301 2137.0 3928208.1586179724 2333681.0990735386 1260
302 353.0 3927987.4000203097 2330103.960382197 1261
303 645.5 3927766.6073630787 2326524.959052768 1262
304 1514.0 3927545.780811376 2322944.0955877323 1263
305 2150.5 3927324.920530589 2319361.370493047 1264
306 3922.0 3927104.0266864 2315776.784278177 1265
307 6.0 3926883.0994447833 2312190.3374560494 1266
308 409.5 3926662.1389720053 2308602.0305431145 1267
309 716.5 3926441.1454346254 2305011.864059308 1268
310 388.0 3926220.1189994956 2301419.838528065 1269
311 29.0 3925999.0598337613 2297825.9544763537 1270
312 21758.0 3925777.9681048593 2294230.2124346336 1271
313 4638.0 3925556.843980521 2290632.612936895 1272
314 5343.0 3925335.68762877 2287033.1565206526 1273
315 113.5 3925114.499217922 2283431.8437269423 1274
316 2379.0 3924008.0821888004 2265397.453280273 1279
317 8343.5 3923786.704974417 2261785.0137817324 1280
318 249.5 3933777.4670660924 2365558.0005778726 1319
319 503.0 3933559.045731033 2361997.5424859314 1320
320 510.5 3933340.589192028 2358435.2174135945 1321
321 264.0 3933122.097610055 2354871.0258323443 1322
322 164.0 3932903.5711463783 2351304.968217103 1323
323 1799.0 3932685.009962553 2347737.045046242 1324
324 998.0 3932466.4142204253 2344167.256801583 1325
325 1762.0 3932247.7840821287 2340595.603968406 1326
326 697.0 3932029.1197100873 2337022.0870354343 1327
327 1507.0 3931810.421267015 2333446.706494867 1328
328 71.0 3931591.6889159153 2329869.462842382 1329
330 1490.0 3931154.1231430974 2322709.388201681 1331
331 1712.0 3930935.290048835 2319126.5582221784 1332
332 2382.0 3930716.4237014586 2315541.867148206 1333
334 93.0 3930278.591905462 2308366.9037726363 1335
335 3374.5 3930059.626786619 2304776.6325077014 1336
336 2929.5 3929840.629074212 2301184.502221597 1337
337 1222.0 3929621.5989338565 2297590.513441427 1338
338 6470.0 3929402.5365314535 2293994.666697791 1339
339 4501.0 3929183.4420331973 2290396.962524818 1340
340 576.0 3928964.315605571 2286797.40146016 1341
341 1921.0 3928745.157415349 2283195.984044992 1342
342 1874.5 3928525.967629594 2279592.7108240183 1343
343 10734.5 3928306.7464156607 2275987.582345495 1344
344 14624.5 3927648.8958826875 2265161.0709002577 1347
345 6561.5 3927429.5506353886 2261548.5269449223 1348
346 71.5 3936712.3683211887 2354639.4189404524 1390
348 906.5 3936279.3297355114 2347505.2299002632 1392
349 174.5 3936062.759008502 2343935.3375650896 1393
350 334.5 3935846.1542061293 2340363.58066593 1394
351 609.0 3935629.515489314 2336789.959691642 1395
352 509.5 3935412.843019266 2333214.475134562 1396
353 6.0 3935196.136957481 2329637.1274905014 1397
354 42.5 3934979.397465742 2326057.917258732 1398
355 765.5 3934762.6247061184 2322476.8449420063 1399
356 818.5 3934545.8188409675 2318893.9110465553 1400
357 912.5 3934328.9800329353 2315309.1160821174 1401
358 65.5 3934112.108444951 2311722.46056189 1402
359 11.0 3933895.204240236 2308133.9450026015 1403
360 4079.5 3933678.2675822955 2304543.5699244593 1404
361 1587.0 3933461.298634923 2300951.335851174 1405
362 1820.0 3933244.2975622006 2297357.243309987 1406
363 71.0 3933027.2645284957 2293761.2928316323 1407
364 124.5 3932810.1996984654 2290163.4849503776 1408
365 862.0 3932593.1032370524 2286563.820204012 1409
366 8274.0 3932375.9753094884 2282962.2991338465 1410
367 6714.0 3932158.8160812906 2279358.922284725 1411
368 30574.5 3931507.152252399 2268537.662565236 1414
369 6306.0 3931289.8694826053 2264926.8681196067 1415
370 5649.5 3931072.5562440855 2261314.22067243 1416
372 55.0 3940302.7964046826 2354409.9674933394 1458
374 127.0 3939873.8069661297 2347275.572140646 1460
375 480.0 3939659.261296808 2343705.576685412 1461
376 1121.0 3939444.6818728745 2340133.716690498 1462
377 50.5 3939230.0688537476 2336559.9926448953 1463
378 12.5 3939015.422399131 2332984.4050410734 1464
379 153.0 3938800.7426690143 2329406.9543749793 1465
380 330.5 3938586.029823668 2325827.6411460172 1466
381 518.0 3938371.28402365 2322246.4658570765 1467
382 729.0 3938156.505429801 2318663.4290145207 1468
383 409.5 3937941.694203248 2315078.531128223 1469
384 156.0 3937726.8505053995 2311491.7727115173 1470
385 9.0 3937511.9744979525 2307903.1542812656 1471
386 1131.0 3937297.0663428865 2304312.67635781 1472
387 2510.0 3937082.1262024646 2300720.3394649974 1473
388 271.5 3936867.154239237 2297126.1441302043 1474
389 8094.0 3936652.1506160367 2293530.090884301 1475
390 159.0 3936437.1154959835 2289932.1802616892 1476
391 19.0 3936222.0490424796 2286332.412800295 1477
392 8441.5 3936006.951419214 2282730.7890415653 1478
393 4743.0 3935791.8227901584 2279127.30953048 1479
394 9562.5 3935576.663319572 2275521.9748155656 1480
395 22390.5 3935361.473171997 2271914.785448891 1481
396 15112.5 3935146.2525122617 2268305.7419860633 1482
397 10089.0 3934931.0015054774 2264694.844986235 1483
398 1262.5 3934715.720317043 2261082.0950121433 1484
399 11.0 3943893.3803873584 2354182.6715391655 1526
400 17.0 3943680.9271583445 2350616.3044190845 1527
402 9.0 3943255.9196109623 2343477.9742106316 1529
405 23.0 3942618.1579310307 2332756.496262399 1532
406 37.5 3942405.5045745363 2329178.9435437853 1533
407 406.0 3942192.818417485 2325599.5282869134 1534
408 625.5 3941980.099618919 2322018.2509948057 1535
409 440.0 3941767.3483381653 2318435.112173961 1536
410 598.0 3941554.564734831 2314850.1123343837 1537
411 437.0 3941341.748968804 2311263.2519895425 1538
412 423.0 3941128.9012002563 2307674.5316564324 1539
413 2851.0 3940916.021589641 2304083.9518555305 1540
414 4107.5 3940703.110297692 2300491.513110816 1541
415 246.5 3940490.167485427 2296897.2159498017 1542
416 1075.0 3940277.193314145 2293301.060903489 1543
417 5013.0 3940064.1879454264 2289703.048506418 1544
418 70.5 3939851.1515411353 2286103.1792966463 1545
419 5269.0 3939638.084263417 2282501.453815757 1546
420 194.5 3939424.986274698 2278897.872608863 1547
422 1019.5 3938998.6988153798 2271685.145215255 1549
423 19612.0 3938785.5096710464 2268076.000136487 1550
424 9278.0 3938572.2904682443 2264465.0015476113 1551
425 61.0 3947484.1187960533 2353957.531125638 1594
426 10.0 3947273.690062877 2350391.0627790126 1595
428 46.0 3946852.7324766004 2343252.530188373 1597
429 85.0 3946642.203935492 2339680.466912525 1598
430 23.0 3946431.642437528 2336106.5396341835 1599
431 10.0 3946221.048139402 2332530.748846084 1600
432 32.0 3946010.4211980873 2328953.095044436 1601
433 1131.5 3945799.7617708333 2325373.5787289105 1602
434 2196.5 3945589.070015171 2321792.2004026575 1603
435 863.5 3945378.346088909 2318208.9605723117 1604
436 312.5 3945167.590150136 2314623.8597480073 1605
437 48.0 3944956.8023572196 2311036.8984433464 1606
438 790.0 3944745.9828688074 2307448.0771754566 1607
439 2026.5 3944535.1318438244 2303857.3964649457 1608
440 738.5 3944324.2494414765 2300264.8568359287 1609
441 2657.0 3944113.3358212486 2296670.4588160487 1610
442 763.5 3943902.3911429043 2293074.2029364416 1611
443 607.0 3943691.4155664872 2289476.089731778 1612
444 4797.0 3943480.4092523204 2285876.119740253 1613
445 2111.5 3943269.372361006 2282274.2935035797 1614
446 490.5 3943058.305053426 2278670.611567007 1615
447 5998.5 3942847.2074907413 2275065.074479331 1616
448 4620.0 3942636.0798343928 2271457.6827928876 1617
449 5316.0 3942424.922246101 2267848.4370635552 1618
450 59873.5 3942213.7348878644 2264237.3378507537 1619
451 16.0 3951075.010157621 2353734.546300007 1662
452 57.5 3950866.6059617554 2350167.9776976597 1663
453 23.0 3950658.16866422 2346599.543658766 1664
454 700.5 3950449.6984193735 2343029.244665807 1665
455 88.0 3950241.1953818514 2339457.0812047264 1666
456 86.5 3950032.659706564 2335883.0537649086 1667
457 41.5 3949824.0915487 2332307.1628392185 1668
458 55.0 3949615.4910637224 2328729.4089239966 1669
459 1630.0 3949406.858407372 2325149.792519044 1670
460 1400.0 3949198.1937356656 2321568.314127643 1671
461 7561.0 3948989.497204895 2317984.974256555 1672
462 161.0 3948780.7689716313 2314399.7734160502 1673
463 11.0 3948572.0091927196 2310812.7121198587 1674
464 886.5 3948363.2180252825 2307223.790885238 1675
465 3019.0 3948154.39562672 2303633.010232932 1676
466 203.0 3947945.542154707 2300040.3706871816 1677
467 724.0 3947736.657767196 2296445.8727757647 1678
468 392.5 3947527.742622417 2292849.5170299495 1679
469 211.5 3947318.7968788743 2289251.303984537 1680
470 3015.0 3947109.820695352 2285651.234177852 1681
471 2531.0 3946900.8142309077 2282049.308151745 1682
472 6494.5 3946691.7776448783 2278445.526451593 1683
473 1536.0 3946482.711096876 2274839.8896263265 1684
474 9401.5 3946273.6147467913 2271232.3982284144 1685
475 4424.0 3946064.48875479 2267623.0528138652 1686
476 12878.0 3945855.333281315 2264011.853942235 1687
477 57625.5 3945646.1484870873 2260398.8021766623 1688
478 168471.0 3945436.9345331024 2256783.898083806 1689
479 200998.0 3945227.6915806364 2253167.142233931 1690
480 64775.5 3945018.419791238 2249548.5352008413 1691
481 8560.5 3944809.119326736 2245928.0775619317 1692
482 182.0 3954253.260985833 2346378.5159211224 1732
483 370.5 3954046.815964949 2342808.1176896514 1733
484 11.0 3953840.33847193 2339235.85501346 1734
485 9.0 3953633.828660184 2335661.728382058 1735
486 21.0 3953427.286683393 2332085.7382884407 1736
488 290.5 3953014.1068507754 2324928.1697039003 1738
489 336.5 3952807.46930368 2321346.5922163185 1739
490 3012.5 3952600.800209005 2317763.153273225 1740
491 46.0 3952394.099721801 2314177.8533850163 1741
492 7.5 3952187.367997392 2310590.6930655553 1742
493 1219.5 3951980.6051913765 2307001.6728322296 1743
494 355.5 3951773.811459627 2303410.793205911 1744
495 3080.0 3951566.9869582886 2299818.054710972 1745
496 1912.5 3951360.1318437825 2296223.4578753198 1746
497 2530.0 3951153.246272802 2292627.003230354 1747
498 245.5 3950946.3304023147 2289028.691311006 1748
499 7119.0 3950739.3843895635 2285428.522655733 1749
500 28810.5 3950532.408392064 2281826.4978065128 1750
501 48964.0 3950325.4025676055 2278222.617308855 1751
502 7239.0 3950118.3670742535 2274616.8817118225 1752
503 8270.5 3949911.302070346 2271009.2915680134 1753
504 5205.5 3949704.2077144957 2267399.8474335684 1754
505 114.5 3949497.084165588 2263788.5498681758 1755
506 27169.0 3949289.9315827847 2260175.3994351057 1756
507 72989.5 3949082.750125521 2256560.396701148 1757
508 66096.5 3948875.539953505 2252943.5422367007 1758
509 53229.5 3948668.3012267207 2249324.836615698 1759
510 2270.5 3948461.034105426 2245704.280415669 1760
512 43.0 3959890.899392829 2381761.962361251 1790
513 8.0 3959686.809448158 2378210.1362491148 1791
514 397.0 3959482.6858476778 2374656.4410084393 1792
515 49.0 3959278.528740587 2371100.877094483 1793
516 119.5 3957644.08363901 2342589.149306171 1801
517 22.0 3957439.631731011 2339016.7883849614 1802
518 419.5 3957235.1478232713 2335442.563531842 1803
519 12.0 3957030.6320679686 2331866.475239936 1804
520 24.5 3956826.08461755 2328288.524005839 1805
521 477.0 3956621.5056247334 2324708.710329611 1806
522 260.5 3956416.8952425085 2321127.03471479 1807
523 349.0 3956212.253624135 2317543.4976683976 1808
524 160.0 3956007.5809231456 2313958.0997009585 1809
525 15.0 3955802.8772933423 2310370.841326463 1810
526 916.0 3955598.142888799 2306781.7230624296 1811
527 894.5 3955393.3778638607 2303190.7454298553 1812
528 1609.5 3955188.582373143 2299597.908953245 1813
529 627.5 3954983.756571535 2296003.2141606333 1814
530 702.0 3954778.9006141936 2292406.6615835484 1815
531 5762.0 3954574.0146565503 2288808.2517570537 1816
532 3984.0 3954369.098854306 2285207.985219732 1817
533 8154.0 3954164.1533634337 2281605.862513693 1818
534 11691.0 3953959.178340177 2278001.8841845766 1819
535 3767.0 3953754.173941052 2274396.0507815736 1820
536 17777.0 3953549.140322846 2270788.362857414 1821
537 5681.0 3953344.0776426164 2267178.8209683676 1822
538 14.0 3953138.9860576936 2263567.425674252 1823
539 19668.5 3952933.8657256793 2259954.1775384694 1824
540 30493.0 3952728.7168044457 2256339.07712794 1825
541 23789.5 3952523.5394521384 2252722.1250131917 1826
542 63.0 3952318.333827172 2249103.32176829 1827
543 7.0 3952113.100088234 2245482.667970894 1828
545 82.0 3963466.05532227 2381546.224127425 1858
546 17.0 3963263.987395834 2377994.3004948525 1859
547 117.0 3963061.88614891 2374440.507755431 1860
548 19.0 3962859.751729221 2370884.8463645442 1861
549 46.0 3961241.4999672556 2342372.3395611746 1869
550 44.0 3961039.073684394 2338799.8813650156 1870
551 52.0 3960836.6157207275 2335225.55926002 1871
552 57.0 3960634.1262269276 2331649.373739435 1872
553 39.0 3960431.6053539338 2328071.3252999857 1873
554 37.0 3960229.053252952 2324491.4144418556 1874
555 87.0 3960026.470075459 2320909.6416687123 1875
556 340.0 3959823.855973198 2317326.0074877017 1876
557 254.5 3959621.2110981825 2313740.5124094775 1877
558 10.0 3959418.5356026916 2310153.1569481567 1878
559 2150.5 3959215.8296392756 2306563.941621384 1879
560 430.5 3959013.093360753 2302972.866950287 1880
561 8837.0 3958810.3269202085 2299379.9334594957 1881
562 8528.5 3958607.530470998 2295785.141677173 1882
563 3347.0 3958404.704166745 2292188.4921349757 1883
564 114.0 3958201.848161341 2288589.985368092 1884
565 50.0 3957998.962608948 2284989.621915238 1885
566 764.5 3957796.047663994 2281387.402318648 1886
567 1544.0 3957593.103481178 2277783.3271240923 1887
568 3240.5 3957390.1302154665 2274177.396880889 1888
569 2629.0 3957187.128022095 2270569.612141896 1889
570 7615.5 3956984.0970565686 2266959.9734635153 1890
571 1025.0 3956781.0374746593 2263348.4814056903 1891
572 740.5 3956577.94943241 2259735.1365319537 1892
573 3839.0 3956374.83308613 2256119.9394093542 1893
574 17893.0 3956171.6885924004 2252502.8906085496 1894
575 236.0 3955968.516108068 2248883.9907037346 1895
